Target_genes	Foxo1|Average	SRX272969|CD4-Positive_T-Lymphocytes	SRX682273|CD4-Positive_T-Lymphocytes	SRX682274|CD4-Positive_T-Lymphocytes	SRX682276|CD4-Positive_T-Lymphocytes	SRX278097|CD8-Positive_T-Lymphocytes	SRX1117087|HAFTL	SRX7586623|Heart	SRX7586624|Heart	SRX7586625|Heart	SRX021879|Pro-B_cells	SRX2136458|Pro-B_cells	SRX183787|Treg	SRX183788|Treg	SRX1219538|Uterus	STRING
Dnpep	55.214286	0	209	0	0	0	0	158	205	91	0	0	0	0	110	0
Ubn1	55.071429	0	196	78	0	0	0	85	150	262	0	0	0	0	0	0
Ube2s	55.071429	0	91	0	0	0	0	141	204	200	0	0	135	0	0	0
Tmem240	55.071429	0	393	0	0	207	0	0	0	0	0	0	171	0	0	0
Glyr1	55.071429	0	196	78	0	0	0	85	150	262	0	0	0	0	0	0
Rhog	55.000000	0	134	0	0	0	0	189	0	237	0	0	210	0	0	0
Zc3h6	54.857143	0	0	0	0	0	0	240	168	226	0	0	134	0	0	0
Vdac3	54.857143	0	229	0	0	207	0	0	0	0	0	0	332	0	0	0
Tagap1	54.857143	0	330	0	0	122	0	0	0	155	0	0	161	0	0	0
Rmnd1	54.857143	0	162	0	0	178	0	146	96	0	0	0	186	0	0	0
D230025D16Rik	54.857143	0	118	0	0	116	0	107	204	124	0	0	0	0	99	0
Camta1	54.857143	0	0	0	0	0	0	209	133	426	0	0	0	0	0	0
Armt1	54.857143	0	162	0	0	178	0	146	96	0	0	0	186	0	0	0
Prmt6	54.785714	0	0	0	0	0	0	256	268	243	0	0	0	0	0	0
Kifc5b	54.785714	0	162	0	0	177	0	114	221	93	0	0	0	0	0	0
Csrnp2	54.785714	0	65	0	0	0	0	358	138	206	0	0	0	0	0	0
Vamp4	54.642857	139	125	115	0	0	0	0	125	0	0	0	182	79	0	0
Zfp24	54.500000	0	0	0	0	0	0	247	247	181	0	0	0	0	88	0
Ubb	54.500000	0	218	0	0	0	0	156	88	189	0	0	0	0	112	0
Pcgf5	54.500000	0	439	0	0	167	0	0	0	0	0	0	157	0	0	0
Mettl25	54.500000	0	0	0	0	88	0	270	94	218	0	0	0	0	93	0
Esrra	54.500000	0	221	0	0	174	0	108	111	0	0	0	149	0	0	0
Ccdc59	54.500000	0	0	0	0	88	0	270	94	218	0	0	0	0	93	0
Micos13	54.428571	0	0	0	0	0	0	320	245	197	0	0	0	0	0	0
Igf1r	54.428571	0	105	0	0	0	0	142	107	99	0	0	201	0	108	0
Ermard	54.428571	0	0	0	0	0	0	333	125	207	0	0	0	0	97	0
Chchd3	54.357143	0	0	0	0	0	0	310	327	124	0	0	0	0	0	0
Tmed4	54.285714	0	226	0	0	225	0	0	0	0	0	0	309	0	0	0
Trappc10	54.214286	0	285	0	0	119	0	0	0	180	0	0	175	0	0	0
Taf4b	54.214286	0	323	0	0	0	0	96	0	184	0	0	156	0	0	0
Map3k8	54.214286	0	0	0	0	0	0	180	223	193	0	0	0	0	163	0
Thtpa	54.142857	0	0	0	0	0	0	257	166	82	0	0	0	0	253	0
Sfr1	54.142857	0	111	0	0	162	0	133	86	115	0	0	151	0	0	0
Rfx3	54.142857	0	134	0	0	106	0	103	155	117	0	0	143	0	0	0
Urgcp	54.071429	0	163	0	0	0	0	239	140	97	0	0	0	0	118	0
Cbx1	54.071429	0	0	0	0	0	0	331	215	211	0	0	0	0	0	0
Rpp40	54.000000	0	0	0	0	0	0	299	191	166	0	0	0	0	100	0
Llgl1	54.000000	0	0	0	0	0	0	257	265	234	0	0	0	0	0	0
Usp53	53.857143	0	447	0	0	0	0	77	0	0	0	0	230	0	0	0
Ints7	53.857143	0	0	0	0	0	0	268	237	249	0	0	0	0	0	0
Dtl	53.857143	0	0	0	0	0	0	268	237	249	0	0	0	0	0	0
Akap8	53.857143	0	172	0	0	0	0	132	145	129	0	0	176	0	0	0
Nelfa	53.714286	0	187	0	0	0	0	168	137	141	0	0	0	0	119	0
Zfp60	53.642857	0	0	0	0	0	0	226	259	196	0	0	0	0	70	0
Prpf4	53.642857	0	0	0	0	0	0	307	192	158	0	0	0	0	94	0
Dcps	53.642857	0	0	0	0	0	0	236	329	106	0	0	0	0	80	0
Cdc26	53.642857	0	0	0	0	0	0	307	192	158	0	0	0	0	94	0
Sirt6	53.571429	0	0	0	0	162	0	196	225	167	0	0	0	0	0	0
Ankrd24	53.571429	0	0	0	0	162	0	196	225	167	0	0	0	0	0	0
9130401M01Rik	53.571429	0	0	0	0	0	0	174	220	232	0	0	0	0	124	0
Tmem160	53.500000	0	0	0	0	0	0	255	312	182	0	0	0	0	0	0
Ndufa6	53.428571	0	98	0	0	151	0	144	101	152	0	0	0	0	102	0
Mrps28	53.428571	0	0	0	0	0	0	252	182	222	0	0	92	0	0	0
Klf7	53.357143	0	151	0	0	120	0	183	188	0	0	0	0	0	105	0
Zfp606	53.285714	0	0	0	0	0	0	223	168	190	0	0	0	0	165	0
Endov	53.285714	0	0	0	0	0	0	266	203	277	0	0	0	0	0	0
Tgif1	53.214286	291	207	0	0	0	0	0	0	118	0	0	129	0	0	0
Taf9	53.214286	0	0	0	0	0	0	164	202	211	0	0	0	0	168	0
Rad17	53.214286	0	0	0	0	0	0	164	202	211	0	0	0	0	168	0
Gtf3c2	53.214286	0	147	0	0	0	0	197	150	251	0	0	0	0	0	0
Ak6	53.214286	0	0	0	0	0	0	164	202	211	0	0	0	0	168	0
Ube2i	53.142857	0	0	0	0	0	0	227	173	217	0	0	0	0	127	0
Rock1	53.142857	0	301	0	0	280	0	0	0	0	0	0	163	0	0	0
Hinfp	53.142857	0	0	0	0	118	0	180	209	118	0	0	119	0	0	0
Hdhd5	53.142857	0	0	0	0	0	0	270	201	273	0	0	0	0	0	0
Dpm3	53.142857	0	0	0	0	0	0	220	326	198	0	0	0	0	0	0
Cdkn2aip	53.071429	0	202	0	0	116	0	155	0	143	0	0	127	0	0	0
Pigm	53.000000	0	0	0	0	0	0	307	231	204	0	0	0	0	0	0
Tle4	52.928571	0	0	0	0	0	0	224	320	197	0	0	0	0	0	0
Rpl22	52.785714	0	99	0	0	129	0	119	279	113	0	0	0	0	0	0
Wdsub1	52.714286	0	384	0	0	163	0	0	0	0	0	0	191	0	0	0
Coq10a	52.714286	0	0	0	0	0	0	266	199	158	0	0	0	0	115	0
Bcas2	52.714286	0	233	0	0	299	0	0	0	0	0	0	206	0	0	0
Jak1	52.571429	0	181	0	0	0	0	173	0	0	0	0	382	0	0	0
Paip2	52.357143	0	167	0	0	0	0	98	118	123	0	0	227	0	0	0
Ttc37	52.285714	0	0	0	0	0	0	211	230	177	0	0	0	0	114	0
Mtrf1	52.285714	0	0	0	0	0	0	166	225	154	0	0	0	0	187	0
Cnnm2	52.285714	0	129	0	0	154	0	116	129	204	0	0	0	0	0	0
Arsk	52.285714	0	0	0	0	0	0	211	230	177	0	0	0	0	114	0
Akirin2	52.285714	0	109	0	0	0	0	207	247	169	0	0	0	0	0	0
Preb	52.214286	0	230	0	0	293	0	0	0	0	0	0	208	0	0	0
Zfp738	52.071429	0	0	0	0	0	0	132	246	160	0	0	0	0	191	0
Prkcsh	52.000000	0	80	0	0	0	0	193	177	166	0	0	0	0	112	0
Mis18bp1	52.000000	0	0	0	0	124	0	197	209	198	0	0	0	0	0	0
Fcsk	52.000000	0	0	0	0	0	0	347	186	195	0	0	0	0	0	0
Ccdc151	52.000000	0	80	0	0	0	0	193	177	166	0	0	0	0	112	0
Cnot6	51.928571	0	0	0	0	0	0	207	140	201	0	0	179	0	0	0
Clasp1	51.928571	120	134	0	0	0	0	186	125	162	0	0	0	0	0	0
Asb8	51.928571	0	313	0	0	160	0	0	0	68	0	0	186	0	0	0
Zim1	51.857143	0	0	0	0	0	0	457	269	0	0	0	0	0	0	0
Vps29	51.714286	0	0	0	0	0	0	338	162	224	0	0	0	0	0	0
Rad9b	51.714286	0	0	0	0	0	0	338	162	224	0	0	0	0	0	0
Slbp	51.642857	0	0	0	0	0	0	315	140	162	0	0	0	0	106	0
Sde2	51.642857	0	0	0	0	0	0	308	224	191	0	0	0	0	0	0
Rfesd	51.642857	0	135	0	0	111	0	102	0	149	0	0	147	0	79	0
Nfyc	51.642857	0	80	0	0	0	0	175	186	164	0	0	0	0	118	0
Zswim8	51.571429	0	0	0	0	0	0	218	197	197	0	0	0	0	110	0
Lyrm1	51.571429	0	0	0	0	0	0	227	249	151	0	0	0	0	95	0
Dcun1d3	51.571429	0	0	0	0	0	0	227	249	151	0	0	0	0	95	0
Morc3	51.500000	0	132	0	0	168	0	219	0	202	0	0	0	0	0	0
Dnajc28	51.428571	0	154	0	0	0	0	228	216	122	0	0	0	0	0	0
Stam	51.357143	0	246	0	0	0	0	138	167	74	0	0	94	0	0	0
Tspyl1	51.285714	0	213	0	0	182	0	65	0	87	0	0	171	0	0	0
G3bp2	51.285714	0	71	0	0	0	0	95	157	160	0	0	144	0	91	0
Zfp219	51.142857	0	0	0	0	0	0	240	221	127	0	0	0	0	128	0
Vps45	51.142857	0	0	0	0	0	0	236	224	142	0	0	0	0	114	0
Mdm2	51.071429	0	309	0	0	199	0	0	0	0	0	0	207	0	0	0
Ap1g1	51.071429	0	0	141	0	0	0	198	187	189	0	0	0	0	0	0
Tyw5	51.000000	0	0	0	0	0	0	243	195	189	0	0	0	0	87	0
Srp19	51.000000	0	0	0	0	0	0	249	130	206	0	0	0	0	129	0
Serp1	51.000000	0	165	0	0	0	0	216	127	129	0	0	77	0	0	0
Maip1	51.000000	0	0	0	0	0	0	243	195	189	0	0	0	0	87	0
Eif2a	51.000000	0	165	0	0	0	0	216	127	129	0	0	77	0	0	0
Rif1	50.928571	0	428	0	0	0	0	0	0	0	0	0	285	0	0	0
Shpk	50.857143	0	0	0	0	0	0	212	260	135	0	0	0	0	105	0
Eif2s1	50.857143	0	0	0	0	0	0	168	130	209	0	0	205	0	0	0
Dffb	50.857143	0	153	0	0	318	0	0	131	0	0	0	110	0	0	0
Ctns	50.857143	0	0	0	0	0	0	212	260	135	0	0	0	0	105	0
Cep104	50.857143	0	153	0	0	318	0	0	131	0	0	0	110	0	0	0
Atp6v1d	50.857143	0	0	0	0	0	0	168	130	209	0	0	205	0	0	0
Snrpc	50.785714	0	0	0	0	0	0	225	222	173	0	0	0	0	91	0
Rsbn1l	50.785714	0	159	0	0	0	0	141	119	123	0	0	169	0	0	0
Dazap1	50.785714	0	280	0	0	103	0	209	0	0	0	0	119	0	0	0
Tbl1xr1	50.714286	0	131	136	0	274	0	0	0	0	0	0	169	0	0	0
Slc25a32	50.642857	0	83	0	0	0	0	169	160	297	0	0	0	0	0	0
N6amt1	50.642857	0	0	0	0	0	0	250	143	220	0	0	0	0	96	0
Hsd17b4	50.642857	0	0	0	0	0	0	243	206	117	0	0	0	0	143	0
Dcaf13	50.642857	0	83	0	0	0	0	169	160	297	0	0	0	0	0	0
Ccdc91	50.642857	0	110	0	0	0	0	115	209	155	0	0	0	0	120	0
Rsrp1	50.571429	0	184	0	0	104	0	185	118	117	0	0	0	0	0	0
Itch	50.571429	0	216	0	0	93	0	126	124	149	0	0	0	0	0	0
Gpr180	50.571429	0	0	0	0	0	0	324	260	124	0	0	0	0	0	0
Irf2	50.500000	0	350	0	0	170	0	0	0	0	0	0	187	0	0	0
Hsp90aa1	50.500000	0	174	0	0	211	0	0	0	165	0	0	157	0	0	0
Ddx42	50.428571	0	0	0	0	0	0	203	242	141	0	0	0	0	120	0
Ccdc47	50.428571	0	0	0	0	0	0	203	242	141	0	0	0	0	120	0
Armc5	50.428571	0	0	0	0	0	0	215	126	243	0	0	122	0	0	0
Srsf5	50.357143	0	0	0	0	0	0	241	110	126	0	0	141	0	87	0
Fgfr1op	50.357143	0	259	0	0	203	0	0	0	107	0	0	136	0	0	0
Mphosph9	50.285714	0	104	0	0	0	0	283	147	170	0	0	0	0	0	0
Dctn6	50.285714	96	216	0	0	99	0	0	122	78	0	0	0	0	93	0
2810006K23Rik	50.285714	0	104	0	0	0	0	283	147	170	0	0	0	0	0	0
Rc3h1	50.214286	0	258	0	0	180	0	79	106	80	0	0	0	0	0	0
Rasgrp2	50.214286	0	115	0	0	0	0	262	154	0	0	0	172	0	0	0
Nek7	50.071429	0	225	0	0	0	0	0	0	125	0	0	208	0	143	0
Nap1l4	50.000000	0	174	0	0	0	0	132	131	127	0	0	0	0	136	0
Fkbp3	49.928571	0	0	0	0	91	0	147	167	217	0	0	0	0	77	0
Tmem60	49.857143	0	0	0	0	144	0	107	317	130	0	0	0	0	0	0
Phtf2	49.857143	0	0	0	0	144	0	107	317	130	0	0	0	0	0	0
Mars2	49.857143	0	179	0	0	173	0	115	0	118	0	0	113	0	0	0
Lrch3	49.857143	0	112	0	0	0	0	182	82	168	0	0	154	0	0	0
Lin52	49.857143	0	243	0	0	0	0	142	196	117	0	0	0	0	0	0
Aldh6a1	49.857143	0	243	0	0	0	0	142	196	117	0	0	0	0	0	0
Ralgapa2	49.785714	0	95	0	0	0	0	168	60	186	0	0	188	0	0	0
Nsun6	49.785714	0	205	96	0	149	0	107	0	140	0	0	0	0	0	0
Mrpl21	49.785714	0	0	0	0	0	0	230	195	99	0	0	0	0	173	0
Ighmbp2	49.785714	0	0	0	0	0	0	230	195	99	0	0	0	0	173	0
Arl5b	49.785714	0	205	96	0	149	0	107	0	140	0	0	0	0	0	0
Scnm1	49.714286	0	0	0	0	0	0	267	269	160	0	0	0	0	0	0
Lysmd1	49.714286	0	0	0	0	0	0	267	269	160	0	0	0	0	0	0
Ezh2	49.714286	0	160	0	0	0	0	183	132	221	0	0	0	0	0	0
Abi1	49.714286	0	0	0	0	0	0	226	328	142	0	0	0	0	0	0
Slc25a51	49.642857	0	255	0	0	174	0	92	0	0	0	0	174	0	0	0
Ctif	49.642857	0	0	0	0	0	0	227	257	211	0	0	0	0	0	0
Dstyk	49.571429	0	0	0	0	0	0	244	300	0	0	0	0	0	150	0
Stx4a	49.500000	0	0	0	0	0	0	319	247	127	0	0	0	0	0	0
Gpd1l	49.500000	0	0	0	0	0	0	215	192	121	0	0	0	0	165	0
3110040N11Rik	49.500000	0	265	0	0	140	0	0	0	0	0	0	202	0	86	0
Tmed9	49.428571	0	113	0	0	0	0	290	142	147	0	0	0	0	0	0
Ikzf5	49.428571	0	171	0	0	0	0	117	223	89	0	0	92	0	0	0
Acadsb	49.428571	0	171	0	0	0	0	117	223	89	0	0	92	0	0	0
Uvssa	49.357143	0	187	0	0	79	0	157	105	163	0	0	0	0	0	0
Ubl3	49.357143	0	0	0	0	0	0	342	190	159	0	0	0	0	0	0
Bod1l	49.357143	0	0	0	0	0	0	184	103	189	0	0	117	0	98	0
Rmi1	49.285714	0	96	0	0	0	0	207	156	142	0	0	0	0	89	0
Rgs2	49.285714	0	296	0	0	0	0	162	0	154	0	0	78	0	0	0
Hnrnpk	49.285714	0	96	0	0	0	0	207	156	142	0	0	0	0	89	0
Zfp87	49.142857	0	0	0	0	0	0	201	253	150	0	0	0	0	84	0
Ptpn4	49.000000	0	302	0	0	166	0	0	86	0	0	0	132	0	0	0
Pnpla2	49.000000	0	0	0	0	0	0	300	115	180	0	0	0	0	91	0
Dhx37	49.000000	167	117	0	0	105	0	0	0	190	0	0	107	0	0	0
Zfp692	48.928571	0	0	0	0	0	0	318	245	122	0	0	0	0	0	0
Afg3l1	48.928571	0	199	0	0	335	0	0	0	0	0	0	151	0	0	0
Zfp869	48.785714	0	0	0	0	0	0	134	107	141	0	0	144	0	157	0
Epc1	48.785714	0	116	0	0	0	0	185	0	230	0	0	0	0	152	0
Zfp438	48.714286	0	0	0	0	0	0	255	231	196	0	0	0	0	0	0
Pdk2	48.642857	0	293	0	0	0	0	0	132	124	0	0	132	0	0	0
Zfp595	48.571429	0	0	0	0	0	0	194	208	168	0	0	0	0	110	0
Rps23	48.500000	0	0	0	0	0	0	196	353	130	0	0	0	0	0	0
Med11	48.500000	0	0	0	0	0	0	216	172	212	0	0	0	0	79	0
Efcab2	48.500000	0	0	0	0	0	0	105	139	261	0	0	0	0	174	0
Edem2	48.500000	0	0	0	0	0	0	131	160	236	0	0	0	0	152	0
Cacybp	48.500000	0	96	0	0	0	0	151	131	301	0	0	0	0	0	0
Brk1	48.500000	0	120	0	0	124	0	0	98	121	0	0	216	0	0	0
Rexo4	48.428571	0	109	0	0	0	0	233	223	113	0	0	0	0	0	0
Ptcd1	48.428571	0	220	0	0	140	0	0	0	0	0	0	318	0	0	0
Cpsf4	48.428571	0	220	0	0	140	0	0	0	0	0	0	318	0	0	0
Bzw1	48.428571	0	0	0	0	0	0	139	196	168	0	0	0	0	175	0
Sap130	48.285714	0	124	0	0	0	0	151	215	186	0	0	0	0	0	0
Rb1cc1	48.285714	0	247	0	0	106	0	0	0	145	0	0	178	0	0	0
Raf1	48.285714	0	112	0	0	0	0	109	251	204	0	0	0	0	0	0
Hexim1	48.285714	0	0	0	0	0	0	219	230	104	0	0	0	0	123	0
0610009B22Rik	48.285714	0	0	0	0	0	0	189	160	205	0	0	0	0	122	0
Anks3	48.214286	0	150	0	0	0	0	120	180	135	0	0	0	0	90	0
4930451G09Rik	48.214286	0	150	0	0	0	0	120	180	135	0	0	0	0	90	0
Supv3l1	48.071429	0	0	0	0	0	0	214	190	156	0	0	0	0	113	0
Ndrg2	48.071429	0	197	0	0	197	0	0	145	0	0	0	134	0	0	0
Asb7	48.071429	0	155	0	0	0	0	128	154	0	0	0	0	0	236	0
Usp1	48.000000	0	0	0	0	0	0	220	110	128	0	0	214	0	0	0
Anapc15	47.928571	0	0	0	0	0	0	284	212	175	0	0	0	0	0	0
Zfat	47.785714	0	0	123	0	0	0	130	94	183	0	0	139	0	0	0
Spop	47.714286	0	160	0	0	0	0	157	198	153	0	0	0	0	0	0
Zbtb8os	47.642857	0	0	0	0	0	0	171	104	179	0	0	131	0	82	0
Rbbp4	47.642857	0	0	0	0	0	0	171	104	179	0	0	131	0	82	0
Elf2	47.642857	0	230	0	0	271	0	0	0	0	0	0	166	0	0	0
Dgat1	47.642857	0	93	0	0	0	0	180	172	222	0	0	0	0	0	0
Cep63	47.642857	0	0	0	0	0	0	214	112	205	0	0	136	0	0	0
Anapc13	47.642857	0	0	0	0	0	0	214	112	205	0	0	136	0	0	0
Gmfb	47.500000	0	179	0	0	0	0	145	179	162	0	0	0	0	0	0
Tax1bp1	47.428571	0	321	0	0	87	0	66	0	190	0	0	0	0	0	0
Rpl18a	47.428571	0	0	0	0	0	0	161	201	137	0	0	0	0	165	0
Rab40c	47.428571	0	134	0	0	0	0	147	241	142	0	0	0	0	0	0
Mars1	47.357143	0	0	0	0	0	0	280	228	155	0	0	0	0	0	0
Tdrd3	47.285714	0	0	0	0	0	0	230	152	145	0	0	0	0	135	0
Rps14	47.214286	0	0	0	0	0	0	261	142	156	0	0	0	0	102	0
Eapp	47.214286	0	186	0	0	0	0	153	104	102	0	0	0	0	116	0
Unc50	47.142857	0	136	0	0	0	0	189	97	158	0	0	0	0	80	0
Pitpnb	47.142857	0	212	0	0	104	0	112	0	0	0	0	232	0	0	0
Coa5	47.142857	0	136	0	0	0	0	189	97	158	0	0	0	0	80	0
Bckdk	47.142857	0	0	0	0	0	0	233	291	136	0	0	0	0	0	0
Arih2	47.142857	0	149	0	0	0	0	188	0	106	0	0	0	0	217	0
Ube2d2a	47.071429	0	197	0	0	138	0	0	0	0	0	0	324	0	0	0
H2bc12	47.071429	0	0	0	0	0	0	214	0	109	0	0	336	0	0	0
H2ac12	47.071429	0	0	0	0	0	0	214	0	109	0	0	336	0	0	0
Actr3	47.071429	0	175	0	0	80	0	189	110	0	0	0	105	0	0	0
Fchsd2	47.000000	0	0	0	0	136	0	141	120	261	0	0	0	0	0	0
Mtr	46.928571	0	0	0	0	0	0	148	275	234	0	0	0	0	0	0
Selenow	46.785714	0	392	0	0	0	0	135	128	0	0	0	0	0	0	0
Adnp	46.785714	0	0	0	0	0	0	127	126	271	0	0	0	50	81	0
Tsacc	46.714286	0	143	0	0	0	0	174	145	0	0	0	192	0	0	0
Rps3	46.714286	0	0	0	0	0	0	336	147	171	0	0	0	0	0	0
Pccb	46.714286	0	114	0	0	0	0	190	120	230	0	0	0	0	0	0
Nat10	46.714286	0	139	0	0	0	0	139	141	235	0	0	0	0	0	0
Hps5	46.714286	0	0	0	0	0	0	240	156	176	0	0	0	0	82	0
Gtf2h1	46.714286	0	0	0	0	0	0	240	156	176	0	0	0	0	82	0
Cct3	46.714286	0	143	0	0	0	0	174	145	0	0	0	192	0	0	0
Ccnl1	46.714286	0	0	78	0	0	0	95	114	207	0	0	0	0	160	0
Xpnpep3	46.571429	0	0	0	0	0	0	179	229	244	0	0	0	0	0	0
St13	46.571429	0	0	0	0	0	0	179	229	244	0	0	0	0	0	0
Lsm6	46.571429	0	330	0	0	102	0	220	0	0	0	0	0	0	0	0
Glg1	46.571429	0	0	0	0	0	0	280	0	191	0	0	0	0	181	0
Dtx2	46.571429	0	0	0	0	0	0	281	180	191	0	0	0	0	0	0
Chtop	46.571429	0	228	0	0	0	0	143	0	145	0	0	136	0	0	0
Eif1ad	46.500000	0	0	0	0	0	0	331	128	192	0	0	0	0	0	0
Banf1	46.500000	0	0	0	0	0	0	331	128	192	0	0	0	0	0	0
Lonp2	46.428571	0	167	0	0	0	0	126	0	93	0	0	95	0	169	0
Zfp729a	46.357143	0	0	0	0	0	0	119	347	105	0	0	0	0	78	0
Rtca	46.357143	0	183	0	0	0	0	146	0	125	0	0	195	0	0	0
Nt5c3	46.357143	0	0	0	0	0	0	205	299	145	0	0	0	0	0	0
Nol8	46.357143	0	0	0	0	0	0	144	192	194	0	0	0	0	119	0
Cenpp	46.357143	0	0	0	0	0	0	144	192	194	0	0	0	0	119	0
Ssh2	46.285714	0	280	0	0	147	0	106	0	115	0	0	0	0	0	0
Kdm2a	46.285714	144	246	0	0	0	0	137	0	0	0	0	121	0	0	0
Foxo4	46.285714	0	375	0	0	0	0	131	0	0	0	0	142	0	0	0
Esco1	46.285714	0	100	0	0	0	0	155	150	137	0	0	0	0	106	0
Capza2	46.285714	0	227	0	0	218	0	0	0	0	0	0	203	0	0	0
Atp6v0e	46.285714	121	0	0	0	0	0	135	0	243	0	0	0	0	149	0
Prkdc	46.214286	0	142	0	0	0	0	144	209	73	0	0	0	0	79	0
Mcm4	46.214286	0	142	0	0	0	0	144	209	73	0	0	0	0	79	0
Hspa9	46.214286	0	107	0	0	0	0	205	128	140	0	0	0	0	67	0
Usp20	46.142857	0	172	0	0	0	0	93	225	156	0	0	0	0	0	0
Ttc14	46.142857	0	118	0	0	0	0	147	167	118	0	0	0	0	96	0
Mtfr1l	46.142857	0	0	0	0	111	0	134	223	178	0	0	0	0	0	0
BC005624	46.142857	0	172	0	0	0	0	93	225	156	0	0	0	0	0	0
Zfp790	46.071429	0	0	0	0	0	0	257	261	127	0	0	0	0	0	0
Meaf6	45.928571	0	227	103	0	68	0	0	0	0	0	0	245	0	0	0
Klf10	45.857143	0	214	0	0	0	0	190	0	137	0	0	0	0	101	0
Emsy	45.857143	0	0	0	0	0	0	260	201	181	0	0	0	0	0	0
Creb1	45.857143	0	204	0	0	0	0	207	107	124	0	0	0	0	0	0
Vps26c	45.785714	0	91	0	0	0	0	164	152	234	0	0	0	0	0	0
Cops7a	45.785714	0	0	0	0	0	0	237	159	153	0	0	0	0	92	0
Klhl15	45.714286	0	330	0	0	190	0	0	0	120	0	0	0	0	0	0
Ints6	45.714286	0	0	0	0	0	0	182	184	274	0	0	0	0	0	0
Tmem106b	45.571429	0	168	0	0	0	0	119	0	0	0	0	213	0	138	0
Ppox	45.571429	0	307	0	0	0	0	116	120	95	0	0	0	0	0	0
Stag3	45.500000	0	0	0	0	0	0	179	124	134	0	0	0	0	200	0
Rabif	45.500000	0	129	0	0	0	0	162	114	128	0	0	0	0	104	0
Gpc2	45.500000	0	0	0	0	0	0	179	124	134	0	0	0	0	200	0
Rpl21	45.428571	0	0	0	0	0	0	119	113	250	0	0	0	0	154	0
Rnf214	45.428571	0	0	0	0	0	0	243	137	256	0	0	0	0	0	0
Pcsk7	45.428571	0	0	0	0	0	0	243	137	256	0	0	0	0	0	0
Hip1	45.428571	0	0	0	0	0	0	223	286	127	0	0	0	0	0	0
C1galt1	45.428571	0	99	0	0	0	0	317	0	104	0	0	116	0	0	0
Usp3	45.357143	0	0	0	0	113	0	154	144	224	0	0	0	0	0	0
Trib2	45.357143	0	208	0	0	201	0	0	0	0	0	0	226	0	0	0
Orc4	45.357143	0	0	0	0	0	0	228	151	172	0	0	0	0	84	0
Mbd5	45.357143	0	0	0	0	0	0	228	151	172	0	0	0	0	84	0
Hnrnpa0	45.357143	0	138	0	0	0	0	168	118	88	0	0	123	0	0	0
Atf4	45.357143	0	0	0	0	0	0	150	163	209	0	0	0	0	113	0
Zmym6	45.285714	0	0	0	0	0	0	165	261	113	0	0	0	0	95	0
Clcn4	45.285714	0	181	0	0	0	0	242	68	143	0	0	0	0	0	0
Tmem38a	45.214286	0	166	0	0	0	0	97	141	148	0	0	0	0	81	0
Smim7	45.214286	0	166	0	0	0	0	97	141	148	0	0	0	0	81	0
Prkn	45.214286	0	0	0	0	0	0	196	212	225	0	0	0	0	0	0
Pacrg	45.214286	0	0	0	0	0	0	196	212	225	0	0	0	0	0	0
Cpsf2	45.214286	0	0	0	0	0	0	127	181	78	0	0	0	0	247	0
Nfkbia	45.142857	0	126	0	0	89	0	150	0	85	0	0	182	0	0	0
Adrm1	45.071429	0	188	254	0	0	0	0	0	0	0	0	0	189	0	0
Psmc3	45.000000	0	0	0	0	0	0	230	209	191	0	0	0	0	0	0
Napepld	45.000000	0	116	0	0	0	0	236	132	0	0	0	0	0	146	0
Narf	44.928571	0	155	0	0	0	0	160	154	160	0	0	0	0	0	0
Atxn3	44.928571	0	264	0	0	0	0	123	0	150	0	0	0	0	92	0
Pstk	44.857143	0	251	0	0	96	0	0	149	0	0	0	132	0	0	0
Kmt5b	44.857143	0	0	133	0	0	0	226	123	0	0	0	0	0	146	0
Echdc1	44.857143	0	371	0	0	139	0	0	0	0	0	0	118	0	0	0
Tmem208	44.785714	0	0	0	0	0	0	253	181	193	0	0	0	0	0	0
Slc25a19	44.785714	0	0	0	0	0	0	286	341	0	0	0	0	0	0	0
Naaa	44.785714	0	0	0	0	0	297	0	0	0	0	330	0	0	0	0
Lrrc29	44.785714	0	0	0	0	0	0	253	181	193	0	0	0	0	0	0
9030025P20Rik	44.785714	0	0	0	0	0	0	334	125	168	0	0	0	0	0	0
Zfp85	44.714286	0	0	0	0	0	0	258	236	132	0	0	0	0	0	0
Esyt2	44.714286	0	92	0	0	0	0	194	177	163	0	0	0	0	0	0
Atxn7l2	44.714286	0	0	0	0	134	0	139	143	74	0	0	136	0	0	0
Txlng	44.642857	0	0	0	0	0	0	119	341	165	0	0	0	0	0	0
Slc5a6	44.642857	0	0	0	0	0	0	221	245	159	0	0	0	0	0	0
Slc35e2	44.642857	0	0	0	0	0	0	156	171	158	0	0	0	0	140	0
Slc27a4	44.642857	0	80	0	0	0	0	297	248	0	0	0	0	0	0	0
Mmaa	44.642857	0	179	0	0	218	0	0	0	0	0	0	228	0	0	0
Kat6b	44.642857	0	0	0	0	0	0	345	163	117	0	0	0	0	0	0
Atraid	44.642857	0	0	0	0	0	0	221	245	159	0	0	0	0	0	0
Ap1m1	44.642857	0	0	0	0	0	0	104	156	261	0	0	0	0	104	0
Aldh18a1	44.642857	0	0	0	0	0	0	180	268	177	0	0	0	0	0	0
Kpnb1	44.571429	0	0	152	0	0	0	177	147	148	0	0	0	0	0	0
Dpm2	44.571429	0	0	0	0	0	0	304	229	91	0	0	0	0	0	0
