Target_genes	Smad2|Average	SRX1080389|Embryoid_Bodies	SRX1080390|Embryoid_Bodies	SRX1080403|Embryoid_Bodies	SRX1080404|Embryoid_Bodies	SRX1080406|Embryoid_Bodies	SRX1080407|Embryoid_Bodies	SRX5251391|Embryoid_Bodies	SRX5251392|Embryoid_Bodies	SRX026467|Embryonic_Stem_Cells	SRX026468|Embryonic_Stem_Cells	SRX026469|Embryonic_Stem_Cells	SRX1080395|Embryonic_Stem_Cells	SRX390391|Embryonic_Stem_Cells	SRX4578585|Embryonic_Stem_Cells	SRX5251386|Embryonic_Stem_Cells	SRX390396|mESC_derived_endoodermal_cells	SRX1557250|P19	SRX1557251|P19	SRX1557252|P19	SRX1557253|P19	SRX1557259|P19	SRX1557260|P19	SRX1557261|P19	SRX1557262|P19	SRX1163236|Pancreatic_cancer_cell_lines	SRX1163237|Pancreatic_cancer_cell_lines	SRX4578557|Pancreatic_ductal_adenocarcinoma	SRX4578558|Pancreatic_ductal_adenocarcinoma	SRX4578563|Pancreatic_ductal_adenocarcinoma	SRX4578564|Pancreatic_ductal_adenocarcinoma	SRX4578566|Pancreatic_ductal_adenocarcinoma	SRX4578567|Pancreatic_ductal_adenocarcinoma	STRING
Afmid	78.125000	139	0	0	0	125	0	85	145	0	0	0	0	123	190	129	422	0	0	0	0	0	0	0	0	267	0	0	0	0	649	0	226	0
Pbk	78.093750	79	0	169	0	279	166	192	355	0	0	0	0	335	415	109	286	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
5730455P16Rik	78.000000	0	0	0	0	0	0	112	0	0	0	0	0	123	190	95	484	0	0	0	0	0	0	0	0	267	253	0	180	0	335	180	277	0
Myo10	77.968750	155	0	142	0	131	0	200	586	0	0	0	0	195	225	154	245	0	0	0	0	0	0	0	0	135	0	0	0	0	207	0	120	0
Clcf1	77.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	150	79	142	0	0	0	0	0	0	0	0	448	119	0	231	0	724	113	488	0
Zfp41	77.906250	0	0	98	132	156	160	176	211	0	0	0	0	98	298	163	322	0	0	0	0	0	0	0	0	0	0	0	0	0	268	163	248	0
Gm5148	77.906250	0	0	124	0	173	0	295	668	0	0	0	0	276	392	158	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc42bpb	77.906250	0	0	109	82	225	166	170	236	0	0	0	0	110	528	181	384	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	151	0
Orai2	77.843750	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	176	0	0	0	0	0	0	0	0	547	67	0	278	0	1002	0	274	0
Ubr4	77.812500	0	0	174	239	199	125	307	267	0	0	0	0	174	308	123	336	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	75	0
Set	77.812500	77	0	248	93	196	136	225	540	0	0	0	0	150	305	134	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec22b	77.812500	113	0	191	0	0	0	123	0	0	0	0	0	247	231	0	423	0	0	0	0	0	0	0	0	140	0	0	0	148	407	214	253	0
Ap5b1	77.781250	0	0	0	0	184	0	109	205	0	0	0	0	133	386	130	392	0	0	0	0	0	0	0	0	235	0	0	0	0	467	95	153	0
Nfkbid	77.750000	0	0	206	116	230	107	157	309	0	0	0	0	399	308	0	656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp212	77.625000	0	0	94	114	132	0	151	215	0	0	0	0	165	309	240	330	0	0	0	0	0	0	0	0	105	0	0	0	0	213	188	228	0
Vps37b	77.625000	0	0	139	123	228	95	0	211	0	0	0	0	199	476	146	403	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	165	0
Polg	77.625000	0	0	150	0	116	129	101	131	0	0	0	0	110	124	159	143	0	0	0	89	0	0	0	0	110	113	0	152	123	361	185	188	0
Klc2	77.625000	125	0	97	0	140	0	199	132	0	0	0	0	368	431	152	681	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
Stard10	77.593750	0	0	0	0	100	0	0	132	0	0	0	0	0	97	0	108	0	0	0	0	0	0	0	0	404	99	0	354	0	832	0	357	0
Rmnd1	77.562500	0	0	150	130	112	0	348	315	0	0	0	0	122	257	105	331	0	0	0	0	0	0	0	0	105	250	0	0	0	98	0	159	0
Pak1	77.562500	0	0	202	125	122	219	169	258	0	0	0	0	248	324	146	269	0	0	0	0	0	0	0	0	86	0	0	0	0	185	0	129	0
Armt1	77.562500	0	0	150	130	112	0	348	315	0	0	0	0	122	257	105	331	0	0	0	0	0	0	0	0	105	250	0	0	0	98	0	159	0
Syncrip	77.531250	0	0	178	105	170	90	147	387	0	0	0	0	0	373	164	223	0	0	0	0	0	0	0	0	130	92	0	0	0	297	0	125	0
Rrm1	77.500000	0	0	125	105	103	0	98	184	0	0	0	0	384	292	111	614	0	0	0	0	0	0	0	0	0	0	0	0	0	220	128	116	0
Rbbp5	77.500000	147	0	0	0	102	0	0	107	0	0	0	0	129	130	0	470	0	0	0	0	0	0	0	0	0	233	0	147	129	245	340	301	0
Trappc9	77.468750	0	0	138	0	140	168	219	371	0	0	0	0	151	285	136	341	0	0	0	0	0	0	0	0	109	0	0	0	0	198	0	223	0
Tmem170b	77.468750	0	0	169	204	243	114	163	387	0	0	0	0	160	314	115	273	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	120	0
Epb41	77.468750	0	0	247	186	293	253	223	265	0	0	0	0	0	358	196	214	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0
Tfrc	77.406250	109	0	147	100	159	0	326	495	0	0	0	0	268	299	143	326	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0
Ccdc60	77.406250	0	0	150	0	189	0	166	726	0	0	0	0	0	506	0	740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tti2	77.375000	0	0	0	106	0	0	112	0	0	0	173	0	923	107	0	181	0	0	254	78	0	0	0	0	0	0	0	0	0	138	260	144	0
Tbck	77.375000	0	0	0	0	156	100	120	213	0	0	0	0	98	281	109	370	0	0	0	0	0	0	0	0	231	0	0	142	0	258	224	174	0
Aimp1	77.375000	0	0	0	0	156	100	120	213	0	0	0	0	98	281	109	370	0	0	0	0	0	0	0	0	231	0	0	142	0	258	224	174	0
Cecr2	77.343750	0	0	328	164	366	118	139	418	0	0	0	0	231	218	112	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trerf1	77.312500	101	0	174	165	324	100	162	298	0	0	0	0	135	424	71	304	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	97	0
Tppp	77.281250	119	0	143	188	242	176	0	236	0	0	0	0	225	432	194	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhou	77.281250	0	0	205	179	338	102	130	334	0	0	0	0	149	289	149	361	0	0	0	0	0	0	0	0	76	0	0	0	0	161	0	0	0
Sgk3	77.250000	0	0	283	0	156	0	189	571	0	0	0	0	116	443	383	251	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0
Itga5	77.250000	0	0	198	0	180	0	0	320	0	0	0	0	0	283	191	311	0	0	0	0	0	0	0	0	216	0	0	0	0	492	0	281	0
Uba5	77.218750	0	0	91	0	96	0	0	96	0	0	0	0	180	187	0	309	0	0	0	0	0	0	0	0	296	149	0	179	0	366	322	200	0
Acad11	77.218750	0	0	91	0	96	0	0	96	0	0	0	0	180	187	0	309	0	0	0	0	0	0	0	0	296	149	0	179	0	366	322	200	0
Abhd13	77.187500	0	0	211	149	359	181	135	187	0	0	0	0	98	405	91	303	0	0	0	0	0	0	0	0	0	0	0	0	0	83	106	162	0
Dok5	77.156250	92	0	156	74	287	0	287	593	0	0	0	0	0	607	108	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AW549877	77.156250	0	0	123	112	156	0	214	449	0	0	0	0	105	269	75	288	0	0	0	0	0	0	0	0	127	78	0	0	0	200	132	141	0
Limd2	77.093750	0	0	299	140	308	147	150	391	0	0	0	0	0	375	0	470	0	0	0	0	0	0	0	0	103	0	0	0	0	84	0	0	0
Ell2	77.062500	0	0	0	122	96	118	138	196	0	0	0	0	412	444	109	243	0	0	0	0	0	0	0	0	189	0	0	0	0	273	0	126	0
Washc4	77.031250	0	0	177	116	288	0	188	240	0	0	0	0	208	393	162	296	0	0	0	0	0	0	0	0	125	0	0	0	0	161	0	111	0
Chmp6	77.031250	0	0	123	0	0	124	167	224	0	0	0	0	171	342	130	298	0	0	0	0	0	0	0	0	121	113	0	0	0	221	198	233	0
Ccng2	76.968750	0	0	108	0	0	0	146	225	0	0	0	0	116	287	0	214	0	0	0	0	0	0	0	0	311	173	0	173	114	274	173	149	0
Eed	76.906250	0	0	167	116	215	0	149	222	0	0	0	0	142	283	145	339	0	0	0	0	0	0	0	0	157	0	0	0	0	228	96	202	0
Tmem267	76.843750	0	0	208	155	322	242	0	0	0	0	0	0	127	341	134	382	0	0	0	0	0	0	0	0	123	0	0	143	0	152	0	130	0
Fubp3	76.843750	0	0	146	190	150	177	264	248	0	0	0	0	202	259	94	266	0	0	0	0	0	0	0	0	0	0	0	0	0	144	109	210	0
Arih2	76.812500	0	0	106	0	0	129	159	147	0	0	0	0	301	288	589	246	0	0	0	0	0	0	0	0	104	0	0	0	0	128	144	117	0
Yars	76.750000	134	0	98	85	72	126	116	176	0	0	0	0	249	187	85	625	0	0	0	133	0	0	0	0	169	0	0	0	0	201	0	0	0
S100pbp	76.750000	134	0	98	85	72	126	116	176	0	0	0	0	249	187	85	625	0	0	0	133	0	0	0	0	169	0	0	0	0	201	0	0	0
Gins4	76.750000	0	0	129	213	190	194	116	155	0	0	0	0	90	228	111	250	0	0	0	0	0	0	0	0	0	0	0	0	0	299	269	212	0
Ccdc9b	76.718750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	491	101	0	443	0	813	0	469	0
Naa40	76.687500	0	0	148	109	159	189	279	334	0	0	0	0	133	371	227	365	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0
Fasn	76.687500	0	0	121	0	227	0	150	193	0	0	0	0	224	258	95	536	0	0	0	0	0	0	0	0	176	0	0	0	0	227	132	115	0
Zfp142	76.656250	0	0	124	110	176	0	215	241	0	0	0	0	134	314	149	310	0	0	0	0	0	0	0	0	89	0	0	0	0	253	151	187	0
Bcs1l	76.656250	0	0	124	110	176	0	215	241	0	0	0	0	134	314	149	310	0	0	0	0	0	0	0	0	89	0	0	0	0	253	151	187	0
Pkig	76.625000	0	0	0	0	0	131	109	275	0	0	0	0	246	676	144	482	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	150	0
Ccdc91	76.625000	0	0	115	0	136	0	153	293	0	0	0	0	183	180	131	197	0	0	0	0	0	0	0	0	141	119	0	122	0	251	267	164	0
Asf1a	76.625000	0	0	275	222	303	163	125	223	0	0	0	0	146	335	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	197	136	0	0
Syndig1l	76.531250	0	0	94	0	311	118	180	273	0	0	0	0	0	590	182	701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d10b	76.500000	0	0	490	263	455	305	206	255	0	0	0	0	0	312	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mylpf	76.500000	0	0	490	263	455	305	206	255	0	0	0	0	0	312	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem198	76.468750	0	0	109	166	236	108	162	342	0	0	0	0	240	439	190	352	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0
Chpf	76.468750	0	0	109	166	236	108	162	342	0	0	0	0	240	439	190	352	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0
Cdan1	76.437500	0	0	131	112	172	152	148	314	0	0	0	0	214	303	196	385	0	0	0	0	0	0	0	0	140	0	0	0	0	179	0	0	0
Vps51	76.406250	0	0	0	0	0	0	88	155	0	0	0	0	270	246	103	418	0	0	0	0	0	0	0	0	113	0	0	0	0	441	322	289	0
Tubb6	76.406250	0	0	162	0	0	0	0	107	0	0	0	0	191	158	0	213	0	0	0	0	0	0	0	0	530	0	0	198	0	618	0	268	0
Man2b2	76.406250	0	0	142	0	126	0	0	155	0	0	0	0	143	291	99	366	0	0	0	0	0	0	0	0	0	134	0	0	0	378	309	302	0
Trip4	76.375000	0	0	120	0	0	0	138	179	0	0	0	0	214	171	82	437	0	0	0	0	0	0	0	0	0	250	0	0	0	256	310	287	0
Sec61a1	76.375000	0	0	97	123	165	61	94	248	0	0	0	0	271	228	165	471	0	0	0	0	0	0	0	0	95	0	0	0	0	183	134	109	0
Rictor	76.375000	0	0	260	121	201	189	140	289	0	0	0	0	0	339	218	232	0	0	0	0	0	0	0	0	132	0	0	0	0	175	0	148	0
Cluap1	76.250000	0	0	0	0	0	0	161	111	0	0	0	0	267	233	113	384	0	0	0	0	0	0	0	0	146	84	0	170	122	260	184	205	0
1700037C18Rik	76.250000	0	0	0	0	0	0	161	111	0	0	0	0	267	233	113	384	0	0	0	0	0	0	0	0	146	84	0	170	122	260	184	205	0
Podxl	76.187500	0	0	158	139	182	0	136	355	0	0	0	0	0	241	149	302	0	0	0	0	0	0	0	0	91	0	0	0	0	238	170	277	0
Hspa4l	76.156250	0	0	0	0	101	157	139	253	0	0	0	0	182	379	172	211	0	0	0	0	0	0	0	0	140	0	0	0	0	431	0	272	0
Gars	76.125000	0	0	71	155	178	0	110	163	0	0	0	0	156	292	89	353	0	0	0	0	0	0	0	0	106	0	0	0	0	235	301	227	0
Rnf2	76.062500	0	0	228	91	255	205	96	323	0	0	0	0	285	409	109	319	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
Gnpda1	76.062500	0	0	174	0	214	0	183	505	0	0	0	0	169	246	190	380	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	152	0
Zfp280d	76.031250	0	0	89	120	191	92	68	292	0	0	0	0	316	344	133	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcid2	76.031250	0	0	93	187	191	154	77	191	0	0	0	0	163	122	160	241	0	0	0	0	0	0	0	0	0	0	0	0	0	239	279	336	0
Cul4a	76.031250	0	0	93	187	191	154	77	191	0	0	0	0	163	122	160	241	0	0	0	0	0	0	0	0	0	0	0	0	0	239	279	336	0
Usp34	76.000000	0	0	137	138	310	94	156	415	0	0	0	0	91	300	130	290	0	0	0	0	0	0	0	0	139	0	0	0	0	116	0	116	0
Scrib	76.000000	0	0	78	0	87	119	135	121	0	0	0	0	160	260	138	514	0	0	0	0	0	0	0	0	144	0	0	0	0	275	197	204	0
Ppfia1	75.906250	0	0	247	250	224	276	167	236	0	0	0	0	159	388	109	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3667	75.906250	260	0	90	0	0	0	363	391	0	0	0	72	250	421	299	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dek	75.906250	0	0	349	192	221	0	126	293	0	0	0	0	116	360	255	162	0	0	0	0	0	0	0	0	0	0	0	0	0	141	112	102	0
Cdk11b	75.750000	0	0	181	207	171	243	195	318	0	0	0	0	274	317	111	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn12	75.718750	0	0	165	144	197	148	154	232	0	0	0	0	89	387	191	258	0	0	0	0	0	0	0	0	134	0	0	0	0	166	0	158	0
Myo5a	75.687500	0	0	146	129	183	162	159	269	0	0	0	0	130	337	161	288	0	0	0	0	0	0	0	0	167	0	0	0	0	130	79	82	0
Ifrd1	75.687500	0	0	0	0	79	0	0	147	0	0	0	0	294	257	92	494	0	0	0	85	0	0	0	0	280	0	0	0	0	517	0	177	0
Washc5	75.656250	0	0	122	133	196	0	273	452	0	0	0	0	88	312	134	188	0	0	0	0	0	0	0	0	0	0	0	0	0	279	137	107	0
Nsmce2	75.656250	0	0	122	133	196	0	273	452	0	0	0	0	88	312	134	188	0	0	0	0	0	0	0	0	0	0	0	0	0	279	137	107	0
Thap4	75.625000	0	0	132	119	184	125	134	193	0	0	0	0	155	284	169	453	0	0	0	0	0	0	0	0	77	0	0	0	0	197	84	114	0
Ddx47	75.625000	0	0	164	151	0	127	0	163	0	0	0	0	163	242	101	509	0	0	0	0	0	0	0	0	139	0	0	0	0	283	171	207	0
Atg4b	75.625000	0	0	132	119	184	125	134	193	0	0	0	0	155	284	169	453	0	0	0	0	0	0	0	0	77	0	0	0	0	197	84	114	0
Mthfr	75.593750	0	0	106	138	127	115	249	485	0	0	0	0	257	322	178	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0
Clcn6	75.593750	0	0	106	138	127	115	249	485	0	0	0	0	257	322	178	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0
Dennd2a	75.531250	131	0	258	86	247	0	143	428	0	0	0	0	0	477	0	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap3s2	75.406250	0	0	0	0	0	0	153	0	0	0	0	0	304	148	147	368	0	0	0	0	0	0	0	0	161	0	0	0	115	438	336	243	0
Lrrc1	75.375000	0	0	121	0	110	150	118	278	0	0	0	0	288	266	125	231	0	0	0	0	0	0	0	0	0	152	0	0	0	199	195	179	0
Eml1	75.375000	0	0	113	0	230	96	227	234	0	0	0	0	0	515	117	348	0	0	0	0	0	0	0	0	98	0	0	0	0	208	0	226	0
Lrp11	75.343750	0	0	165	0	134	105	77	230	0	0	0	0	274	258	246	670	0	0	0	0	0	0	0	0	130	0	0	0	0	122	0	0	0
Vps36	75.312500	0	0	182	0	166	224	0	178	0	0	0	0	104	202	107	207	0	0	0	0	0	0	0	0	113	0	0	0	0	335	311	281	0
Gm1966	75.312500	225	0	566	0	545	0	0	111	0	0	0	0	0	0	0	642	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl9	75.281250	0	0	202	0	0	0	127	209	0	0	0	0	283	221	131	565	0	0	0	139	0	0	0	0	0	0	0	0	0	201	108	223	0
Lias	75.281250	0	0	202	0	0	0	127	209	0	0	0	0	283	221	131	565	0	0	0	139	0	0	0	0	0	0	0	0	0	201	108	223	0
Ranbp2	75.250000	0	0	0	122	144	105	203	308	0	0	0	0	203	200	154	592	0	0	0	0	0	0	0	0	92	0	0	0	0	150	0	135	0
Diaph1	75.250000	93	0	128	160	154	208	181	341	0	0	0	0	0	335	140	330	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	179	0
Actr1b	75.250000	0	0	118	145	111	120	0	124	0	0	0	0	158	437	137	551	0	0	0	0	0	0	0	0	98	0	0	0	0	283	0	126	0
Yif1b	75.218750	0	0	132	117	264	191	136	243	0	0	0	0	257	427	193	359	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0
Top3b	75.218750	0	0	0	0	138	112	129	122	0	0	0	0	230	253	0	542	0	0	0	0	0	0	0	0	130	0	0	0	0	263	217	271	0
Lnpep	75.218750	0	0	0	118	109	0	80	135	0	0	0	0	316	173	67	576	0	0	0	0	0	0	0	0	0	121	0	0	0	284	142	286	0
Zfp408	75.187500	88	0	0	135	133	112	166	193	0	0	0	0	0	243	121	178	0	0	0	0	0	0	0	0	124	221	0	0	96	212	258	126	0
Lsg1	75.187500	0	0	0	0	126	0	161	283	0	0	0	0	183	204	82	327	0	0	0	0	0	0	0	0	181	0	0	0	0	377	259	223	0
Arhgap1	75.187500	88	0	0	135	133	112	166	193	0	0	0	0	0	243	121	178	0	0	0	0	0	0	0	0	124	221	0	0	96	212	258	126	0
Nkain2	75.156250	172	0	360	0	452	0	0	363	0	0	0	0	108	337	155	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4c8	75.156250	0	0	0	0	0	0	106	89	102	128	618	0	351	91	0	337	0	0	0	126	0	0	0	0	0	0	0	83	0	123	126	125	0
B3gnt9	75.156250	0	0	130	0	109	0	172	158	0	0	123	0	106	260	127	439	0	0	0	0	0	0	0	0	202	0	0	0	0	406	0	173	0
Zfp451	75.093750	0	0	0	0	0	0	67	96	0	0	0	0	205	125	95	357	0	0	0	0	0	0	0	0	276	0	0	282	0	587	0	313	0
Tfdp2	75.093750	0	0	217	129	236	154	125	257	0	0	0	0	177	367	119	411	0	0	0	0	0	0	0	0	108	0	0	0	0	103	0	0	0
Svil	75.093750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	109	0	119	0	996	0	845	0
Ppp1r8	75.062500	0	0	176	217	159	77	210	362	0	0	0	0	252	244	173	417	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0
Spg11	75.000000	0	0	126	0	154	0	283	292	0	0	0	0	617	232	147	336	0	0	0	0	0	0	0	0	0	0	0	0	0	92	121	0	0
Gabpb2	75.000000	0	0	0	0	0	0	102	212	0	0	0	0	490	244	0	436	0	0	0	0	0	0	0	0	199	0	0	114	99	191	133	180	0
Kdm2b	74.968750	143	0	273	0	174	0	272	437	0	0	0	0	156	178	123	461	0	0	0	0	0	0	0	0	87	0	0	0	0	95	0	0	0
Crebl2	74.968750	0	0	157	134	160	141	80	182	0	0	0	0	0	355	119	274	0	0	0	0	0	0	0	0	135	0	0	76	0	231	135	220	0
Cald1	74.968750	0	0	0	0	0	0	0	133	0	0	0	0	192	131	109	250	0	0	0	0	0	0	0	0	613	0	0	438	0	444	0	89	0
Rnf216	74.875000	0	0	182	131	197	104	92	223	0	0	0	0	163	279	215	254	0	0	0	0	0	0	0	0	0	0	0	0	0	270	144	142	0
Fchsd2	74.875000	0	0	131	138	163	106	232	252	0	0	0	0	89	252	158	264	0	0	0	0	0	0	0	0	121	0	0	0	0	203	69	218	0
Acot7	74.843750	0	0	102	176	263	157	122	296	0	0	0	0	192	490	216	235	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0
Tnk2	74.812500	0	0	291	120	258	0	0	260	0	0	0	0	0	212	0	242	0	0	0	0	0	0	0	0	262	0	0	132	0	424	0	193	0
Poc1b	74.812500	0	0	248	286	298	179	122	354	0	0	0	0	0	329	148	193	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	92	0
Nr4a2	74.812500	0	0	199	0	206	136	127	368	0	0	0	0	122	320	0	324	0	0	0	0	0	0	0	0	99	0	0	0	0	252	0	241	0
Ing1	74.812500	0	0	110	0	198	75	80	132	0	0	0	0	661	136	0	392	0	0	128	234	0	0	0	0	0	0	0	0	0	142	0	106	0
Ehf	74.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	380	0	0	182	0	1182	0	370	0
Ddx17	74.812500	0	0	108	141	114	0	113	167	0	0	0	0	167	457	116	529	0	0	0	0	0	0	0	0	116	0	0	0	0	271	0	95	0
BC049762	74.812500	164	0	132	145	112	0	224	213	0	0	0	0	294	302	145	448	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0
Pim3	74.750000	0	0	158	88	83	75	119	179	0	0	0	0	157	213	139	401	0	0	0	0	0	0	0	0	203	0	0	0	0	235	95	247	0
Polr2b	74.718750	0	0	95	137	214	108	254	262	0	0	0	0	458	267	194	315	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0
Noa1	74.718750	0	0	95	137	214	108	254	262	0	0	0	0	458	267	194	315	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0
Fam49b	74.718750	0	0	159	124	167	139	128	324	0	0	0	0	139	220	96	408	0	0	0	0	0	0	0	0	86	0	0	0	0	284	0	117	0
Zcchc4	74.656250	0	0	0	0	139	0	123	275	0	0	0	0	196	322	151	443	0	0	0	0	0	0	0	0	0	0	0	0	0	284	273	183	0
Mrps31	74.656250	0	0	0	0	0	0	105	121	0	0	0	0	238	192	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	631	379	394	0
Pkdcc	74.593750	352	0	248	83	205	69	0	206	0	0	0	0	83	242	0	797	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0
H1f4	74.593750	0	0	0	0	117	0	129	139	140	161	539	0	103	136	0	223	0	0	0	0	0	0	0	0	107	108	0	0	0	167	146	172	0
Smarcc2	74.562500	0	0	149	128	215	0	0	445	0	0	0	0	0	465	104	345	0	0	0	0	0	0	0	0	69	88	0	0	0	166	117	95	0
Dhx8	74.468750	0	0	0	95	135	0	211	324	0	0	0	0	140	223	199	297	0	0	0	0	0	0	0	0	147	0	0	0	0	231	208	173	0
Avl9	74.468750	0	0	158	106	139	0	150	186	0	0	0	0	192	338	189	416	0	0	0	0	0	0	0	0	114	0	0	0	0	124	160	111	0
Msl1	74.437500	240	0	255	189	292	111	168	298	0	0	0	0	0	274	107	190	0	0	0	0	0	0	0	0	135	0	0	0	0	123	0	0	0
Hectd1	74.437500	0	0	154	103	219	78	149	283	0	0	0	0	181	300	154	226	0	0	0	0	0	0	0	0	154	0	0	0	0	158	93	130	0
Eif4h	74.375000	0	0	154	296	325	247	131	218	0	0	0	0	318	105	118	265	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	97	0
Lrrn4	74.343750	202	0	200	0	368	0	174	552	0	0	0	0	116	402	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il22ra1	74.343750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	215	0	218	0	1077	0	548	0
Stard3nl	74.312500	0	0	111	145	272	81	125	345	0	0	0	0	219	547	210	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Palld	74.281250	0	0	140	144	180	0	0	350	0	0	0	0	81	257	195	282	0	0	0	0	0	0	0	0	153	0	0	0	0	318	96	181	0
Kdm5a	74.250000	0	0	114	139	0	0	142	148	0	0	0	0	138	306	99	202	0	0	64	0	0	0	0	0	182	113	0	157	0	211	187	174	0
Ahi1	74.250000	0	0	118	163	146	114	106	254	0	0	0	0	230	324	158	651	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Ddx20	74.218750	0	0	204	126	171	91	152	278	0	0	0	0	97	250	137	235	0	0	0	0	0	0	0	0	107	0	0	0	0	244	143	140	0
Idh1	74.187500	0	0	162	154	151	180	200	298	0	0	0	0	231	270	170	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0
Foxo6	74.187500	0	0	170	123	129	0	266	387	0	0	0	0	0	665	207	278	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0
Prkag1	74.156250	0	0	129	110	194	127	187	238	0	0	0	0	0	372	110	349	0	0	0	0	0	0	0	0	82	0	0	0	0	218	110	147	0
Pafah1b2	74.156250	0	0	120	0	207	109	117	258	0	0	0	0	170	391	144	264	0	0	0	0	0	0	0	0	147	111	0	0	0	139	85	111	0
Tfb2m	74.125000	0	0	172	0	136	126	130	249	0	0	0	0	132	386	141	415	0	0	0	0	0	0	0	0	104	0	0	0	0	226	0	155	0
Cnst	74.125000	0	0	172	0	136	126	130	249	0	0	0	0	132	386	141	415	0	0	0	0	0	0	0	0	104	0	0	0	0	226	0	155	0
Adam17	74.093750	136	0	148	0	199	89	125	299	0	0	0	0	159	409	118	337	0	0	0	0	0	0	0	0	0	0	0	0	0	104	95	153	0
Tmem52b	74.031250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	349	0	1173	0	609	0
Ccpg1os	74.000000	0	0	148	172	132	154	166	184	0	0	0	0	196	479	89	546	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
Ccpg1	74.000000	0	0	148	172	132	154	166	184	0	0	0	0	196	479	89	546	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
