Target_genes	Smad4|Average	SRX3014617|CD4-Positive_T-Lymphocytes	SRX3014618|CD4-Positive_T-Lymphocytes	SRX3014619|CD4-Positive_T-Lymphocytes	SRX3014620|CD4-Positive_T-Lymphocytes	SRX5023289|Duodenum	SRX5023290|Duodenum	SRX3101083|Embryoid_Bodies	SRX3101084|Embryoid_Bodies	SRX5251395|Embryoid_Bodies	SRX5251396|Embryoid_Bodies	SRX4046280|Embryonic_limb	SRX5251388|Embryonic_Stem_Cells	SRX529265|Lung	SRX1094554|Neural_Stem_Cells	SRX5551007|Unclassified	SRX5551008|Unclassified	SRX5551011|Unclassified	SRX5551012|Unclassified	STRING
Fam214a	87.666667	135	129	0	0	0	0	0	0	0	0	0	0	206	135	686	95	192	0	0
Mapk3	87.611111	0	132	0	0	0	0	0	0	0	0	0	0	603	161	222	151	122	186	0
Crip2	87.611111	135	188	0	0	125	0	241	0	0	241	0	134	148	198	167	0	0	0	0
Eif2s1	87.555556	192	245	0	0	0	113	0	0	0	0	0	0	606	0	318	0	102	0	0
C030006K11Rik	87.555556	222	241	0	0	0	96	0	0	0	0	0	0	297	138	225	0	243	114	0
Atp6v1d	87.555556	192	245	0	0	0	113	0	0	0	0	0	0	606	0	318	0	102	0	0
Ptp4a1	87.500000	185	202	0	0	269	207	88	0	0	88	0	0	305	88	143	0	0	0	0
Alkbh7	87.500000	207	181	0	0	0	119	119	0	0	119	0	0	319	0	336	0	175	0	0
Pld2	87.444444	161	125	0	0	98	93	127	0	0	126	0	88	170	0	460	126	0	0	0
Zyx	87.388889	201	161	0	0	0	0	110	0	0	108	0	0	270	118	418	187	0	0	0
Trmu	87.388889	260	235	0	0	0	0	0	0	0	0	0	0	338	270	188	135	147	0	0
Sema6d	87.388889	0	0	0	0	0	130	0	0	0	0	0	0	123	132	796	392	0	0	0
Atp2c1	87.388889	186	159	0	0	151	122	174	0	0	184	0	0	199	145	253	0	0	0	0
Agps	87.333333	180	0	0	0	175	255	99	0	0	108	0	0	0	154	426	175	0	0	0
Otud6b	87.277778	154	255	0	0	127	0	0	0	0	0	0	0	279	251	276	229	0	0	0
Kmt2d	87.277778	338	426	0	0	88	86	0	0	0	0	0	0	404	76	153	0	0	0	0
Kansl2	87.277778	144	219	0	0	193	194	0	0	0	0	0	0	169	107	414	131	0	0	0
Ppp1ca	87.222222	137	177	0	0	0	104	83	0	0	83	0	0	216	189	307	0	151	123	0
Fam219a	87.222222	288	439	0	0	122	0	0	0	0	0	0	0	456	153	112	0	0	0	0
Dnaic1	87.222222	288	439	0	0	122	0	0	0	0	0	0	0	456	153	112	0	0	0	0
Tesmin	87.166667	194	163	0	0	138	197	0	0	0	0	0	0	305	0	360	145	67	0	0
Rbm6	87.166667	87	157	0	0	124	232	0	0	0	0	0	0	245	281	300	143	0	0	0
Ttc39c	87.111111	619	484	0	0	123	120	0	0	0	0	0	0	0	109	113	0	0	0	0
Cisd1	87.111111	0	106	0	0	286	310	120	0	0	121	0	0	172	0	285	168	0	0	0
Ccdc57	87.111111	155	190	0	0	0	0	0	0	0	0	0	0	501	271	256	195	0	0	0
Xpot	87.055556	209	222	0	0	123	213	89	0	0	88	0	0	265	94	199	65	0	0	0
Rif1	87.055556	0	0	0	0	0	129	534	0	0	530	0	252	0	0	122	0	0	0	0
Zfp41	87.000000	384	330	0	0	0	0	92	0	0	91	0	0	201	0	300	168	0	0	0
Rnf149	87.000000	169	124	0	0	197	163	0	0	0	0	0	0	0	0	472	178	120	143	0
Ints14	87.000000	205	219	0	0	0	0	109	0	0	108	0	0	555	241	129	0	0	0	0
Adgre5	87.000000	0	76	0	0	0	0	154	0	0	152	0	0	347	0	647	190	0	0	0
Usp6nl	86.944444	120	124	0	0	136	140	102	0	0	102	0	0	168	107	419	147	0	0	0
Mageb3	86.944444	154	132	0	0	155	154	96	0	0	97	0	0	275	201	164	137	0	0	0
Gdi2	86.944444	119	157	0	0	149	102	0	0	0	0	0	0	466	0	450	122	0	0	0
Ctdspl2	86.944444	154	132	0	0	155	154	96	0	0	97	0	0	275	201	164	137	0	0	0
Sgo1	86.833333	228	261	0	0	120	90	148	0	0	148	0	0	268	0	165	135	0	0	0
Pkn2	86.833333	181	184	0	0	134	140	0	0	0	0	0	0	247	157	281	138	101	0	0
Cnpy3	86.833333	250	180	0	0	0	110	109	0	0	117	0	0	317	164	171	0	145	0	0
Arf6	86.833333	208	221	0	0	137	207	0	0	0	0	0	0	153	174	300	163	0	0	0
Mgat1	86.777778	145	138	0	0	0	0	92	0	0	92	0	0	228	280	430	157	0	0	0
Cdc37l1	86.777778	148	131	0	0	131	134	92	0	0	91	0	0	243	132	275	185	0	0	0
Rras	86.722222	91	104	0	0	200	0	0	0	0	0	0	0	717	108	341	0	0	0	0
Lmnb1	86.722222	204	159	0	0	156	186	136	0	0	134	0	0	105	171	225	85	0	0	0
Colgalt1	86.722222	229	269	0	0	0	158	0	0	0	0	0	0	267	123	133	0	242	140	0
Bbc3	86.722222	190	183	0	0	212	210	151	0	0	150	0	0	0	141	324	0	0	0	0
Ythdf3	86.666667	175	180	0	0	0	142	79	0	0	79	0	0	480	122	303	0	0	0	0
Pcyt1a	86.666667	159	194	0	0	202	173	0	0	0	0	0	0	321	151	210	150	0	0	0
Tmem17	86.611111	126	158	0	0	281	394	80	0	0	82	0	0	155	283	0	0	0	0	0
Zfc3h1	86.500000	143	170	0	0	0	113	0	0	0	0	0	0	387	155	316	0	157	116	0
Thap2	86.500000	143	170	0	0	0	113	0	0	0	0	0	0	387	155	316	0	157	116	0
Cd55	86.500000	326	148	0	0	177	265	269	0	0	266	0	106	0	0	0	0	0	0	0
Senp8	86.444444	83	103	0	0	193	182	0	0	0	0	0	0	105	127	608	155	0	0	0
Myo9a	86.444444	83	103	0	0	193	182	0	0	0	0	0	0	105	127	608	155	0	0	0
H1f0	86.444444	130	133	0	0	181	208	0	0	0	0	0	0	229	0	472	0	203	0	0
Bend3	86.444444	192	223	0	0	182	235	0	0	0	0	0	0	199	122	221	182	0	0	0
Upp2	86.388889	0	0	0	0	202	239	231	0	0	240	0	0	251	137	255	0	0	0	0
Stat5b	86.388889	0	74	0	0	155	186	0	0	0	0	0	0	117	290	400	226	107	0	0
Sco2	86.388889	196	283	0	0	127	163	144	0	0	143	0	0	143	127	0	229	0	0	0
Map2k7	86.388889	259	181	0	0	112	0	123	0	0	122	0	0	213	82	340	123	0	0	0
Acvr1	86.388889	0	0	0	0	202	239	231	0	0	240	0	0	251	137	255	0	0	0	0
Zfp706	86.333333	244	163	0	0	141	206	0	0	0	0	0	0	194	225	247	134	0	0	0
Cdca4	86.333333	381	373	0	0	114	111	0	0	0	0	0	0	0	219	246	0	110	0	0
Tmtc3	86.277778	0	0	0	0	0	0	111	0	0	112	0	0	268	169	674	219	0	0	0
Cep290	86.277778	0	0	0	0	0	0	111	0	0	112	0	0	268	169	674	219	0	0	0
Sp1	86.222222	87	73	0	0	0	98	108	0	0	110	0	0	199	424	366	87	0	0	0
Sgms1	86.111111	162	142	0	0	109	134	0	0	0	0	0	0	339	143	311	210	0	0	0
Cbwd1	86.111111	180	91	0	0	0	0	82	0	0	81	0	0	405	176	264	163	0	108	0
Morc3	86.000000	244	304	0	0	97	169	0	0	0	0	0	0	242	84	189	104	115	0	0
Gars	86.000000	208	367	0	0	178	139	0	0	0	0	0	0	223	133	300	0	0	0	0
Atf7	86.000000	177	181	0	0	86	177	174	0	0	175	0	0	257	156	165	0	0	0	0
Med26	85.944444	88	177	0	0	0	88	120	0	0	118	0	0	205	118	449	83	101	0	0
Stk40	85.833333	214	303	0	0	97	101	0	0	0	0	0	0	353	119	221	0	137	0	0
Etfrf1	85.833333	216	191	0	0	104	0	132	0	0	132	0	0	226	186	235	0	123	0	0
Casc1	85.833333	216	191	0	0	104	0	132	0	0	132	0	0	226	186	235	0	123	0	0
Tcf25	85.777778	123	91	0	0	128	109	112	0	0	111	0	0	292	155	198	83	142	0	0
Yeats2	85.722222	120	160	0	0	220	295	130	0	0	131	0	151	79	139	118	0	0	0	0
Ap2m1	85.722222	0	150	0	0	324	320	0	0	0	0	0	0	477	134	0	0	138	0	0
Sqstm1	85.666667	181	157	0	0	164	113	170	0	0	168	0	0	226	0	239	124	0	0	0
St3gal4	85.611111	88	0	0	0	0	0	0	0	0	0	0	0	200	119	845	289	0	0	0
Itgav	85.611111	125	0	0	0	122	164	0	0	0	0	0	0	278	105	476	271	0	0	0
Tor1aip2	85.555556	266	308	0	0	112	123	102	0	0	101	0	0	255	153	120	0	0	0	0
Tor1aip1	85.555556	266	308	0	0	112	123	102	0	0	101	0	0	255	153	120	0	0	0	0
Nolc1	85.555556	211	287	0	0	0	0	0	0	0	0	0	0	400	142	233	0	158	109	0
Chd1l	85.555556	403	368	0	0	81	165	121	0	0	121	0	0	281	0	0	0	0	0	0
Ddx18	85.500000	295	288	0	0	0	0	0	0	0	0	0	0	512	226	218	0	0	0	0
Atp1b3	85.500000	188	186	0	0	106	101	118	0	0	118	0	0	124	173	310	115	0	0	0
Polr2e	85.444444	172	284	0	0	0	0	0	0	0	0	0	0	304	142	93	0	388	155	0
Gmds	85.444444	167	183	0	0	0	0	0	0	0	0	0	0	264	122	596	206	0	0	0
Xrcc5	85.388889	289	236	0	0	0	0	275	0	0	274	0	0	210	107	146	0	0	0	0
Nrbp1	85.388889	126	169	0	0	222	176	125	0	0	125	0	0	284	0	195	115	0	0	0
Polr2m	85.333333	197	159	0	0	79	62	135	0	0	132	0	0	235	158	188	191	0	0	0
Naif1	85.333333	290	233	0	0	179	191	88	0	0	88	0	0	161	109	197	0	0	0	0
Ldha	85.333333	169	90	0	0	224	133	160	0	0	161	0	0	216	0	276	107	0	0	0
Tmtc4	85.277778	193	153	0	0	133	196	199	0	0	199	0	0	181	147	134	0	0	0	0
Crybg1	85.277778	111	125	0	0	210	240	119	0	0	119	0	0	140	0	320	151	0	0	0
Gns	85.166667	0	121	0	0	137	150	129	0	0	128	0	0	0	0	503	124	241	0	0
Unc5b	85.111111	0	0	0	0	73	0	0	0	0	0	0	0	359	155	682	263	0	0	0
Nup85	85.111111	339	400	0	0	188	226	0	0	0	0	0	86	293	0	0	0	0	0	0
Spred1	85.000000	253	222	0	0	0	0	105	0	0	105	0	0	207	395	243	0	0	0	0
Lig4	85.000000	168	178	0	0	0	150	129	0	0	128	0	0	209	193	162	119	94	0	0
Eif5	84.944444	0	0	0	0	410	293	161	0	0	168	0	0	193	0	216	0	0	88	0
Tpgs2	84.888889	121	82	0	0	300	285	0	0	0	0	0	0	223	277	240	0	0	0	0
Larp4	84.888889	245	286	0	0	107	117	81	0	0	83	0	0	352	111	0	146	0	0	0
Dtwd2	84.888889	224	195	0	0	0	131	160	0	0	158	0	0	224	0	332	104	0	0	0
AW554918	84.888889	121	82	0	0	300	285	0	0	0	0	0	0	223	277	240	0	0	0	0
Zfp523	84.833333	165	142	0	0	65	154	207	0	0	216	0	0	227	257	94	0	0	0	0
Klhdc2	84.777778	113	0	0	0	79	82	175	0	0	174	0	0	507	192	106	98	0	0	0
Taf3	84.722222	444	425	0	0	0	0	0	0	0	0	0	0	293	0	188	175	0	0	0
Nrep	84.722222	0	0	0	0	152	105	188	0	0	187	0	0	278	615	0	0	0	0	0
Fut8	84.722222	125	112	0	0	155	140	0	0	0	0	0	0	187	342	321	143	0	0	0
Cops7a	84.722222	183	191	0	0	118	155	92	0	0	91	0	0	544	151	0	0	0	0	0
Ciart	84.722222	197	203	0	0	93	125	0	0	0	0	0	0	707	200	0	0	0	0	0
Mtrex	84.666667	216	246	0	0	0	0	0	0	0	0	0	0	325	232	246	144	115	0	0
Dhx29	84.666667	216	246	0	0	0	0	0	0	0	0	0	0	325	232	246	144	115	0	0
Slc25a45	84.611111	808	558	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0
Dhx30	84.611111	229	206	0	0	223	234	0	0	0	0	0	0	308	149	174	0	0	0	0
Atg4c	84.611111	117	0	0	0	288	298	85	0	0	92	0	0	116	177	191	159	0	0	0
Aftph	84.611111	195	175	0	0	103	143	157	0	0	155	0	0	141	251	203	0	0	0	0
Sugct	84.555556	190	229	0	0	148	119	84	0	0	91	0	0	434	115	112	0	0	0	0
Nr4a1	84.555556	407	300	0	0	0	0	155	0	0	154	0	0	188	0	318	0	0	0	0
Mplkip	84.555556	190	229	0	0	148	119	84	0	0	91	0	0	434	115	112	0	0	0	0
Macroh2a1	84.555556	0	116	0	0	0	120	182	0	0	182	0	0	223	171	346	182	0	0	0
1810037I17Rik	84.555556	329	406	0	0	0	0	125	0	0	126	0	0	102	130	174	130	0	0	0
Abi1	84.444444	133	194	0	0	114	131	0	0	0	0	0	0	225	0	476	142	105	0	0
Znfx1	84.388889	123	164	0	0	237	412	0	0	0	0	0	0	209	0	237	137	0	0	0
Ppp1r36	84.388889	0	0	0	0	0	0	688	0	0	704	0	127	0	0	0	0	0	0	0
Ddhd2	84.388889	161	173	0	0	159	158	91	0	0	89	0	0	215	138	230	0	0	105	0
Rmi1	84.333333	159	238	0	0	250	383	0	0	0	0	0	0	268	102	118	0	0	0	0
Metap1	84.333333	104	127	0	0	126	161	0	0	0	0	0	0	174	98	550	178	0	0	0
Hnrnpk	84.333333	159	238	0	0	250	383	0	0	0	0	0	0	268	102	118	0	0	0	0
Sik1	84.277778	170	153	0	0	134	168	0	0	0	0	0	0	722	0	170	0	0	0	0
Ascc1	84.277778	206	280	0	0	107	175	98	0	0	96	0	0	175	0	186	0	194	0	0
Anapc16	84.277778	206	280	0	0	107	175	98	0	0	96	0	0	175	0	186	0	194	0	0
Pld3	84.166667	159	219	0	0	72	0	133	0	0	131	0	0	316	114	232	139	0	0	0
2310022A10Rik	84.166667	159	219	0	0	72	0	133	0	0	131	0	0	316	114	232	139	0	0	0
Snn	84.111111	0	0	0	0	134	135	172	0	0	171	0	0	204	334	261	103	0	0	0
Kif23	84.111111	140	188	0	0	81	181	0	0	0	0	0	0	318	77	409	0	120	0	0
Otud4	84.055556	125	163	0	0	81	149	162	0	0	161	0	0	253	0	301	0	118	0	0
Mrpl2	84.055556	183	251	0	0	159	186	110	0	0	118	0	84	109	168	145	0	0	0	0
Klc4	84.055556	183	251	0	0	159	186	110	0	0	118	0	84	109	168	145	0	0	0	0
Dusp6	84.055556	0	0	0	0	0	0	127	0	0	134	0	0	404	128	266	126	207	121	0
Cnnm4	84.000000	198	163	0	0	0	0	0	0	0	0	0	0	104	239	700	108	0	0	0
Clptm1	84.000000	218	286	0	0	0	0	0	0	0	0	0	0	397	90	316	205	0	0	0
Cherp	83.944444	119	265	0	0	0	0	0	0	0	0	0	0	321	280	188	222	0	116	0
Ilkap	83.888889	116	122	0	0	68	184	199	0	0	198	0	0	289	159	175	0	0	0	0
Fnip1	83.833333	190	150	0	0	183	234	122	0	0	123	0	0	0	240	267	0	0	0	0
Snrnp70	83.777778	151	164	0	0	121	0	119	0	0	119	0	0	532	157	145	0	0	0	0
Pold4	83.777778	0	0	0	0	208	168	0	0	0	0	0	0	331	0	436	201	164	0	0
Klf7	83.777778	160	185	0	0	171	221	96	0	0	103	0	0	271	103	198	0	0	0	0
Fam151b	83.777778	146	119	0	0	371	491	119	0	0	116	0	0	146	0	0	0	0	0	0
Dnajc10	83.777778	287	260	0	0	0	0	103	0	0	103	0	0	174	222	205	154	0	0	0
Abca1	83.777778	231	0	0	0	0	0	174	0	0	173	0	0	171	0	429	208	122	0	0
Rock1	83.722222	118	186	0	0	164	166	87	0	0	86	0	0	140	104	272	87	0	97	0
Fam207a	83.722222	180	213	0	0	0	124	0	0	0	0	0	0	581	0	104	0	120	185	0
Ctdsp1	83.722222	0	0	0	0	143	164	120	0	0	122	0	0	127	166	372	117	176	0	0
Nin	83.666667	180	160	0	0	137	257	131	0	0	139	0	0	124	179	199	0	0	0	0
Med6	83.666667	171	213	0	0	0	0	0	0	0	0	0	0	615	347	160	0	0	0	0
Cyth1	83.666667	0	0	0	0	144	206	123	0	0	122	0	0	166	164	297	110	174	0	0
Coq5	83.666667	180	201	0	0	148	98	0	0	0	0	0	0	273	148	236	97	0	125	0
Cep63	83.666667	213	221	0	0	132	99	94	0	0	92	0	0	233	183	239	0	0	0	0
Anapc13	83.666667	213	221	0	0	132	99	94	0	0	92	0	0	233	183	239	0	0	0	0
Trim36	83.611111	106	0	0	0	0	150	442	0	0	441	0	0	0	159	207	0	0	0	0
Tada1	83.611111	277	302	0	0	0	0	81	0	0	82	0	0	280	0	338	0	0	145	0
Rps3a1	83.611111	308	268	0	0	0	126	0	0	0	0	0	0	528	0	119	0	156	0	0
Ccnt1	83.611111	338	243	0	0	95	0	0	0	0	0	0	0	434	129	0	107	159	0	0
Zbtb25	83.555556	114	139	0	0	149	0	99	0	0	99	0	0	165	130	477	132	0	0	0
Zbtb1	83.555556	114	139	0	0	149	0	99	0	0	99	0	0	165	130	477	132	0	0	0
Hmga1b	83.555556	78	103	0	0	0	74	295	0	0	294	0	0	0	172	340	148	0	0	0
Hmga1	83.555556	78	103	0	0	0	74	295	0	0	294	0	0	0	172	340	148	0	0	0
Paf1	83.500000	207	209	0	0	161	183	0	0	0	0	0	0	306	174	146	0	0	117	0
Mphosph10	83.500000	366	312	0	0	0	0	0	0	0	0	0	0	583	140	102	0	0	0	0
Med29	83.500000	207	209	0	0	161	183	0	0	0	0	0	0	306	174	146	0	0	117	0
Mcee	83.500000	366	312	0	0	0	0	0	0	0	0	0	0	583	140	102	0	0	0	0
Klhdc4	83.500000	172	219	0	0	0	0	0	0	0	0	0	0	685	427	0	0	0	0	0
Uap1	83.444444	279	354	0	0	0	0	0	0	0	0	0	0	223	102	360	119	65	0	0
Dars2	83.444444	115	190	0	0	0	207	148	0	0	147	0	0	230	161	175	129	0	0	0
Kmt5b	83.388889	195	249	0	0	135	169	65	0	0	67	0	0	269	202	0	150	0	0	0
Fam110a	83.388889	413	269	0	0	0	0	0	0	0	0	0	0	348	268	203	0	0	0	0
Ttc7	83.333333	193	111	0	0	143	177	112	0	0	111	0	0	198	113	200	0	142	0	0
Slc49a4	83.333333	190	106	0	0	0	115	253	0	0	252	0	0	142	130	218	94	0	0	0
Abca3	83.333333	128	173	0	0	83	116	135	0	0	135	0	0	206	139	206	95	84	0	0
Rgl2	83.277778	414	291	0	0	0	110	0	0	0	0	0	0	298	386	0	0	0	0	0
Neil1	83.277778	0	111	0	0	0	0	150	0	0	147	0	0	303	0	441	0	239	108	0
Faf2	83.277778	321	302	0	0	125	123	0	0	0	0	0	0	468	0	0	0	160	0	0
Zdhhc20	83.222222	118	167	0	0	105	230	94	0	0	94	0	0	129	288	273	0	0	0	0
Tonsl	83.222222	271	387	0	0	176	105	149	0	0	149	0	0	261	0	0	0	0	0	0
Tbc1d8	83.222222	0	102	0	0	116	162	0	0	0	0	0	0	358	138	509	113	0	0	0
Snapc2	83.222222	166	209	0	0	114	164	118	0	0	118	0	0	306	170	133	0	0	0	0
Rab18	83.222222	226	428	0	0	127	158	105	0	0	103	0	0	206	0	145	0	0	0	0
Enpp4	83.222222	0	114	0	0	94	157	175	0	0	182	0	0	145	204	427	0	0	0	0
Engase	83.222222	116	137	0	0	308	291	0	0	0	0	0	0	243	171	92	0	0	140	0
Ddb2	83.222222	0	0	0	0	0	0	231	0	0	226	0	0	328	248	336	0	129	0	0
Pdss1	83.166667	121	0	0	0	128	184	86	0	0	95	0	0	387	143	164	189	0	0	0
Acvr1b	83.166667	104	100	0	0	0	0	84	0	0	84	0	0	592	0	389	144	0	0	0
Bri3	83.111111	152	177	0	0	0	0	162	0	0	161	0	0	0	113	475	122	134	0	0
Zfpl1	83.055556	112	209	0	0	0	0	127	0	0	125	0	0	431	285	0	96	110	0	0
Cdca5	83.055556	112	209	0	0	0	0	127	0	0	125	0	0	431	285	0	96	110	0	0
Ifnar1	83.000000	148	119	0	0	0	0	0	0	0	0	0	0	272	144	514	172	125	0	0
Ube2cbp	82.944444	369	265	0	0	97	174	122	0	0	119	0	0	172	0	175	0	0	0	0
Gls2	82.944444	0	0	0	0	326	361	171	0	0	171	0	0	172	162	130	0	0	0	0
Fasn	82.944444	190	288	0	0	130	200	0	0	0	0	0	0	180	248	177	80	0	0	0
Atp11b	82.944444	115	131	0	0	256	300	0	0	0	0	0	0	0	145	351	195	0	0	0
Wdr36	82.888889	356	268	0	0	0	0	0	0	0	0	0	0	578	157	133	0	0	0	0
Ubac1	82.888889	137	211	0	0	234	137	95	0	0	94	0	0	272	153	159	0	0	0	0
Hk1	82.888889	247	161	0	0	0	0	0	0	0	0	0	0	200	105	584	195	0	0	0
Spast	82.833333	156	155	0	0	161	267	0	0	0	0	0	0	137	195	285	135	0	0	0
Exosc4	82.833333	350	211	0	0	0	0	0	0	0	0	0	0	496	162	0	145	127	0	0
Efcab2	82.833333	187	180	0	0	0	161	68	0	0	66	0	0	291	138	248	152	0	0	0
Rnf126	82.777778	105	220	0	0	122	182	0	0	0	0	0	0	237	143	254	0	227	0	0
Psen1	82.777778	160	140	0	0	190	123	130	0	0	128	0	0	0	123	199	172	0	125	0
Etv6	82.777778	192	145	0	0	64	218	130	0	0	129	0	0	276	129	207	0	0	0	0
Skp2	82.722222	155	142	0	0	221	234	91	0	0	99	0	0	199	0	244	104	0	0	0
Lmbrd2	82.722222	155	142	0	0	221	234	91	0	0	99	0	0	199	0	244	104	0	0	0
Rybp	82.666667	188	192	0	0	0	222	0	0	0	0	0	0	165	153	568	0	0	0	0
Eftud2	82.666667	206	330	0	0	0	0	0	0	0	0	0	79	290	439	0	144	0	0	0
Ccdc103	82.666667	206	330	0	0	0	0	0	0	0	0	0	79	290	439	0	144	0	0	0
Rnf168	82.611111	162	254	0	0	208	163	0	0	0	0	0	0	276	141	283	0	0	0	0
Hbegf	82.611111	0	0	0	0	130	0	117	0	0	116	0	0	240	171	496	217	0	0	0
Grhl1	82.611111	94	113	0	0	96	121	0	0	0	0	0	0	113	139	620	191	0	0	0
Pole3	82.555556	414	371	0	0	103	91	72	0	0	81	0	0	233	121	0	0	0	0	0
4933430I17Rik	82.555556	414	371	0	0	103	91	72	0	0	81	0	0	233	121	0	0	0	0	0
Fam117b	82.500000	0	92	0	0	140	248	111	0	0	111	0	0	288	101	208	186	0	0	0
Cast	82.444444	182	91	0	0	253	120	110	0	0	109	0	0	159	0	334	126	0	0	0
Mmgt2	82.388889	299	167	0	0	0	137	0	0	0	0	0	0	287	123	329	141	0	0	0
Mcm7	82.388889	188	322	0	0	126	82	126	0	0	124	0	0	351	0	0	76	88	0	0
Lrrc75a	82.388889	299	167	0	0	0	137	0	0	0	0	0	0	287	123	329	141	0	0	0
Ap4m1	82.388889	188	322	0	0	126	82	126	0	0	124	0	0	351	0	0	76	88	0	0
Zc3h14	82.333333	0	112	0	0	216	197	138	0	0	137	0	0	123	188	158	213	0	0	0
Ppip5k2	82.333333	163	106	0	0	0	0	0	0	0	0	0	0	684	271	168	90	0	0	0
Ipo8	82.333333	205	224	0	0	0	0	0	0	0	0	0	0	523	0	421	109	0	0	0
Gin1	82.333333	163	106	0	0	0	0	0	0	0	0	0	0	684	271	168	90	0	0	0
Gatad2a	82.333333	0	113	0	0	108	172	0	0	0	0	0	0	260	0	389	296	144	0	0
Ep400	82.333333	225	313	0	0	0	123	89	0	0	89	0	0	248	143	252	0	0	0	0
Gemin4	82.277778	197	162	0	0	117	119	139	0	0	138	0	0	211	122	170	106	0	0	0
Dbil5	82.277778	197	162	0	0	117	119	139	0	0	138	0	0	211	122	170	106	0	0	0
Slc38a2	82.222222	211	174	0	0	277	244	127	0	0	127	0	0	74	0	246	0	0	0	0
Rnf170	82.111111	0	159	0	0	91	138	150	0	0	158	0	0	149	208	253	172	0	0	0
Hook3	82.111111	0	159	0	0	91	138	150	0	0	158	0	0	149	208	253	172	0	0	0
Rbm34	82.055556	136	163	0	0	0	0	0	0	0	0	0	0	883	295	0	0	0	0	0
Ppp1r12a	82.055556	215	292	0	0	86	105	81	0	0	79	0	0	138	249	232	0	0	0	0
Gnb1	82.055556	275	216	0	0	125	232	0	0	0	0	0	0	194	0	244	191	0	0	0
Uba3	82.000000	0	0	0	0	0	0	0	0	0	0	0	0	173	188	768	265	82	0	0
Tsku	82.000000	0	0	0	0	0	122	275	0	0	274	0	85	182	187	192	159	0	0	0
Aatf	82.000000	175	198	0	0	0	130	221	0	0	217	0	0	142	181	133	79	0	0	0
Trip4	81.944444	139	122	0	0	0	0	0	0	0	0	0	0	506	355	197	156	0	0	0
Sdhaf2	81.944444	231	170	0	0	240	211	0	0	0	0	0	0	152	242	146	83	0	0	0
Gna13	81.944444	133	142	0	0	0	0	0	0	0	0	0	0	148	270	580	202	0	0	0
Cpsf7	81.944444	231	170	0	0	240	211	0	0	0	0	0	0	152	242	146	83	0	0	0
Ywhag	81.833333	135	188	0	0	125	0	0	0	0	0	0	0	512	162	213	0	138	0	0
Shoc2	81.833333	171	146	0	0	0	84	0	0	0	0	0	0	362	134	438	138	0	0	0
Rrm1	81.833333	225	231	0	0	87	93	0	0	0	0	0	0	508	118	119	0	92	0	0
Emc7	81.833333	104	167	0	0	73	0	139	0	0	138	0	0	408	198	246	0	0	0	0
Bbip1	81.833333	171	146	0	0	0	84	0	0	0	0	0	0	362	134	438	138	0	0	0
Thap4	81.722222	136	186	0	0	61	0	0	0	0	0	0	0	436	332	153	167	0	0	0
Phf23	81.722222	158	138	0	0	0	0	89	0	0	94	0	0	230	186	303	174	99	0	0
Atg4b	81.722222	136	186	0	0	61	0	0	0	0	0	0	0	436	332	153	167	0	0	0
Tnrc18	81.666667	0	0	0	0	0	0	190	0	0	189	0	0	142	147	617	85	100	0	0
Cmss1	81.666667	322	380	0	0	0	0	99	0	0	100	0	0	84	297	0	188	0	0	0
Zmynd12	81.611111	120	143	0	0	0	68	215	0	0	213	0	0	237	127	346	0	0	0	0
Rab11fip1	81.611111	92	0	0	0	253	283	132	0	0	128	0	0	0	0	425	156	0	0	0
Ppcs	81.611111	120	143	0	0	0	68	215	0	0	213	0	0	237	127	346	0	0	0	0
Me2	81.611111	177	114	0	0	128	232	117	0	0	118	0	0	108	110	246	119	0	0	0
Gtf3c4	81.611111	278	262	0	0	143	133	119	0	0	119	0	0	253	162	0	0	0	0	0
Ddx31	81.611111	278	262	0	0	143	133	119	0	0	119	0	0	253	162	0	0	0	0	0
Trim28	81.555556	195	317	0	0	317	252	0	0	0	0	0	0	114	109	164	0	0	0	0
Tmem123	81.555556	213	143	0	0	0	127	105	0	0	107	0	0	161	141	281	190	0	0	0
Srsf7	81.500000	189	180	0	0	123	180	0	0	0	0	0	0	465	142	102	86	0	0	0
Llgl1	81.500000	155	108	0	0	0	111	108	0	0	109	0	0	283	419	174	0	0	0	0
Tbc1d10c	81.444444	137	177	0	0	0	0	83	0	0	83	0	0	216	189	307	0	151	123	0
Map2k1	81.444444	179	153	0	0	121	137	106	0	0	105	0	0	167	174	324	0	0	0	0
Inpp5a	81.444444	108	215	0	0	115	116	0	0	0	0	0	0	293	203	299	117	0	0	0
Limk1	81.388889	189	268	0	0	0	0	114	0	0	123	0	114	343	103	211	0	0	0	0
Klhl24	81.388889	101	195	0	0	211	252	0	0	0	0	0	0	152	243	311	0	0	0	0
Klhl2	81.388889	0	105	0	0	175	145	168	0	0	167	0	0	241	145	213	0	0	106	0
Kif1b	81.333333	166	281	0	0	72	185	111	0	0	111	0	0	207	127	204	0	0	0	0
Wiz	81.277778	280	267	0	0	0	0	0	0	0	0	0	0	398	182	218	118	0	0	0
Glul	81.277778	0	0	0	0	0	0	446	0	0	446	0	0	214	173	184	0	0	0	0
Bcdin3d	81.277778	241	88	0	0	144	264	0	0	0	0	0	0	257	118	119	0	232	0	0
