Target_genes	Tcf7|Average	SRX3154102|CD4-Positive_T-Lymphocytes	SRX4667998|CD4-Positive_T-Lymphocytes	SRX4668000|CD4-Positive_T-Lymphocytes	SRX1411153|CD4_CD8_double_positive_cells	SRX1267280|CD8-Positive_T-Lymphocytes	SRX1267281|CD8-Positive_T-Lymphocytes	SRX373141|CD8-Positive_T-Lymphocytes	SRX092472|EML_	SRX2438808|Natural_Killer_T-Cells	SRX2438811|Natural_Killer_T-Cells	SRX3154101|Tfh	SRX1411151|Thymocytes	SRX1411152|Thymocytes	SRX1411163|Thymocytes	SRX275397|Thymus	SRX389596|Thymus	SRX4667999|Treg	STRING
Man1b1	44.117647	0	0	0	0	0	0	0	182	0	0	0	0	0	253	315	0	0	0
Hs2st1	44.117647	0	0	0	0	0	0	0	72	0	0	0	0	303	228	147	0	0	0
Ccnd3	44.117647	0	0	0	0	0	0	0	114	0	0	0	0	197	218	221	0	0	0
Cactin	44.117647	0	0	0	0	0	0	0	0	0	0	0	0	399	104	247	0	0	0
C1qtnf1	44.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	273	291	186	0	0
Anapc10	44.117647	0	0	0	0	0	0	0	135	0	0	0	0	0	235	279	101	0	0
Abce1	44.117647	0	0	0	0	0	0	0	135	0	0	0	0	0	235	279	101	0	0
Uqcc3	44.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	237	317	195	0	0
Pdgfc	44.058824	0	0	0	0	0	0	0	0	0	0	0	0	507	242	0	0	0	0
Nr4a2	44.058824	0	0	0	0	0	0	0	103	0	0	0	0	313	333	0	0	0	0
Neurl1a	44.058824	0	0	0	0	0	0	0	0	0	0	0	0	519	230	0	0	0	0
Fam20b	44.058824	0	0	0	0	0	0	0	128	0	0	0	0	235	283	103	0	0	0
D430019H16Rik	44.058824	0	0	0	0	0	0	0	0	0	0	0	0	324	425	0	0	0	0
Zkscan2	44.000000	0	0	0	0	0	0	0	0	0	0	0	0	497	251	0	0	0	0
Zhx1	44.000000	0	0	0	0	95	0	0	190	0	0	0	0	153	177	133	0	0	0
Tiprl	44.000000	0	0	0	0	0	0	0	115	0	0	0	0	235	311	87	0	0	0
Srsf4	44.000000	0	0	0	0	0	0	0	127	0	0	0	0	263	222	136	0	0	0
Nup54	44.000000	0	0	0	0	0	0	0	409	0	0	0	0	0	201	138	0	0	0
Gata2	44.000000	0	0	0	189	0	0	0	0	0	0	0	0	377	182	0	0	0	0
Dnaja1	44.000000	0	0	0	0	0	0	0	147	0	0	0	0	179	279	143	0	0	0
Dlx6	44.000000	0	0	0	0	0	0	0	0	0	0	0	0	532	216	0	0	0	0
Asxl1	44.000000	0	0	0	0	120	0	0	139	0	0	0	0	254	235	0	0	0	0
Arfgap3	44.000000	0	0	0	0	0	0	0	0	0	0	0	0	508	240	0	0	0	0
Rbms1	43.941176	0	0	0	165	0	0	0	0	0	0	0	0	319	263	0	0	0	0
Ptdss2	43.941176	0	0	0	0	0	0	0	99	0	0	0	0	344	304	0	0	0	0
Pih1h3b	43.941176	0	0	0	118	0	0	0	0	0	0	0	0	355	274	0	0	0	0
Nup62cl	43.941176	0	0	0	118	0	0	0	0	0	0	0	0	355	274	0	0	0	0
Mtus1	43.941176	0	0	0	0	0	0	0	0	0	0	0	0	419	328	0	0	0	0
Lrrc10b	43.941176	0	0	0	0	0	0	0	0	0	0	0	0	523	224	0	0	0	0
Kcnq1	43.941176	0	0	0	175	0	0	0	0	0	0	0	0	354	218	0	0	0	0
Dync1li2	43.941176	0	0	0	0	0	0	0	89	0	0	0	0	206	452	0	0	0	0
Dusp5	43.941176	0	0	0	0	0	0	0	0	0	0	0	140	303	177	127	0	0	0
Camk1d	43.941176	0	0	0	0	0	0	0	78	0	0	0	0	225	278	166	0	0	0
Atp6v0d1	43.941176	0	0	0	0	0	0	0	138	0	0	0	0	0	153	300	156	0	0
Asap2	43.941176	0	0	0	0	0	0	0	0	0	0	0	0	387	360	0	0	0	0
Rab2a	43.882353	0	0	0	0	0	0	0	141	0	0	0	0	395	210	0	0	0	0
Pptc7	43.882353	0	0	0	0	0	0	0	0	0	0	0	0	485	261	0	0	0	0
Oser1	43.882353	0	0	0	0	0	0	0	123	0	0	0	0	216	253	154	0	0	0
Jph1	43.882353	0	0	0	115	0	0	0	0	0	0	0	0	416	215	0	0	0	0
Hs3st6	43.882353	0	0	0	140	0	0	0	0	0	0	0	0	344	262	0	0	0	0
Vps50	43.823529	0	0	0	0	154	0	0	0	0	0	0	0	0	151	286	154	0	0
Ror1	43.823529	0	0	0	91	0	0	0	0	0	0	0	0	365	289	0	0	0	0
Rnf166	43.823529	0	0	0	0	0	0	0	251	0	0	0	0	365	129	0	0	0	0
Plbd2	43.823529	0	0	0	118	0	0	0	0	0	0	0	0	334	293	0	0	0	0
Pank2	43.823529	0	0	0	0	0	0	0	214	0	0	0	0	263	268	0	0	0	0
Nub1	43.823529	0	0	0	0	0	0	0	123	0	0	0	0	235	198	189	0	0	0
Mylk3	43.823529	0	0	0	0	0	0	0	401	0	0	0	0	0	344	0	0	0	0
Ctu2	43.823529	0	0	0	0	0	0	0	251	0	0	0	0	365	129	0	0	0	0
Bnip2	43.823529	0	0	0	0	0	0	0	101	0	0	0	0	273	298	73	0	0	0
Bcar1	43.823529	0	0	0	121	0	0	0	0	0	0	0	0	355	269	0	0	0	0
Vps37d	43.764706	0	0	0	0	0	0	0	231	0	0	0	0	365	148	0	0	0	0
Trim27	43.764706	0	0	0	91	0	0	0	80	0	0	0	0	307	266	0	0	0	0
Tmem154	43.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	289	328	127	0	0
Tmco4	43.764706	0	0	0	0	0	0	0	0	0	0	0	0	441	303	0	0	0	0
Tasor2	43.764706	0	0	0	0	0	0	0	107	0	0	0	0	197	267	173	0	0	0
Sh2b2	43.764706	0	0	0	112	0	0	0	0	0	0	0	0	474	158	0	0	0	0
Myl6b	43.764706	0	0	0	0	0	0	0	84	0	0	0	0	0	0	509	151	0	0
Grik3	43.764706	0	0	0	210	0	0	0	0	0	0	0	0	395	139	0	0	0	0
Gm3667	43.764706	0	0	0	0	0	0	0	0	0	0	0	0	264	480	0	0	0	0
Etv3	43.764706	0	0	0	0	0	0	0	0	0	0	0	0	419	325	0	0	0	0
Xrcc4	43.705882	0	0	0	0	0	0	0	0	0	0	0	0	197	432	114	0	0	0
Vps4b	43.705882	0	0	0	0	0	0	0	115	0	0	0	0	188	340	100	0	0	0
Tmem167	43.705882	0	0	0	0	0	0	0	0	0	0	0	0	197	432	114	0	0	0
Scyl3	43.705882	0	0	0	0	0	0	0	0	0	0	0	0	441	302	0	0	0	0
Ppm1e	43.705882	0	0	0	0	0	0	0	0	0	0	0	0	496	247	0	0	0	0
Osbpl6	43.705882	0	0	0	170	0	0	0	0	0	0	0	0	285	288	0	0	0	0
Mrpl39	43.705882	0	0	0	0	0	0	0	294	0	0	0	0	0	186	263	0	0	0
Map4k5	43.705882	0	0	0	0	0	0	0	0	0	0	0	0	475	268	0	0	0	0
Ino80	43.705882	0	0	0	0	0	0	0	169	0	0	0	0	128	233	213	0	0	0
Casz1	43.705882	0	0	0	168	0	0	0	0	0	0	0	0	355	220	0	0	0	0
Carmil3	43.705882	0	0	0	0	0	0	0	0	0	0	0	0	497	246	0	0	0	0
Atl1	43.705882	0	0	0	0	0	0	0	0	0	0	0	0	475	268	0	0	0	0
Tmem74b	43.647059	0	0	0	0	0	0	0	0	0	0	0	0	449	293	0	0	0	0
Rpn2	43.647059	0	0	0	0	0	0	0	71	0	0	0	0	261	311	99	0	0	0
Mterf1b	43.647059	0	0	0	0	189	0	0	197	0	0	0	0	0	225	131	0	0	0
Mroh8	43.647059	0	0	0	0	0	0	0	71	0	0	0	0	261	311	99	0	0	0
Far1	43.647059	0	0	0	0	0	0	0	0	0	0	0	0	334	298	110	0	0	0
Etv6	43.647059	0	0	0	0	0	0	0	139	0	0	0	0	216	238	149	0	0	0
Cplx1	43.647059	0	0	0	0	0	0	0	0	0	0	0	0	376	366	0	0	0	0
Arhgap20	43.647059	0	0	0	0	0	0	0	0	0	0	0	0	497	245	0	0	0	0
Zbtb18	43.588235	0	0	0	0	0	0	0	0	0	0	0	0	254	306	181	0	0	0
Trappc6a	43.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	156	478	107	0	0
Slc25a46	43.588235	0	0	0	0	0	0	0	111	0	0	0	0	324	306	0	0	0	0
Orc4	43.588235	0	0	0	0	0	0	0	127	0	0	0	0	0	353	115	146	0	0
Npr1	43.588235	0	0	0	0	0	0	0	0	0	0	0	0	447	294	0	0	0	0
Mpnd	43.588235	0	0	0	0	0	0	0	0	0	0	0	0	355	227	159	0	0	0
Mbd5	43.588235	0	0	0	0	0	0	0	127	0	0	0	0	0	353	115	146	0	0
Map7	43.588235	0	0	0	0	0	0	0	0	0	0	0	0	472	269	0	0	0	0
Ints14	43.588235	0	0	0	0	0	0	0	355	0	0	0	0	0	386	0	0	0	0
H1f3	43.588235	0	0	0	0	0	0	0	108	0	0	0	0	0	451	182	0	0	0
Disc1	43.588235	0	0	0	153	0	0	0	0	0	0	0	0	334	254	0	0	0	0
Brca2	43.588235	0	0	0	0	0	0	0	218	0	0	0	0	179	344	0	0	0	0
St6galnac3	43.529412	0	0	0	0	0	0	0	0	0	0	0	0	334	406	0	0	0	0
Ssr3	43.529412	0	0	0	0	0	0	0	0	0	0	0	0	334	406	0	0	0	0
P4hb	43.529412	0	0	0	0	0	0	0	200	0	0	0	0	0	421	119	0	0	0
Lce3c	43.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	740	0	0	0	0
Krit1	43.529412	0	0	0	0	0	0	0	0	0	0	0	0	293	259	188	0	0	0
Kpna3	43.529412	0	0	0	0	142	0	0	122	0	0	0	0	136	340	0	0	0	0
Il17rb	43.529412	0	0	0	0	0	0	0	0	0	0	0	0	386	354	0	0	0	0
Gabra2	43.529412	0	0	0	0	0	0	0	0	0	0	0	0	452	288	0	0	0	0
Fnip1	43.529412	0	0	0	0	0	0	0	0	0	0	0	0	313	260	0	0	167	0
Emx2	43.529412	0	0	0	115	0	0	0	0	0	0	0	0	441	184	0	0	0	0
Cntln	43.529412	0	0	0	0	0	0	0	0	0	0	0	0	471	269	0	0	0	0
Cnih4	43.529412	0	0	0	0	0	0	0	0	0	0	0	0	452	288	0	0	0	0
Chdh	43.529412	0	0	0	0	0	0	0	0	0	0	0	0	386	354	0	0	0	0
Ankib1	43.529412	0	0	0	0	0	0	0	0	0	0	0	0	293	259	188	0	0	0
Amfr	43.529412	0	0	0	0	0	0	0	0	0	0	0	125	302	313	0	0	0	0
2010300C02Rik	43.529412	0	0	0	0	0	0	0	0	0	0	0	0	408	332	0	0	0	0
Wwc1	43.470588	0	0	0	0	0	0	0	0	0	0	0	0	485	254	0	0	0	0
Trim44	43.470588	0	0	0	0	0	0	0	0	0	0	0	0	331	226	182	0	0	0
Tmem170b	43.470588	0	0	0	0	0	0	0	95	0	0	0	0	283	361	0	0	0	0
Tbx1	43.470588	0	0	0	0	0	0	0	0	0	0	0	0	596	143	0	0	0	0
Sel1l	43.470588	0	0	0	0	0	0	0	87	0	0	0	0	293	359	0	0	0	0
Rab10	43.470588	0	0	0	0	0	0	0	107	0	0	0	0	235	287	110	0	0	0
Nkx6-1	43.470588	0	0	0	131	0	0	0	0	0	0	0	0	418	190	0	0	0	0
Mlec	43.470588	0	0	0	0	0	0	0	126	0	0	0	0	334	279	0	0	0	0
Mei1	43.470588	0	0	0	0	0	0	0	0	0	0	0	0	355	384	0	0	0	0
Lmo2	43.470588	0	0	0	127	0	0	0	0	0	0	0	0	334	278	0	0	0	0
Galc	43.470588	0	0	0	0	0	0	0	0	0	0	0	0	419	320	0	0	0	0
Dis3l	43.470588	0	0	0	0	0	0	0	0	0	0	0	0	408	331	0	0	0	0
Cep135	43.470588	0	0	0	0	0	0	0	157	0	0	0	0	273	309	0	0	0	0
Arl8b	43.470588	0	0	0	0	0	0	0	244	0	0	0	0	188	213	94	0	0	0
Ankrd13a	43.470588	0	0	0	0	0	0	0	178	0	0	0	0	425	136	0	0	0	0
Zcchc4	43.411765	0	0	0	0	0	0	0	155	0	0	0	0	0	459	124	0	0	0
Slc26a8	43.411765	0	0	0	0	0	0	0	0	0	0	0	0	375	363	0	0	0	0
Slc25a3	43.411765	0	0	0	0	0	0	0	257	0	0	0	0	170	311	0	0	0	0
Plekhg1	43.411765	0	0	0	0	0	0	0	0	0	0	0	0	441	297	0	0	0	0
Phactr2	43.411765	0	0	0	0	0	0	0	0	0	0	0	0	408	330	0	0	0	0
Limk1	43.411765	0	0	0	0	0	0	0	104	0	0	0	0	235	230	169	0	0	0
Dock11	43.411765	0	0	0	188	0	0	0	0	0	0	0	0	344	206	0	0	0	0
Crebl2	43.411765	0	0	0	0	0	0	0	175	0	0	0	0	0	343	131	89	0	0
Cds2	43.411765	0	0	0	0	0	0	0	0	0	0	0	0	334	404	0	0	0	0
Yeats2	43.352941	0	0	0	0	0	0	0	0	0	0	0	0	365	372	0	0	0	0
Spag16	43.352941	0	0	0	0	0	0	0	0	0	0	0	0	303	434	0	0	0	0
Nupl2	43.352941	0	0	0	0	0	0	0	133	0	0	0	0	206	398	0	0	0	0
Naglu	43.352941	0	0	0	0	0	0	0	0	0	0	0	0	452	285	0	0	0	0
Mrps24	43.352941	0	0	0	0	0	0	0	0	0	0	0	0	441	296	0	0	0	0
Gnaz	43.352941	0	0	0	0	0	0	0	0	0	0	0	0	501	236	0	0	0	0
Dnajc7	43.352941	0	0	0	0	144	0	0	0	0	0	0	0	0	151	311	131	0	0
Bckdhb	43.352941	0	0	0	140	0	0	0	0	0	0	0	0	283	314	0	0	0	0
BC004004	43.352941	0	0	0	0	0	0	0	94	0	0	0	0	235	250	158	0	0	0
Akap17b	43.352941	0	0	0	0	0	0	0	0	0	0	0	0	441	296	0	0	0	0
Ahcyl1	43.352941	0	0	0	0	0	0	0	0	0	0	0	0	162	270	182	123	0	0
2510039O18Rik	43.352941	0	0	0	127	0	0	0	0	0	0	0	0	428	182	0	0	0	0
Tgfbrap1	43.294118	0	0	0	0	0	0	0	73	0	0	0	0	273	268	122	0	0	0
Slf1	43.294118	0	0	0	0	0	0	0	0	0	0	0	0	474	262	0	0	0	0
Sgms1	43.294118	0	0	0	127	0	0	0	0	0	0	0	0	320	289	0	0	0	0
Sdcbp	43.294118	0	0	0	0	0	0	0	195	0	0	0	0	197	344	0	0	0	0
Ppp3r1	43.294118	0	0	0	0	0	0	0	0	0	0	0	0	244	366	126	0	0	0
Nhlrc1	43.294118	0	0	0	0	0	0	0	108	0	0	0	0	434	194	0	0	0	0
Kti12	43.294118	0	0	0	0	0	0	0	247	0	0	0	0	0	326	163	0	0	0
Ildr2	43.294118	0	0	0	0	0	0	0	0	0	0	0	0	397	339	0	0	0	0
Gtf2a2	43.294118	0	0	0	0	0	0	0	126	0	0	0	0	112	302	196	0	0	0
Gpr45	43.294118	0	0	0	0	0	0	0	0	0	0	0	0	452	284	0	0	0	0
Gnb4	43.294118	0	0	0	0	0	0	0	0	0	0	0	0	430	306	0	0	0	0
Gm11563	43.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	736	0	0	0	0
Drd4	43.294118	0	0	0	0	0	0	0	0	0	0	0	0	550	186	0	0	0	0
Dnaja4	43.294118	0	0	0	0	0	0	0	0	0	0	0	0	452	284	0	0	0	0
Arf2	43.294118	0	0	0	0	0	0	0	0	0	0	0	0	179	459	98	0	0	0
2210408I21Rik	43.294118	0	0	0	0	0	0	0	0	0	0	0	0	474	262	0	0	0	0
Suclg2	43.235294	0	0	0	0	0	0	0	0	0	0	0	0	441	294	0	0	0	0
Herc1	43.235294	0	0	0	0	100	0	0	0	0	0	0	0	293	342	0	0	0	0
Gm3238	43.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	735	0	0	0	0
Elmsan1	43.235294	0	0	0	0	0	0	0	114	0	0	0	0	421	200	0	0	0	0
Eif4h	43.235294	0	0	0	0	0	0	0	114	0	0	0	0	310	189	122	0	0	0
Dyrk1a	43.235294	0	0	0	0	0	0	0	105	0	0	0	0	366	264	0	0	0	0
Calr	43.235294	0	0	0	0	0	0	0	234	0	0	0	0	0	174	165	162	0	0
Cacnb1	43.235294	0	0	0	0	0	0	0	0	0	0	0	0	465	270	0	0	0	0
Arfgef3	43.235294	0	0	0	0	0	0	0	0	0	0	0	0	334	401	0	0	0	0
Ap3m1	43.235294	0	0	0	0	96	0	0	130	0	0	0	0	0	221	288	0	0	0
Ube2z	43.176471	0	0	0	0	0	0	0	143	0	0	0	77	254	260	0	0	0	0
Ttc21b	43.176471	0	0	0	0	0	0	0	0	0	0	0	0	235	362	137	0	0	0
Stxbp5	43.176471	0	0	0	0	0	0	0	0	0	0	0	0	463	271	0	0	0	0
Sorcs1	43.176471	0	0	0	0	0	0	0	0	0	0	0	0	498	236	0	0	0	0
Rbbp6	43.176471	0	0	0	0	0	0	0	130	0	0	0	0	235	253	116	0	0	0
Prkar2a	43.176471	0	0	0	0	0	0	0	0	0	0	0	0	436	298	0	0	0	0
Ppara	43.176471	0	0	0	0	0	0	0	0	0	0	0	0	474	260	0	0	0	0
Popdc3	43.176471	0	0	0	0	0	0	0	0	0	0	0	0	508	226	0	0	0	0
Enpp1	43.176471	0	0	0	0	0	0	0	0	0	0	0	0	376	358	0	0	0	0
Eif4ebp1	43.176471	0	0	0	0	0	0	0	0	0	0	0	0	365	369	0	0	0	0
Dido1	43.176471	0	0	0	0	0	0	0	0	0	0	0	0	235	348	151	0	0	0
Dcbld1	43.176471	0	0	0	208	0	0	0	0	0	0	0	0	244	282	0	0	0	0
Colq	43.176471	0	0	0	0	0	0	0	649	0	0	0	0	0	0	85	0	0	0
Zfp664	43.117647	0	0	0	0	0	0	0	0	0	0	0	0	402	176	155	0	0	0
Stx11	43.117647	0	0	0	0	0	0	0	0	0	0	0	0	463	270	0	0	0	0
Sf3a3	43.117647	0	0	0	0	0	0	0	186	0	0	0	0	0	177	237	133	0	0
Psma1	43.117647	0	0	0	0	0	0	0	256	0	0	0	0	0	249	156	72	0	0
Numa1	43.117647	0	0	0	0	0	0	0	118	0	0	0	0	254	192	169	0	0	0
Kdelr2	43.117647	0	0	0	0	0	0	0	189	0	0	0	0	283	261	0	0	0	0
Cygb	43.117647	0	0	0	0	0	0	0	0	0	0	0	0	519	214	0	0	0	0
Ccdc92	43.117647	0	0	0	0	0	0	0	0	0	0	0	0	402	176	155	0	0	0
Azi2	43.117647	0	0	0	0	121	0	0	256	0	0	0	0	0	204	152	0	0	0
Actr3b	43.117647	0	0	0	0	0	0	0	0	0	0	0	0	386	347	0	0	0	0
Zdhhc21	43.058824	0	0	0	0	0	0	0	0	0	0	0	0	244	268	220	0	0	0
Wtip	43.058824	0	0	0	0	0	0	0	0	0	0	0	0	470	262	0	0	0	0
Uimc1	43.058824	0	0	0	0	0	0	0	0	0	0	0	0	415	317	0	0	0	0
Sumo1	43.058824	0	0	0	0	0	0	0	110	0	0	0	0	188	228	206	0	0	0
Snip1	43.058824	0	0	0	0	0	0	0	0	0	0	0	0	485	247	0	0	0	0
Oaf	43.058824	0	0	0	0	0	0	0	0	0	0	0	0	397	335	0	0	0	0
Josd1	43.058824	0	0	0	0	0	0	0	110	0	0	0	157	227	126	112	0	0	0
Insr	43.058824	0	0	0	0	0	0	0	198	0	0	0	0	0	397	137	0	0	0
Dhrs11	43.058824	0	0	0	0	0	0	0	183	0	0	0	0	0	334	215	0	0	0
Cdc20b	43.058824	0	0	0	0	0	0	0	0	0	0	0	0	355	177	200	0	0	0
Atg4c	43.058824	0	0	0	0	0	0	0	0	0	0	0	0	365	367	0	0	0	0
Ank1	43.058824	0	0	0	0	0	0	0	0	0	0	0	0	491	241	0	0	0	0
Vmn2r69	43.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	731	0	0	0	0
Tmem198	43.000000	0	0	0	128	88	0	0	0	0	0	0	0	424	91	0	0	0	0
Pias3	43.000000	0	0	0	0	0	0	0	96	0	0	0	0	326	309	0	0	0	0
Nop9	43.000000	0	0	0	0	0	0	0	0	0	0	0	0	474	257	0	0	0	0
Khdc3	43.000000	0	0	0	0	0	0	0	0	0	0	0	0	413	318	0	0	0	0
Itsn1	43.000000	0	0	0	0	0	0	0	0	0	0	0	0	244	330	157	0	0	0
Hnrnpa2b1	43.000000	0	0	0	0	0	0	0	210	0	0	0	0	197	224	100	0	0	0
Gpr27	43.000000	0	0	0	94	0	0	0	0	0	0	0	0	396	241	0	0	0	0
Glo1	43.000000	0	0	0	0	0	0	0	93	0	0	0	0	0	301	240	97	0	0
Gli3	43.000000	0	0	0	133	0	0	0	0	0	0	0	0	394	204	0	0	0	0
Fgf16	43.000000	0	0	0	149	0	0	0	0	0	0	0	0	334	248	0	0	0	0
Fam102b	43.000000	0	0	0	0	0	0	0	192	0	0	0	0	0	303	160	76	0	0
Dhrs1	43.000000	0	0	0	0	0	0	0	0	0	0	0	0	474	257	0	0	0	0
Derl1	43.000000	0	0	0	0	0	0	0	100	0	0	0	0	254	215	162	0	0	0
Cyp1b1	43.000000	0	0	0	0	0	0	0	0	0	0	0	0	474	257	0	0	0	0
Cryzl1	43.000000	0	0	0	0	0	0	0	0	0	0	0	0	244	330	157	0	0	0
Chpf	43.000000	0	0	0	128	88	0	0	0	0	0	0	0	424	91	0	0	0	0
Cbx3	43.000000	0	0	0	0	0	0	0	210	0	0	0	0	197	224	100	0	0	0
Cacnb3	43.000000	0	0	0	0	0	0	0	135	0	0	0	115	334	147	0	0	0	0
Sun2	42.941176	0	0	0	0	0	0	0	113	0	0	0	157	334	126	0	0	0	0
Pcnx2	42.941176	0	0	0	0	0	0	0	0	0	0	0	0	216	514	0	0	0	0
Myl12b	42.941176	0	0	0	0	0	0	0	83	0	0	0	0	298	349	0	0	0	0
Msi1	42.941176	0	0	0	0	0	0	0	0	0	0	0	0	455	275	0	0	0	0
Gtf2e2	42.941176	0	0	0	0	0	0	0	88	0	0	0	0	235	238	169	0	0	0
Gnpnat1	42.941176	0	0	0	0	0	0	0	126	0	0	0	0	294	310	0	0	0	0
Frmd4a	42.941176	0	0	0	0	0	0	0	0	0	0	0	0	441	289	0	0	0	0
Epg5	42.941176	0	0	0	0	0	0	0	183	0	0	0	0	0	314	233	0	0	0
Ap3d1	42.941176	0	0	0	0	0	0	0	0	0	0	0	0	225	232	273	0	0	0
Agpat5	42.941176	0	0	0	0	0	0	0	0	0	0	0	0	519	211	0	0	0	0
Acsf3	42.941176	0	0	0	0	0	0	0	471	0	0	0	0	0	259	0	0	0	0
Uri1	42.882353	0	0	0	0	0	0	0	0	0	0	0	0	431	298	0	0	0	0
Tmem165	42.882353	0	0	0	0	0	0	0	0	0	0	0	86	413	230	0	0	0	0
Ptbp1	42.882353	0	0	0	0	0	0	0	0	0	0	0	0	497	155	77	0	0	0
Orai1	42.882353	0	0	0	0	0	0	0	0	0	0	0	0	263	330	136	0	0	0
Irx1	42.882353	0	0	0	0	0	0	0	0	0	0	0	95	432	202	0	0	0	0
Irf2bp2	42.882353	0	0	0	0	0	0	0	0	0	0	0	0	479	250	0	0	0	0
Get4	42.882353	0	145	0	0	0	0	0	185	0	0	0	0	0	273	126	0	0	0
E2f7	42.882353	0	0	0	0	0	0	0	121	0	0	0	0	263	345	0	0	0	0
Dpy30	42.882353	0	0	0	0	0	0	0	134	0	0	0	0	273	322	0	0	0	0
Dctn1	42.882353	0	0	0	0	0	0	0	0	0	0	0	0	263	165	150	151	0	0
Clmp	42.882353	0	0	0	0	0	0	0	0	0	0	0	0	463	266	0	0	0	0
Bri3bp	42.882353	0	0	0	0	0	0	0	0	0	0	0	0	424	305	0	0	0	0
Aftph	42.882353	0	0	0	0	0	0	0	0	0	0	0	0	334	253	142	0	0	0
Trnau1ap	42.823529	0	0	0	0	0	0	0	0	0	0	0	0	386	244	98	0	0	0
Med26	42.823529	0	0	0	0	0	0	0	0	0	0	0	0	188	224	316	0	0	0
Mafg	42.823529	0	0	0	0	0	0	0	0	0	0	0	0	538	190	0	0	0	0
Grasp	42.823529	0	0	0	0	0	0	0	0	0	0	0	0	566	162	0	0	0	0
Fam53a	42.823529	0	0	0	0	0	0	0	111	0	0	0	0	153	270	194	0	0	0
Abtb2	42.823529	0	0	0	0	0	0	0	0	0	0	0	0	376	352	0	0	0	0
Tmem50a	42.764706	0	0	0	0	0	0	0	0	0	0	0	0	386	341	0	0	0	0
Tdp1	42.764706	0	0	0	0	0	0	0	92	0	0	0	0	0	240	273	122	0	0
Strn	42.764706	0	0	0	0	0	0	0	116	0	0	0	0	153	314	144	0	0	0
Srrt	42.764706	0	0	0	0	0	0	0	190	0	0	0	0	0	115	228	194	0	0
Slc25a51	42.764706	0	0	0	0	0	0	0	0	0	0	0	0	283	308	136	0	0	0
Scara3	42.764706	0	0	0	98	0	0	0	0	0	0	0	0	376	253	0	0	0	0
Rps15a	42.764706	0	0	0	0	0	0	0	0	0	0	0	0	397	330	0	0	0	0
Romo1	42.764706	0	0	0	0	0	0	0	163	0	0	0	0	0	420	144	0	0	0
Nfs1	42.764706	0	0	0	0	0	0	0	163	0	0	0	0	0	420	144	0	0	0
Mcph1	42.764706	0	0	0	0	0	0	0	95	0	0	0	0	344	288	0	0	0	0
Htr7	42.764706	0	0	0	0	0	0	0	0	0	0	0	0	485	242	0	0	0	0
Gpn3	42.764706	0	0	0	0	0	0	0	140	0	0	0	0	0	169	299	119	0	0
Gfra3	42.764706	0	0	0	0	0	0	0	0	0	0	0	0	344	383	0	0	0	0
Fam216a	42.764706	0	0	0	0	0	0	0	140	0	0	0	0	0	169	299	119	0	0
Cerk	42.764706	0	0	0	0	0	0	0	0	0	0	0	0	474	253	0	0	0	0
Zfp617	42.705882	0	0	0	0	0	0	0	85	0	0	0	0	206	344	91	0	0	0
Zbtb10	42.705882	0	0	0	112	0	0	0	0	0	0	0	0	405	209	0	0	0	0
Usp34	42.705882	0	0	0	0	0	0	0	186	0	0	0	0	179	361	0	0	0	0
Snx15	42.705882	0	0	0	0	153	0	0	0	0	0	0	0	0	0	357	216	0	0
Otud7a	42.705882	0	0	0	0	0	0	0	0	0	0	0	0	448	278	0	0	0	0
Gfod2	42.705882	0	0	0	0	0	0	0	0	0	0	0	0	441	285	0	0	0	0
Fxr2	42.705882	0	0	0	0	0	0	0	0	0	0	0	0	216	311	199	0	0	0
Ell2	42.705882	0	0	0	0	0	0	0	106	0	0	0	0	357	263	0	0	0	0
Dusp9	42.705882	0	0	0	195	0	0	0	0	0	0	0	0	376	155	0	0	0	0
Clip1	42.705882	0	0	0	0	0	0	0	0	0	0	0	95	346	285	0	0	0	0
Clcn2	42.705882	0	0	0	0	0	0	0	0	0	0	0	86	379	261	0	0	0	0
Cdh6	42.705882	0	0	0	0	0	0	0	0	0	0	0	0	408	318	0	0	0	0
Abcc4	42.705882	0	0	0	0	0	0	0	0	0	0	0	0	446	280	0	0	0	0
Tomm22	42.647059	0	0	0	0	0	0	0	127	0	0	0	0	397	201	0	0	0	0
Tab1	42.647059	0	0	0	0	0	0	0	315	0	0	0	0	216	194	0	0	0	0
Spryd7	42.647059	0	0	0	0	0	0	0	0	0	0	0	0	365	360	0	0	0	0
Spg21	42.647059	0	0	0	0	0	0	0	139	0	0	0	0	197	389	0	0	0	0
Paip1	42.647059	0	0	0	243	0	0	0	0	0	0	0	0	247	235	0	0	0	0
Lhx6	42.647059	0	0	0	155	0	0	0	0	0	0	0	0	235	335	0	0	0	0
Lgalsl	42.647059	0	0	0	0	0	0	0	0	0	0	0	0	425	300	0	0	0	0
Ccdc92b	42.647059	0	0	0	0	0	0	0	0	0	0	0	0	442	283	0	0	0	0
