Target_genes	Smad3|Average	SRX2245993|Corpus_Striatum	SRX2245994|Corpus_Striatum	SRX2245995|Corpus_Striatum	SRX2245996|Corpus_Striatum	SRX5251393|Embryoid_Bodies	SRX5251394|Embryoid_Bodies	SRX130598|Embryonic_brains	SRX026254|Embryonic_Stem_Cells	SRX026255|Embryonic_Stem_Cells	SRX026256|Embryonic_Stem_Cells	SRX026257|Embryonic_Stem_Cells	SRX477547|Embryonic_Stem_Cells	SRX5251387|Embryonic_Stem_Cells	SRX1998723|MEF	SRX1998724|MEF	SRX1998725|MEF	SRX1998728|MEF	SRX1998729|MEF	SRX1998730|MEF	ERX028786|Neural_Stem_Cells	SRX3855869|Vascular_smooth_muscle_cells	SRX3855871|Vascular_smooth_muscle_cells	SRX3855877|Vascular_smooth_muscle_cells	SRX3855879|Vascular_smooth_muscle_cells	STRING
Hmga1b	60.083333	0	0	0	0	212	599	117	0	0	0	0	0	0	0	259	119	0	0	0	136	0	0	0	0	0
E2f3	60.083333	0	0	0	0	186	539	173	0	0	0	0	0	370	0	0	0	0	0	0	174	0	0	0	0	0
Stac2	60.041667	0	0	0	0	352	415	151	0	0	0	0	0	371	0	0	0	0	0	0	152	0	0	0	0	0
Slc25a36	60.041667	0	0	0	0	216	187	191	0	0	0	145	0	191	0	0	0	0	0	0	200	0	175	0	136	0
Pum2	60.041667	0	0	0	0	358	376	100	0	0	0	0	0	207	0	0	0	0	0	0	100	69	122	0	109	0
Odf2	60.041667	0	0	0	0	237	358	247	0	0	0	0	0	353	0	0	0	0	0	0	246	0	0	0	0	0
Irs1	60.041667	0	0	0	0	356	368	118	0	0	0	0	0	481	0	0	0	0	0	0	118	0	0	0	0	0
Dnaaf5	60.041667	0	0	0	0	199	322	359	0	0	0	98	0	104	0	0	0	0	0	0	359	0	0	0	0	0
D5Ertd579e	60.041667	0	0	0	0	218	650	89	0	0	0	191	0	207	0	0	0	0	0	0	86	0	0	0	0	0
Casz1	60.041667	0	0	0	0	314	395	176	0	0	0	174	0	207	0	0	0	0	0	0	175	0	0	0	0	0
2410002F23Rik	60.041667	0	0	0	0	285	243	181	0	0	0	0	0	230	0	192	0	0	130	0	180	0	0	0	0	0
Snai1	60.000000	0	0	0	0	203	236	184	0	0	0	0	0	125	0	0	0	0	0	0	182	120	205	0	185	0
Tsen54	59.958333	0	0	0	0	430	317	92	0	0	0	0	0	507	0	0	0	0	0	0	93	0	0	0	0	0
Triobp	59.958333	0	0	0	0	197	221	391	0	0	0	99	0	0	0	0	0	0	0	0	392	139	0	0	0	0
Tmem39b	59.958333	0	0	0	0	446	397	176	0	0	0	0	0	244	0	0	0	0	0	0	176	0	0	0	0	0
Ppm1l	59.958333	0	0	0	0	383	420	146	0	0	0	0	0	344	0	0	0	0	0	0	146	0	0	0	0	0
Nvl	59.958333	0	0	0	0	350	343	231	0	114	0	0	0	168	0	0	0	0	0	0	233	0	0	0	0	0
Hnf1b	59.958333	0	0	0	0	518	629	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0
Cers5	59.958333	0	0	0	0	254	432	169	0	0	0	0	0	264	0	153	0	0	0	0	167	0	0	0	0	0
Caskin2	59.958333	0	0	0	0	430	317	92	0	0	0	0	0	507	0	0	0	0	0	0	93	0	0	0	0	0
Vps13d	59.916667	0	0	0	0	326	416	128	0	0	0	172	0	267	0	0	0	0	0	0	129	0	0	0	0	0
Sec62	59.916667	0	0	0	0	202	441	103	0	0	0	0	0	204	0	106	96	0	116	0	103	0	67	0	0	0
Scaf4	59.916667	0	0	0	0	370	465	183	0	126	0	0	0	111	0	0	0	0	0	0	183	0	0	0	0	0
Rnmt	59.916667	0	0	0	0	112	222	164	0	0	0	0	0	187	0	265	0	0	100	0	163	0	116	0	109	0
Ppp2r3a	59.916667	0	0	0	0	327	335	123	0	110	0	124	0	144	0	152	0	0	0	0	123	0	0	0	0	0
Katna1	59.916667	0	0	0	0	359	225	168	0	101	0	91	0	151	0	0	0	0	0	0	169	0	108	0	66	0
Fam210a	59.916667	0	0	0	0	112	222	164	0	0	0	0	0	187	0	265	0	0	100	0	163	0	116	0	109	0
Pisd	59.875000	0	0	0	0	228	236	242	0	0	0	0	0	101	0	86	0	0	0	0	245	85	129	0	85	0
Pdia4	59.875000	0	0	0	0	221	239	338	0	0	0	0	0	93	0	145	0	0	0	0	334	0	67	0	0	0
Adgrb2	59.875000	0	0	0	0	302	383	258	0	0	0	0	0	235	0	0	0	0	0	0	259	0	0	0	0	0
Trak2	59.833333	0	0	0	0	239	288	330	0	0	0	0	0	119	0	130	0	0	0	0	330	0	0	0	0	0
Stradb	59.833333	0	0	0	0	239	288	330	0	0	0	0	0	119	0	130	0	0	0	0	330	0	0	0	0	0
Scoc	59.833333	0	0	0	0	213	145	275	0	0	0	154	0	74	0	139	105	0	0	0	272	0	59	0	0	0
Riok2	59.833333	0	0	0	0	280	242	161	0	0	0	0	0	147	0	108	0	0	105	0	161	124	108	0	0	0
Pnmal2	59.833333	0	0	0	0	347	353	220	0	0	0	0	0	297	0	0	0	0	0	0	219	0	0	0	0	0
Fam110a	59.833333	0	0	0	0	114	240	541	0	0	0	0	0	0	0	0	0	0	0	0	541	0	0	0	0	0
Dhx16	59.833333	0	0	0	0	275	217	365	0	0	0	0	0	210	0	0	0	0	0	0	369	0	0	0	0	0
Anapc11	59.833333	0	0	0	0	277	425	252	0	0	0	0	0	232	0	0	0	0	0	0	250	0	0	0	0	0
Alyref	59.833333	0	0	0	0	277	425	252	0	0	0	0	0	232	0	0	0	0	0	0	250	0	0	0	0	0
Tvp23b	59.791667	0	0	0	0	337	331	215	0	0	0	0	0	338	0	0	0	0	0	0	214	0	0	0	0	0
Tc2n	59.791667	0	0	0	0	493	520	0	0	0	0	0	0	422	0	0	0	0	0	0	0	0	0	0	0	0
Paqr3	59.791667	0	0	0	0	394	475	68	0	151	0	153	0	127	0	0	0	0	0	0	67	0	0	0	0	0
Oma1	59.791667	0	0	0	0	344	371	169	0	0	0	0	0	288	0	0	0	0	0	0	169	0	94	0	0	0
Cirbp	59.791667	0	0	0	0	0	131	280	0	0	0	0	0	0	0	260	0	0	0	0	279	136	179	0	170	0
Ppa1	59.750000	0	0	0	0	464	445	110	0	0	0	0	0	304	0	0	0	0	0	0	111	0	0	0	0	0
Nfyc	59.750000	0	0	0	0	222	311	216	0	92	0	0	0	102	0	81	0	0	0	0	194	81	135	0	0	0
Fam57a	59.750000	0	0	0	0	217	363	111	0	0	0	0	0	210	0	0	175	0	0	0	108	0	138	0	112	0
Elp5	59.750000	0	0	0	0	204	246	336	0	0	0	0	0	137	0	0	0	0	0	0	335	0	105	0	71	0
Ctdnep1	59.750000	0	0	0	0	204	246	336	0	0	0	0	0	137	0	0	0	0	0	0	335	0	105	0	71	0
Ube2j1	59.708333	0	0	0	0	276	583	149	0	0	0	0	0	273	0	0	0	0	0	0	152	0	0	0	0	0
Recql	59.708333	0	0	0	0	267	283	266	0	0	0	0	0	351	0	0	0	0	0	0	266	0	0	0	0	0
Maz	59.708333	0	0	0	0	309	438	282	0	0	0	0	0	122	0	0	0	0	0	0	282	0	0	0	0	0
Iqch	59.708333	0	0	0	0	353	259	339	0	0	0	0	0	0	0	145	0	0	0	0	337	0	0	0	0	0
Golt1b	59.708333	0	0	0	0	267	283	266	0	0	0	0	0	351	0	0	0	0	0	0	266	0	0	0	0	0
Aagab	59.708333	0	0	0	0	353	259	339	0	0	0	0	0	0	0	145	0	0	0	0	337	0	0	0	0	0
Trmo	59.666667	0	0	0	0	259	231	0	0	0	0	0	0	138	0	211	158	0	169	0	0	0	145	0	121	0
Spry4	59.666667	0	0	0	0	118	159	251	0	0	0	348	0	200	0	0	0	0	0	0	251	0	105	0	0	0
Slc35g1	59.666667	0	0	0	0	198	400	146	0	89	0	113	0	343	0	0	0	0	0	0	143	0	0	0	0	0
Septin9	59.666667	0	0	0	0	406	423	214	0	0	0	0	0	174	0	0	0	0	0	0	215	0	0	0	0	0
Rhot1	59.666667	0	0	0	0	229	428	144	0	0	0	0	0	198	0	166	0	0	0	0	143	0	124	0	0	0
Lrrc1	59.666667	0	0	0	0	196	372	71	0	0	0	0	0	204	0	221	112	0	93	0	71	0	92	0	0	0
Fyco1	59.666667	0	0	0	0	377	362	249	0	0	0	91	0	113	0	0	0	0	0	0	240	0	0	0	0	0
Ubn2	59.625000	0	0	0	0	277	291	184	0	0	0	0	0	158	0	0	0	0	0	0	183	99	133	0	106	0
Thap12	59.625000	0	0	0	0	264	220	373	0	0	0	99	0	97	0	0	0	0	0	0	378	0	0	0	0	0
Tdp2	59.625000	0	0	0	0	323	400	198	0	0	0	0	0	202	0	110	0	0	0	0	198	0	0	0	0	0
Rtn4rl1	59.625000	0	0	0	0	451	464	0	0	0	0	0	0	516	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa10	59.625000	0	0	0	0	239	334	248	0	0	0	0	0	154	0	115	0	0	0	0	251	0	90	0	0	0
Herc2	59.625000	0	0	0	0	233	285	102	0	0	0	0	0	159	0	195	149	0	0	0	101	89	118	0	0	0
Fam53a	59.625000	0	0	0	0	206	233	234	0	0	0	0	0	158	0	216	0	0	0	0	231	0	153	0	0	0
Acot13	59.625000	0	0	0	0	323	400	198	0	0	0	0	0	202	0	110	0	0	0	0	198	0	0	0	0	0
Rcan1	59.583333	0	0	0	0	196	383	358	0	0	0	0	0	135	0	0	0	0	0	0	358	0	0	0	0	0
Rbm47	59.583333	0	0	0	0	374	522	0	0	0	0	91	0	443	0	0	0	0	0	0	0	0	0	0	0	0
Pxdc1	59.583333	0	0	0	0	330	476	0	0	0	0	0	0	523	0	0	0	0	0	0	0	0	101	0	0	0
Pam	59.541667	0	0	0	0	292	469	99	0	0	0	0	0	471	0	0	0	0	0	0	98	0	0	0	0	0
Map2k7	59.541667	0	0	0	0	230	367	197	0	0	0	0	0	264	0	0	0	0	0	0	196	0	76	0	99	0
Farsa	59.541667	0	0	0	0	0	0	247	0	0	0	122	0	0	0	304	185	0	0	0	253	116	119	0	83	0
Ash2l	59.541667	0	0	0	0	224	482	0	0	0	0	0	0	327	0	130	0	0	0	0	0	0	151	0	115	0
Rab3il1	59.500000	0	0	0	0	322	390	216	0	0	0	0	0	286	0	0	0	0	0	0	214	0	0	0	0	0
Preb	59.500000	0	0	0	0	309	296	303	0	0	0	0	0	130	0	83	0	0	0	0	307	0	0	0	0	0
Atp7b	59.500000	0	0	0	0	281	388	228	0	0	0	0	0	228	0	0	0	0	0	0	226	77	0	0	0	0
Asb1	59.500000	0	0	0	0	260	266	374	0	0	0	0	0	154	0	0	0	0	0	0	374	0	0	0	0	0
Alg11	59.500000	0	0	0	0	281	388	228	0	0	0	0	0	228	0	0	0	0	0	0	226	77	0	0	0	0
Spata1	59.458333	0	0	0	0	303	702	136	0	0	0	0	0	147	0	0	0	0	0	0	139	0	0	0	0	0
Homer1	59.458333	0	0	0	0	239	256	169	0	0	0	0	0	136	0	0	0	0	96	0	168	119	142	0	102	0
Gng5	59.458333	0	0	0	0	303	702	136	0	0	0	0	0	147	0	0	0	0	0	0	139	0	0	0	0	0
Gm3752	59.458333	0	0	0	0	364	578	0	0	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0
Gm3173	59.458333	0	0	0	0	299	709	0	0	0	0	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0
Gap43	59.458333	0	0	0	0	447	534	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0
Chid1	59.458333	0	0	0	0	364	234	269	0	0	0	0	0	210	0	83	0	0	0	0	267	0	0	0	0	0
Usp33	59.416667	0	0	0	0	238	310	105	0	107	0	97	0	129	0	201	0	0	0	0	106	0	0	0	133	0
Senp5	59.416667	0	0	0	0	172	271	301	0	0	0	0	0	102	0	142	138	0	0	0	300	0	0	0	0	0
Ephb4	59.416667	0	0	0	0	325	434	245	0	0	0	0	0	176	0	0	0	0	0	0	246	0	0	0	0	0
Dr1	59.416667	0	0	0	0	211	225	0	0	0	0	0	0	188	0	241	89	0	167	0	0	87	102	0	116	0
Ddx3x	59.416667	0	0	0	0	93	247	0	0	0	0	0	0	86	0	151	144	0	0	0	0	207	278	0	220	0
Trim28	59.375000	0	0	0	0	196	308	85	0	0	0	0	0	412	0	146	0	0	85	0	84	109	0	0	0	0
Slc5a3	59.375000	0	0	0	0	416	410	0	0	0	0	0	0	318	0	168	0	0	113	0	0	0	0	0	0	0
Pcdhgb7	59.375000	0	0	0	0	510	571	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0
Ostm1	59.375000	0	0	0	0	248	324	184	0	0	0	0	0	184	0	128	0	0	0	0	184	69	104	0	0	0
Mrps6	59.375000	0	0	0	0	416	410	0	0	0	0	0	0	318	0	168	0	0	113	0	0	0	0	0	0	0
Abca7	59.375000	0	0	0	0	145	84	198	0	0	0	0	0	103	0	0	0	0	0	0	200	158	196	123	218	0
Ssh2	59.333333	0	0	0	0	357	410	115	0	0	0	141	0	286	0	0	0	0	0	0	115	0	0	0	0	0
Fastk	59.333333	0	0	0	0	323	412	175	0	0	0	0	0	249	0	90	0	0	0	0	175	0	0	0	0	0
Axin2	59.333333	0	0	0	0	392	410	0	0	0	0	0	0	622	0	0	0	0	0	0	0	0	0	0	0	0
Ndn	59.291667	0	0	0	0	479	496	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0
Gne	59.291667	0	0	0	0	248	441	193	0	0	0	193	0	156	0	0	0	0	0	0	192	0	0	0	0	0
Gle1	59.291667	0	0	0	0	164	260	431	0	0	0	130	0	0	0	0	0	0	0	0	438	0	0	0	0	0
Dffb	59.291667	0	0	0	0	360	352	242	0	0	0	0	0	141	0	0	0	0	0	0	245	0	0	0	83	0
Cep104	59.291667	0	0	0	0	360	352	242	0	0	0	0	0	141	0	0	0	0	0	0	245	0	0	0	83	0
Ackr3	59.291667	0	0	0	0	123	341	0	0	0	0	0	0	211	0	234	99	0	0	0	0	106	161	0	148	0
Uxs1	59.250000	0	0	0	0	250	277	147	0	0	0	0	0	513	0	0	0	0	0	0	143	0	0	0	92	0
Rbm6	59.250000	0	0	0	0	188	299	286	0	0	0	0	0	121	0	0	146	0	0	0	286	0	96	0	0	0
Dppa5a	59.250000	0	0	0	0	108	1011	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0
Spry2	59.208333	0	0	0	0	254	860	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0
Pcbd2	59.208333	0	0	0	0	428	340	0	0	0	0	0	0	277	0	113	0	0	0	0	0	0	124	0	139	0
Dap	59.208333	0	0	0	0	268	225	268	0	0	0	95	0	296	0	0	0	0	0	0	269	0	0	0	0	0
Copb2	59.208333	0	0	0	0	370	305	130	0	0	0	0	0	388	0	0	0	0	0	0	130	0	98	0	0	0
Mpp5	59.166667	0	0	0	0	273	512	159	0	0	0	0	0	232	0	86	0	0	0	0	158	0	0	0	0	0
Lasp1	59.166667	0	0	0	0	184	363	84	0	0	0	0	0	281	0	0	0	0	0	0	84	99	165	0	160	0
Cnot11	59.166667	0	0	0	0	185	380	310	0	0	0	0	0	101	0	136	0	0	0	0	308	0	0	0	0	0
Agpat4	59.166667	0	0	0	0	137	127	83	0	0	0	0	0	0	0	248	0	0	266	0	84	90	131	0	254	0
Tmem116	59.125000	0	0	0	0	273	355	151	0	0	0	0	0	132	0	176	0	0	0	0	151	99	82	0	0	0
Erp29	59.125000	0	0	0	0	273	355	151	0	0	0	0	0	132	0	176	0	0	0	0	151	99	82	0	0	0
Tbk1	59.083333	0	0	0	0	200	231	222	0	0	0	0	0	115	0	100	121	0	0	0	221	100	108	0	0	0
Lemd2	59.041667	0	0	0	0	174	422	267	0	0	0	0	0	191	0	97	0	0	0	0	266	0	0	0	0	0
Lcorl	59.041667	0	0	0	0	358	334	131	0	0	0	0	0	459	0	0	0	0	0	0	135	0	0	0	0	0
Cfdp1	59.041667	0	0	0	0	214	210	186	0	0	0	0	0	284	0	117	0	0	0	0	188	0	137	0	81	0
Nfatc4	59.000000	0	0	0	0	0	873	0	0	0	0	0	0	543	0	0	0	0	0	0	0	0	0	0	0	0
Litaf	59.000000	0	0	0	0	221	319	202	0	104	0	0	0	150	0	114	0	0	0	0	202	0	104	0	0	0
Cdk5rap3	59.000000	0	0	0	0	256	340	213	0	0	0	0	0	391	0	0	0	0	0	0	216	0	0	0	0	0
Tns2	58.958333	0	0	0	0	600	560	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0
Taf3	58.958333	0	0	0	0	227	276	104	0	122	0	255	0	156	0	101	80	0	0	0	94	0	0	0	0	0
Prnp	58.958333	0	0	0	0	266	374	93	0	0	0	104	0	176	0	0	0	0	75	0	92	0	133	0	102	0
Prn	58.958333	0	0	0	0	266	374	93	0	0	0	104	0	176	0	0	0	0	75	0	92	0	133	0	102	0
Plekhb1	58.958333	0	0	0	0	116	228	495	0	0	0	0	0	83	0	0	0	0	0	0	493	0	0	0	0	0
Hyou1	58.958333	0	0	0	0	222	216	300	0	0	0	0	0	284	0	94	0	0	0	0	299	0	0	0	0	0
Epg5	58.958333	0	0	0	0	283	251	301	0	0	0	0	0	105	0	0	0	0	0	0	302	0	115	0	58	0
Arhgef12	58.958333	0	0	0	0	203	338	126	0	203	0	284	0	135	0	0	0	0	0	0	126	0	0	0	0	0
Vps29	58.916667	0	0	0	0	338	211	383	0	0	0	0	0	0	0	99	0	0	0	0	383	0	0	0	0	0
Trabd	58.916667	0	0	0	0	285	415	248	0	0	0	0	0	116	0	0	0	0	0	0	246	0	104	0	0	0
Spry1	58.916667	0	0	0	0	224	273	290	0	129	0	0	0	101	0	105	0	0	0	0	292	0	0	0	0	0
Rad9b	58.916667	0	0	0	0	338	211	383	0	0	0	0	0	0	0	99	0	0	0	0	383	0	0	0	0	0
Itm2b	58.916667	0	0	0	0	305	417	114	0	0	0	0	0	127	0	0	160	0	86	0	114	0	91	0	0	0
Tnfsf9	58.875000	0	0	0	0	481	501	0	0	0	0	0	0	431	0	0	0	0	0	0	0	0	0	0	0	0
Slc30a9	58.875000	0	0	0	0	198	289	236	0	0	0	0	0	84	0	209	0	0	0	0	233	0	164	0	0	0
Runx1	58.875000	0	0	0	0	0	178	213	0	0	0	99	0	161	0	218	0	0	0	0	213	96	90	0	145	0
Rhbdd2	58.875000	0	0	0	0	173	226	206	0	0	0	0	0	127	0	258	0	0	150	0	206	67	0	0	0	0
Plekhg1	58.875000	0	0	0	0	66	862	114	0	181	0	0	0	92	0	0	0	0	0	0	98	0	0	0	0	0
Otud1	58.875000	0	0	0	0	260	360	194	0	0	0	0	0	185	0	145	0	0	0	0	192	77	0	0	0	0
Fgfrl1	58.875000	0	0	0	0	412	445	0	0	0	0	0	0	556	0	0	0	0	0	0	0	0	0	0	0	0
Col13a1	58.875000	0	0	0	0	380	786	0	0	0	0	80	0	167	0	0	0	0	0	0	0	0	0	0	0	0
Wiz	58.833333	0	0	0	0	226	325	284	0	0	0	160	0	133	0	0	0	0	0	0	284	0	0	0	0	0
Taf12	58.833333	0	0	0	0	132	182	160	0	0	0	76	0	102	0	316	0	0	211	0	161	0	72	0	0	0
Slc16a1	58.833333	0	0	0	0	222	258	119	0	0	0	0	0	90	0	216	0	0	115	0	118	91	183	0	0	0
Rnf217	58.833333	0	0	0	0	359	377	0	0	0	0	0	0	676	0	0	0	0	0	0	0	0	0	0	0	0
Etfrf1	58.833333	0	0	0	0	229	227	217	0	0	0	141	0	182	0	100	0	0	0	0	217	0	99	0	0	0
Casc1	58.833333	0	0	0	0	229	227	217	0	0	0	141	0	182	0	100	0	0	0	0	217	0	99	0	0	0
Rab3d	58.791667	0	0	0	0	461	422	196	0	0	0	0	0	138	0	0	0	0	0	0	194	0	0	0	0	0
Tubd1	58.750000	0	0	0	0	324	302	274	0	0	0	0	0	116	0	0	0	0	0	0	274	0	120	0	0	0
Rps6kb1	58.750000	0	0	0	0	324	302	274	0	0	0	0	0	116	0	0	0	0	0	0	274	0	120	0	0	0
Rgs2	58.750000	0	0	0	0	238	159	212	0	0	0	0	0	0	0	240	145	0	0	0	212	0	110	0	94	0
Hspa4l	58.750000	0	0	0	0	278	533	136	0	0	0	111	0	216	0	0	0	0	0	0	136	0	0	0	0	0
Cdk12	58.750000	0	0	0	0	152	156	233	0	0	0	134	0	118	0	162	0	0	0	0	233	0	108	0	114	0
B230219D22Rik	58.750000	0	0	0	0	123	269	101	101	0	0	87	0	121	0	152	0	0	0	0	102	103	151	0	100	0
Arfip1	58.750000	0	0	0	0	323	410	173	0	0	0	0	0	332	0	0	0	0	0	0	172	0	0	0	0	0
Pcm1	58.708333	0	0	0	0	170	276	391	0	0	0	0	0	182	0	0	0	0	0	0	390	0	0	0	0	0
Msh6	58.708333	0	0	0	0	206	322	247	0	0	0	195	0	188	0	0	0	0	0	0	251	0	0	0	0	0
Bnip3	58.666667	0	0	0	0	396	525	0	0	0	0	83	0	181	0	0	0	0	129	0	0	0	94	0	0	0
Tmem250-ps	58.625000	0	0	0	0	219	243	409	0	0	0	0	0	129	0	0	0	0	0	0	407	0	0	0	0	0
Snai3	58.625000	0	0	0	0	357	616	0	0	102	0	109	0	223	0	0	0	0	0	0	0	0	0	0	0	0
Lyrm9	58.625000	0	0	0	0	286	406	210	0	0	0	0	0	177	0	116	0	0	0	0	212	0	0	0	0	0
Capn15	58.625000	0	0	0	0	225	327	266	0	0	0	0	0	134	0	88	0	0	0	0	269	0	0	0	98	0
Atp9b	58.625000	0	0	0	0	245	217	311	0	0	0	0	0	0	0	131	0	0	0	0	309	0	90	0	104	0
Arrdc4	58.625000	0	0	0	0	239	208	201	0	0	0	0	0	147	0	128	0	0	0	0	200	0	124	0	160	0
Arhgap31	58.583333	0	0	0	0	245	251	274	0	0	0	0	0	363	0	0	0	0	0	0	273	0	0	0	0	0
Schip1	58.541667	0	0	0	0	477	454	96	0	0	0	0	0	282	0	0	0	0	0	0	96	0	0	0	0	0
Gna13	58.541667	0	0	0	0	272	538	0	0	0	0	0	0	230	0	136	122	0	107	0	0	0	0	0	0	0
Usp34	58.500000	0	0	0	0	229	544	151	0	0	0	0	0	253	0	77	0	0	0	0	150	0	0	0	0	0
Smad5	58.500000	0	0	0	0	185	458	120	0	0	0	0	0	204	0	101	0	0	95	0	120	0	0	0	121	0
Mrnip	58.500000	0	0	0	0	294	306	256	0	133	0	0	0	165	0	0	0	0	0	0	250	0	0	0	0	0
Acvr1b	58.500000	0	0	0	0	315	341	316	0	0	0	0	0	118	0	0	0	0	0	0	314	0	0	0	0	0
Ttc4	58.458333	0	0	0	0	257	352	211	0	0	0	0	0	219	0	155	0	0	0	0	209	0	0	0	0	0
Tmem106c	58.458333	0	0	0	0	417	369	195	0	0	0	0	0	225	0	0	0	0	0	0	197	0	0	0	0	0
Soga1	58.458333	0	0	0	0	427	600	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0
Rara	58.458333	0	0	0	0	182	705	160	0	0	0	0	0	196	0	0	0	0	0	0	160	0	0	0	0	0
Cdk20	58.458333	0	0	0	0	355	368	182	0	0	0	84	0	228	0	0	0	0	0	0	186	0	0	0	0	0
1700066M21Rik	58.458333	0	0	0	0	199	333	190	0	0	0	0	0	100	0	172	118	0	101	0	190	0	0	0	0	0
Npy2r	58.416667	0	0	0	0	463	385	0	0	0	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo5	58.416667	0	0	0	0	257	418	234	0	0	0	155	0	102	0	0	0	0	0	0	236	0	0	0	0	0
Atp10d	58.416667	0	0	0	0	179	436	162	0	171	0	0	0	183	0	0	0	0	0	0	164	0	107	0	0	0
Ap1ar	58.416667	0	0	0	0	238	308	201	0	0	0	0	0	210	0	154	0	0	90	0	201	0	0	0	0	0
Aff4	58.416667	0	0	0	0	341	514	114	0	0	0	162	0	159	0	0	0	0	0	0	112	0	0	0	0	0
Swap70	58.375000	0	0	0	0	169	188	104	0	0	0	0	0	112	0	354	0	0	156	0	104	89	125	0	0	0
Prickle4	58.375000	0	0	0	0	322	478	127	0	0	0	0	0	135	0	108	105	0	0	0	126	0	0	0	0	0
Mical2	58.375000	0	0	0	0	205	192	182	0	0	0	0	0	277	0	163	0	0	0	0	182	89	111	0	0	0
Kit	58.375000	0	0	0	0	410	357	117	0	177	0	0	0	222	0	0	0	0	0	0	118	0	0	0	0	0
Frs3	58.375000	0	0	0	0	322	478	127	0	0	0	0	0	135	0	108	105	0	0	0	126	0	0	0	0	0
Atn1	58.375000	0	0	0	0	424	533	0	0	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0
Tmed7	58.333333	0	0	0	0	421	227	214	0	0	0	98	0	225	0	0	0	0	0	0	215	0	0	0	0	0
Eif1a	58.333333	0	0	0	0	421	227	214	0	0	0	98	0	225	0	0	0	0	0	0	215	0	0	0	0	0
Ccng2	58.333333	0	0	0	0	244	546	111	0	0	0	0	0	130	0	172	86	0	0	0	111	0	0	0	0	0
Arl8b	58.333333	0	0	0	0	228	442	228	0	0	0	77	0	113	0	0	0	0	0	0	228	0	84	0	0	0
Cfap298	58.291667	0	0	0	0	254	289	264	0	0	0	123	0	207	0	0	0	0	0	0	262	0	0	0	0	0
Amz2	58.291667	0	0	0	0	301	360	197	0	0	0	91	0	131	0	121	0	0	0	0	198	0	0	0	0	0
2300009A05Rik	58.291667	0	0	0	0	192	357	148	0	0	0	0	0	138	0	205	0	0	139	0	150	0	70	0	0	0
Senp8	58.250000	0	0	0	0	331	384	284	0	0	0	0	0	113	0	0	0	0	0	0	286	0	0	0	0	0
Nrbp1	58.250000	0	0	0	0	170	323	0	0	0	0	129	0	119	0	211	140	0	0	0	0	75	139	0	92	0
Myo9a	58.250000	0	0	0	0	331	384	284	0	0	0	0	0	113	0	0	0	0	0	0	286	0	0	0	0	0
Elf2	58.250000	0	0	0	0	280	578	0	0	0	0	100	0	440	0	0	0	0	0	0	0	0	0	0	0	0
Magi3	58.208333	0	0	0	0	209	354	274	0	0	0	0	0	166	0	120	0	0	0	0	274	0	0	0	0	0
Limk1	58.208333	0	0	0	0	314	242	227	0	111	0	0	0	275	0	0	0	0	0	0	228	0	0	0	0	0
Tmem121b	58.166667	0	0	0	0	404	478	114	0	0	0	0	0	283	0	0	0	0	0	0	117	0	0	0	0	0
Pcna	58.166667	0	0	0	0	104	235	265	0	0	0	0	0	115	0	99	0	0	0	0	267	0	174	0	137	0
Gstm1	58.166667	0	0	0	0	216	362	261	0	0	0	0	0	160	0	138	0	0	0	0	259	0	0	0	0	0
Rps23rg1	58.125000	0	0	0	0	373	932	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0
Naa30	58.125000	0	0	0	0	284	335	168	0	0	0	194	0	113	0	133	0	0	0	0	168	0	0	0	0	0
Dop1a	58.125000	0	0	0	0	287	359	271	0	0	0	80	0	128	0	0	0	0	0	0	270	0	0	0	0	0
Ankrd12	58.125000	0	0	0	0	225	380	270	0	0	0	0	0	250	0	0	0	0	0	0	270	0	0	0	0	0
Zfp664	58.083333	0	0	0	0	207	301	241	0	0	0	122	0	117	0	165	0	0	0	0	241	0	0	0	0	0
Ppp6r3	58.083333	0	0	0	0	369	398	163	0	0	0	0	0	303	0	0	0	0	0	0	161	0	0	0	0	0
Pofut1	58.083333	0	0	0	0	286	428	177	0	0	0	0	0	328	0	0	0	0	0	0	175	0	0	0	0	0
Plagl2	58.083333	0	0	0	0	286	428	177	0	0	0	0	0	328	0	0	0	0	0	0	175	0	0	0	0	0
Ndufa12	58.083333	0	0	0	0	213	192	193	0	0	0	115	0	171	0	109	0	0	0	0	193	90	118	0	0	0
