Target_genes	Ctnnb1|Average	SRX172938|Embryonic_kidney	SRX172939|Embryonic_kidney	SRX1293143|Hematopoietic_Stem_Cells	SRX1293144|Hematopoietic_Stem_Cells	SRX1293145|Hematopoietic_Stem_Cells	SRX116906|Hepatocytes	SRX6818033|Mesenchymal_stem_cells	SRX6818034|Mesenchymal_stem_cells	SRX6818035|Mesenchymal_stem_cells	SRX6818036|Mesenchymal_stem_cells	SRX5723671|mIMCD-3	SRX5723672|mIMCD-3	SRX5723673|mIMCD-3	SRX5723674|mIMCD-3	SRX5723677|mIMCD-3	SRX5723678|mIMCD-3	SRX5723679|mIMCD-3	SRX5723680|mIMCD-3	SRX7856417|Trophoblast_stem_cells	SRX7856418|Trophoblast_stem_cells	STRING
Epb41l5	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0
Diaph3	10.000000	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Cmbl	10.000000	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Cdkn2aipnl	10.000000	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Ttr	9.950000	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eya1	9.950000	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0
Arf3	9.950000	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap11a	9.900000	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0
Cyb5r2	9.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Chst1	9.850000	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0
Ly9	9.800000	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo8	9.800000	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0
Dpp9	9.800000	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0
Cep44	9.800000	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0
Art3	9.800000	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0
Usf3	9.750000	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0
Rsph3b	9.750000	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0
Lgals2	9.750000	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0
Fam185a	9.750000	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0
Col6a2	9.750000	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc146	9.750000	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0
Ttc17	9.700000	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0
Stxbp4	9.700000	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0
Scx	9.700000	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0
Prmt5	9.700000	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0
Kansl2	9.700000	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0
Cox11	9.700000	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0
Blmh	9.700000	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcdin3d	9.650000	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0
Abcf3	9.650000	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0
Rpf1	9.600000	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0
Pigm	9.600000	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0
Pcif1	9.600000	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0
Klhl33	9.600000	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0
Frat1	9.600000	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0
Ddost	9.600000	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0
Abca14	9.600000	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35e2	9.550000	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsad1	9.550000	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Rere	9.550000	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Rcan1	9.550000	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Polr3e	9.550000	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Col8a1	9.550000	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Smg5	9.500000	0	0	0	0	0	0	97	0	93	0	0	0	0	0	0	0	0	0	0	0	0
Smad7	9.500000	0	70	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb9g	9.500000	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0
Plec	9.500000	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0
Morf4l2	9.500000	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0
Il6ra	9.500000	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0
Fam227b	9.500000	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0
Dtwd1	9.500000	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0
Camk2g	9.500000	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0
Tnc	9.450000	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0
Plscr2	9.450000	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0
Pcyt1a	9.450000	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0
Fem1b	9.450000	0	85	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0
Ddhd2	9.450000	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0
Coq10a	9.450000	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xkr7	9.400000	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wars2	9.400000	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0
Scn8a	9.400000	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdss1	9.400000	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0
Ncoa4	9.400000	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0
Mcm7	9.400000	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0
Arl14ep	9.400000	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0
Ap4m1	9.400000	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0
Ankfy1	9.400000	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0
Sod2	9.350000	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0
Nudt5	9.350000	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl44	9.350000	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0
Hipk1	9.350000	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0
Gbf1	9.350000	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0
Cdc123	9.350000	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0
Ctnna3	9.300000	0	109	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0
Bcar3	9.300000	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0
Akap11	9.300000	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zwint	9.250000	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0
Tut1	9.250000	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0
Tafa5	9.250000	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssbp1	9.250000	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a6	9.250000	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0
Rps14	9.250000	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0
Olfr99	9.250000	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0
Mtx2	9.250000	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atraid	9.250000	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0
Znhit1	9.200000	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0
Wwox	9.200000	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0
Tbrg4	9.200000	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0
Plod3	9.200000	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0
Nfatc2ip	9.200000	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0
Mocs2	9.200000	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0
Jazf1	9.200000	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0
Impg2	9.200000	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0
Galnt10	9.200000	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0
Dad1	9.200000	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0
Cherp	9.200000	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0
Abhd4	9.200000	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0
2310057M21Rik	9.200000	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp574	9.150000	0	0	0	0	0	0	73	0	110	0	0	0	0	0	0	0	0	0	0	0	0
Lyn	9.150000	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
Eif4a1	9.150000	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
Eif1	9.150000	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
B230219D22Rik	9.150000	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
Anp32e	9.150000	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
Pigq	9.100000	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0
Med23	9.100000	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0
Fasn	9.100000	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0
Dhps	9.100000	0	0	0	0	0	0	87	0	95	0	0	0	0	0	0	0	0	0	0	0	0
BC004004	9.100000	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0
Usp36	9.050000	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Repin1	9.050000	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Lyrm4	9.050000	0	0	0	0	0	76	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0
Fars2	9.050000	0	0	0	0	0	76	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0
Nup50	9.000000	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Nat10	9.000000	0	0	0	0	0	0	74	0	106	0	0	0	0	0	0	0	0	0	0	0	0
Il6st	9.000000	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Ccn3	9.000000	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Atg14	9.000000	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tshz1	8.950000	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Timm22	8.950000	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpf	8.950000	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Ddx39b	8.950000	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Calhm5	8.950000	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
St8sia6	8.900000	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Noct	8.900000	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
Lonp1	8.900000	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
Ifi203	8.900000	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
Cemip2	8.900000	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
Catsperd	8.900000	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
Stam	8.850000	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0
Zfp119a	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Virma	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Utp3	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Timm9	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Taco1	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Smpd3	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Slbp	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Rptor	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Rbbp5	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Psmb2	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Ncbp3	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Nacc2	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Myl12a	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Mpc2	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Klhl18	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Kif9	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Gm20594	8.800000	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enpep	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf6	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Cpne3	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Cetn4	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Capn10	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Bbs12	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Aldh3a1	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
2700049A03Rik	8.800000	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Wwc2	8.750000	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0
Wdr43	8.750000	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0
Vps11	8.750000	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0
Tpbg	8.750000	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0
Thyn1	8.750000	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snrpd1	8.750000	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0
Nup35	8.750000	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0
Man1b1	8.750000	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0
Ift46	8.750000	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0
Ccnt2	8.750000	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0
BC005537	8.750000	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0
Acad8	8.750000	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp292	8.700000	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yju2	8.700000	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0
Wdr78	8.700000	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0
Tctn3	8.700000	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scnn1g	8.700000	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptcd3	8.700000	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0
Polr1a	8.700000	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0
Mier1	8.700000	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0
Entpd1	8.700000	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3d	8.700000	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0
Ddx18	8.700000	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0
Cwc22	8.700000	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb7b	8.650000	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Uimc1	8.650000	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Socs1	8.650000	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Ranbp2	8.650000	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Mterf4	8.650000	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1r1	8.650000	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Dhx33	8.650000	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Clcn7	8.650000	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Tmem267	8.600000	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsph3a	8.600000	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
H4c14	8.600000	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Got1	8.600000	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Fau	8.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0
Chst15	8.600000	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Atrnl1	8.600000	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a28	8.550000	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Sgms1	8.550000	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Sf3b3	8.550000	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Ndufs8	8.550000	0	0	0	0	0	0	81	0	90	0	0	0	0	0	0	0	0	0	0	0	0
Ireb2	8.550000	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Frg2f1	8.550000	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Foxj3	8.550000	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Cog4	8.550000	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Cited2	8.550000	77	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd5	8.550000	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp119b	8.500000	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0
Tmem182	8.500000	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0
Tmem176b	8.500000	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem176a	8.500000	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sowahc	8.500000	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0
Septin10	8.500000	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0
Pan2	8.500000	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa3	8.500000	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lgals1	8.500000	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0
Fntb	8.500000	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0
Fnbp1	8.500000	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap8l	8.500000	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0
Ufl1	8.450000	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a36	8.450000	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Runx1t1	8.450000	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Rps19	8.450000	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Plcd3	8.450000	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Per1	8.450000	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Opa1	8.450000	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Napa	8.450000	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Mtus1	8.450000	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Micos10	8.450000	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Kifc1	8.450000	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Gba	8.450000	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Acbd4	8.450000	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Wdr27	8.400000	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0
Snai2	8.400000	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb6a	8.400000	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ripk1	8.400000	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc59	8.400000	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bid	8.400000	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0
1600012H06Rik	8.400000	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0
1110038F14Rik	8.400000	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0
Zfp609	8.350000	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tram1	8.350000	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0
8030462N17Rik	8.350000	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0
Tor1aip2	8.300000	0	0	0	0	0	80	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0
Tor1aip1	8.300000	0	0	0	0	0	80	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0
Tomm6	8.300000	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a32	8.300000	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0
Jmjd1c	8.300000	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0
Eif4e	8.300000	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf13	8.300000	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0
Aacs	8.300000	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0
Rnpc3	8.250000	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0
Nudt13	8.250000	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl3c1	8.200000	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0
Kctd9	8.200000	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0
Ist1	8.200000	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0
Gadd45b	8.200000	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0
Cdca2	8.200000	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0
Trmo	8.150000	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
