Target_genes	Stat5b|Average	SRX3067395|CD4-Positive_T-Lymphocytes	SRX3067396|CD4-Positive_T-Lymphocytes	SRX3067405|CD4-Positive_T-Lymphocytes	SRX3067406|CD4-Positive_T-Lymphocytes	SRX3067407|CD4-Positive_T-Lymphocytes	SRX3067408|CD4-Positive_T-Lymphocytes	SRX3067401|CD8-Positive_T-Lymphocytes	SRX3067402|CD8-Positive_T-Lymphocytes	SRX041331|Dendritic_Cells	SRX041332|Dendritic_Cells	SRX041333|Dendritic_Cells	SRX187509|Mammary_cells	SRX187514|Mammary_cells	SRX3006598|Spleen	SRX3006599|Spleen	SRX3006600|Spleen	SRX3006601|Spleen	SRX041284|T-Lymphocytes	SRX041285|T-Lymphocytes	SRX132013|T-Lymphocytes	SRX132016|T-Lymphocytes	SRX132019|T-Lymphocytes	SRX132022|T-Lymphocytes	SRX041281|Th1_Cells	SRX191131|Th9	SRX353400|Th9	SRX353401|Th9	SRX353404|Th9	SRX353405|Th9	STRING
Tmem230	13.275862	0	0	110	141	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdx6	13.275862	0	0	0	0	0	0	0	0	0	217	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32687	13.275862	0	0	0	133	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
Atp8b2	13.275862	0	0	0	0	0	0	0	0	0	235	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trp53rkb	13.241379	0	0	84	162	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd6b	13.241379	0	0	0	112	0	174	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4f18	13.241379	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310057M21Rik	13.241379	0	0	0	116	125	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tor1a	13.206897	0	0	0	0	0	0	0	0	0	252	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgl2	13.206897	0	0	0	124	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0
Msra	13.206897	0	0	0	133	0	109	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps31	13.206897	0	0	131	0	170	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp800	13.172414	0	180	0	85	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp748	13.172414	0	0	0	0	0	0	0	0	0	267	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenot	13.172414	0	0	0	144	119	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nabp2	13.172414	0	0	0	112	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0
Mrps33	13.172414	0	0	0	178	0	99	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Memo1	13.172414	0	0	0	133	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egr2	13.172414	0	0	0	0	189	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf9	13.137931	0	83	0	150	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sypl	13.137931	0	0	115	160	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scaf11	13.137931	0	0	0	137	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0
Rad17	13.137931	0	83	0	150	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gzma	13.137931	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galm	13.137931	0	0	0	0	0	0	0	0	0	183	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmtm8	13.137931	0	0	0	0	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ak6	13.137931	0	83	0	150	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb44	13.103448	0	0	0	102	149	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smap2	13.103448	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrp1b	13.103448	0	0	0	170	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl9	13.103448	0	0	0	219	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpy19l4	13.103448	0	0	0	106	64	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0
Atp9b	13.103448	0	0	0	0	114	167	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9430069I07Rik	13.103448	0	0	0	0	0	0	0	0	0	244	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yars	13.068966	0	108	0	0	0	0	0	0	0	178	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trdmt1	13.068966	0	0	0	142	81	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100pbp	13.068966	0	108	0	0	0	0	0	0	0	178	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdcd2	13.068966	0	0	76	131	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrp2	13.068966	0	0	0	0	0	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nomo1	13.068966	0	0	135	122	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapkbp1	13.068966	0	0	0	126	0	111	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenps	13.068966	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	158	0	0	0	0	0
Ash1l	13.068966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0
Arl14	13.068966	0	0	0	0	0	0	0	0	0	205	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpini1	13.034483	0	0	0	70	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	93	0
Rpgrip1l	13.034483	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	145	0
Pdcd10	13.034483	0	0	0	70	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	93	0
Gon4l	13.034483	0	0	0	66	0	91	0	0	0	109	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fto	13.034483	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	145	0
Vdac2	13.000000	0	0	0	226	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oasl2	13.000000	0	0	0	0	116	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps15	13.000000	0	0	0	111	0	129	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Man2c1	13.000000	0	0	0	145	134	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif21b	13.000000	0	0	0	0	0	0	0	0	0	199	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnai3	13.000000	0	0	0	97	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0
Adam11	13.000000	0	0	0	0	0	0	0	0	0	140	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nktr	12.965517	0	0	0	128	0	0	0	0	0	0	142	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl12	12.965517	0	0	0	154	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0
Hlcs	12.965517	0	0	0	189	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk5rap2	12.965517	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0
Pdrg1	12.931034	0	0	96	189	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mknk1	12.931034	0	0	0	0	174	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0
Fam149b	12.931034	0	0	0	101	135	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2ak3	12.931034	0	0	0	85	80	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecd	12.931034	0	0	0	101	135	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn12	12.931034	0	0	0	100	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmpste24	12.896552	0	0	0	114	126	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifit3b	12.896552	0	0	0	0	0	0	0	0	0	214	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dux	12.896552	0	0	0	255	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmx1	12.862069	0	0	0	109	0	51	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r5a	12.862069	0	0	0	107	0	130	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl1	12.862069	0	0	0	91	0	137	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifngr1	12.862069	0	0	0	123	0	133	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D8Ertd738e	12.862069	0	0	0	139	0	143	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccser2	12.862069	0	0	0	0	0	0	0	0	0	0	0	167	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankle2	12.862069	0	0	76	176	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alyref2	12.862069	0	107	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0
Adpgk	12.862069	0	0	0	146	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp143	12.827586	0	0	71	96	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0
Lrriq3	12.827586	0	0	0	150	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fpgt	12.827586	0	0	0	150	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt16	12.793103	0	0	0	159	0	88	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itgb1bp1	12.793103	0	0	0	135	0	123	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpsf3	12.793103	0	0	0	135	0	123	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbbp8nl	12.758621	0	0	0	0	0	0	0	0	0	0	0	192	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc6	12.758621	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acyp1	12.758621	0	0	0	126	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zeb1	12.724138	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0
Tmem39a	12.724138	0	0	0	189	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ulk2	12.689655	0	0	0	106	117	75	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slirp	12.689655	0	0	179	127	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samd1	12.689655	0	0	0	134	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0
Qrfprl	12.689655	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrp	12.689655	0	0	179	127	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl53	12.689655	0	0	118	127	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gid8	12.689655	0	0	0	176	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
Dido1	12.689655	0	0	0	176	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
Crk	12.689655	0	0	0	124	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkbh1	12.689655	0	0	179	127	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scyl3	12.655172	0	0	0	141	104	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl11	12.655172	0	0	0	136	0	98	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Poll	12.655172	0	0	165	75	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0
Ldlrad4	12.655172	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	149	0	0
Endov	12.655172	0	0	0	91	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Dpcd	12.655172	0	0	165	75	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0
BC003965	12.655172	0	75	107	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp617	12.620690	0	0	0	164	84	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rint1	12.620690	0	0	0	117	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0
Rgcc	12.620690	0	0	0	123	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0
Rbsn	12.620690	0	0	0	223	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coq3	12.620690	0	0	0	109	0	106	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd28	12.620690	0	0	0	162	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0
Slx4ip	12.586207	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0
Rab10	12.586207	0	0	0	84	0	136	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mkks	12.586207	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0
Gm6570	12.586207	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cln5	12.586207	0	0	0	110	0	98	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btaf1	12.586207	0	0	0	160	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfand4	12.551724	0	0	0	0	0	0	0	0	0	231	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubn2	12.551724	0	0	0	119	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0
Reep5	12.551724	0	0	0	0	0	0	0	0	0	233	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pold4	12.551724	0	0	0	0	0	0	0	0	0	254	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfkb1	12.551724	0	0	0	95	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcl1	12.551724	0	0	113	110	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdhd2	12.551724	0	0	0	120	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0
H1f4	12.551724	0	0	0	217	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ercc6l2	12.551724	0	0	0	133	86	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alad	12.551724	0	0	0	160	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnps1	12.517241	0	110	0	115	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufb5	12.517241	0	0	0	150	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0
Mrpl47	12.517241	0	0	0	150	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0
Lsm2	12.517241	0	0	0	152	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fitm2	12.517241	0	0	0	156	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0
Tm4sf19	12.482759	0	0	0	0	0	0	0	0	0	213	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a14	12.482759	0	0	0	0	0	0	0	0	0	126	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pxk	12.482759	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0
Mrpl41	12.482759	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo33	12.482759	0	0	0	158	0	117	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apoe	12.482759	0	0	0	0	0	0	0	0	0	211	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akirin1	12.482759	0	0	0	146	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf4	12.448276	0	0	0	176	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab5b	12.448276	0	0	0	90	0	0	0	0	0	159	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gins4	12.448276	0	0	0	163	130	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clcn4	12.448276	0	0	190	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp41	12.413793	0	116	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Zdhhc5	12.413793	0	0	0	143	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx25	12.413793	0	0	0	150	114	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nras	12.413793	0	0	0	228	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lekr1	12.413793	0	0	102	105	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gfpt1	12.413793	0	0	0	102	0	119	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edc4	12.413793	0	0	0	117	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0
Tmem175	12.379310	0	0	0	109	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0
Prmt7	12.379310	0	0	96	110	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ints2	12.379310	0	0	0	132	86	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gid4	12.379310	0	0	0	109	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0
Gak	12.379310	0	0	0	109	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0
Fus	12.379310	0	0	0	82	0	163	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo7	12.379310	0	154	0	134	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dis3	12.379310	0	0	0	139	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0
Wdr27	12.344828	0	0	0	144	0	0	0	0	0	104	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsg101	12.344828	0	0	0	213	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sik3	12.344828	0	0	0	148	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec61g	12.344828	0	228	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps19	12.344828	0	0	0	129	0	119	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morf4l1	12.344828	0	0	0	112	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcun1d5	12.344828	0	0	0	183	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adk	12.344828	0	0	0	219	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810055G02Rik	12.344828	0	0	0	0	0	99	0	0	0	126	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600012H06Rik	12.344828	0	0	0	144	0	0	0	0	0	104	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp148	12.310345	0	0	0	109	148	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syvn1	12.310345	0	0	0	0	0	0	0	0	0	79	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0
Ppp1r15a	12.310345	0	0	0	114	0	0	0	0	0	93	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekha4	12.310345	0	0	0	114	0	0	0	0	0	93	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2b5	12.310345	0	0	0	122	0	107	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgkg	12.310345	0	0	0	0	0	0	0	0	0	199	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccpg1os	12.310345	0	0	0	104	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Ccpg1	12.310345	0	0	0	104	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Pole4	12.275862	0	0	0	212	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map2k2	12.275862	0	0	0	108	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0
Dennd11	12.275862	0	0	0	0	0	0	0	0	0	188	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cct8	12.275862	0	0	0	98	92	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arpp19	12.275862	0	0	0	106	0	143	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyrm4	12.241379	0	0	0	163	0	88	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmgn2	12.241379	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	139	0	0	0	0	0
Fars2	12.241379	0	0	0	163	0	88	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap97	12.241379	0	0	0	179	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0
Aggf1	12.241379	0	0	0	103	0	126	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk38l	12.206897	0	0	0	145	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lats1	12.206897	0	0	0	249	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
