Target_genes	Etv5|Average	SRX3775849|Alveolar_type_II_cells	SRX4988100|Embryonic_Stem_Cells	SRX4988101|Embryonic_Stem_Cells	SRX4988102|Embryonic_Stem_Cells	SRX4988103|Embryonic_Stem_Cells	SRX4988104|Embryonic_Stem_Cells	SRX4988105|Embryonic_Stem_Cells	STRING
Zfp266	54.428571	381	0	0	0	0	0	0	0
Zbtb4	54.428571	381	0	0	0	0	0	0	0
Usp38	54.428571	381	0	0	0	0	0	0	0
Tmem201	54.428571	381	0	0	0	0	0	0	0
Smc1a	54.428571	381	0	0	0	0	0	0	0
Setd1a	54.428571	381	0	0	0	0	0	0	0
Ribc1	54.428571	381	0	0	0	0	0	0	0
Rabgef1	54.428571	381	0	0	0	0	0	0	0
Pskh1	54.428571	381	0	0	0	0	0	0	0
Plekhm1	54.428571	381	0	0	0	0	0	0	0
Micall1	54.428571	381	0	0	0	0	0	0	0
Map3k20	54.428571	381	0	0	0	0	0	0	0
Xrcc5	54.285714	380	0	0	0	0	0	0	0
Slirp	54.285714	380	0	0	0	0	0	0	0
Prpf38a	54.285714	380	0	0	0	0	0	0	0
Pisd	54.285714	380	0	0	0	0	0	0	0
Orc1	54.285714	380	0	0	0	0	0	0	0
Ogfod1	54.285714	380	0	0	0	0	0	0	0
Nudt21	54.285714	380	0	0	0	0	0	0	0
Nrp	54.285714	380	0	0	0	0	0	0	0
Gtf2a2	54.285714	380	0	0	0	0	0	0	0
Fam168a	54.285714	380	0	0	0	0	0	0	0
Alkbh1	54.285714	380	0	0	0	0	0	0	0
Srsf1	54.142857	379	0	0	0	0	0	0	0
Rnaset2a	54.142857	379	0	0	0	0	0	0	0
Prpf38b	54.142857	379	0	0	0	0	0	0	0
Ppp1ccb	54.142857	379	0	0	0	0	0	0	0
Ppp1cc	54.142857	379	0	0	0	0	0	0	0
Pms2	54.142857	379	0	0	0	0	0	0	0
Nr1d2	54.142857	379	0	0	0	0	0	0	0
Lcmt2	54.142857	379	0	0	0	0	0	0	0
Golga7	54.142857	379	0	0	0	0	0	0	0
Drosha	54.142857	379	0	0	0	0	0	0	0
Dpep2	54.142857	379	0	0	0	0	0	0	0
Aimp2	54.142857	379	0	0	0	0	0	0	0
Adal	54.142857	379	0	0	0	0	0	0	0
6030458C11Rik	54.142857	379	0	0	0	0	0	0	0
Zc3h11a	54.000000	378	0	0	0	0	0	0	0
Zbed6	54.000000	378	0	0	0	0	0	0	0
Ubn2	54.000000	378	0	0	0	0	0	0	0
Tsta3	54.000000	378	0	0	0	0	0	0	0
Sgtb	54.000000	378	0	0	0	0	0	0	0
Paip2	54.000000	378	0	0	0	0	0	0	0
Nol6	54.000000	378	0	0	0	0	0	0	0
Nln	54.000000	378	0	0	0	0	0	0	0
Krcc1	54.000000	378	0	0	0	0	0	0	0
Hdhd2	54.000000	378	0	0	0	0	0	0	0
Faah	54.000000	378	0	0	0	0	0	0	0
Erbin	54.000000	378	0	0	0	0	0	0	0
Tti1	53.857143	377	0	0	0	0	0	0	0
Snx8	53.857143	377	0	0	0	0	0	0	0
Rprd1b	53.857143	377	0	0	0	0	0	0	0
Plcxd2	53.857143	377	0	0	0	0	0	0	0
Nr2c1	53.857143	377	0	0	0	0	0	0	0
Mrps23	53.857143	377	0	0	0	0	0	0	0
Mprip	53.857143	377	0	0	0	0	0	0	0
Fnip2	53.857143	377	0	0	0	0	0	0	0
Cbx7	53.857143	377	0	0	0	0	0	0	0
Zbtb46	53.714286	376	0	0	0	0	0	0	0
Lactb	53.714286	376	0	0	0	0	0	0	0
Gtdc1	53.714286	376	0	0	0	0	0	0	0
Cdk9	53.714286	376	0	0	0	0	0	0	0
Szt2	53.571429	375	0	0	0	0	0	0	0
Snx12	53.571429	375	0	0	0	0	0	0	0
Sh3glb2	53.571429	375	0	0	0	0	0	0	0
Ptp4a2	53.571429	375	0	0	0	0	0	0	0
Prps1	53.571429	375	0	0	0	0	0	0	0
Med8	53.571429	375	0	0	0	0	0	0	0
Gopc	53.571429	375	0	0	0	0	0	0	0
Gnai3	53.571429	375	0	0	0	0	0	0	0
Cdyl2	53.571429	375	0	0	0	0	0	0	0
Tmem131	53.428571	374	0	0	0	0	0	0	0
Tfip11	53.428571	374	0	0	0	0	0	0	0
Tepsin	53.428571	374	0	0	0	0	0	0	0
Syne2	53.428571	374	0	0	0	0	0	0	0
Smchd1	53.428571	374	0	0	0	0	0	0	0
Polrmt	53.428571	374	0	0	0	0	0	0	0
Pigx	53.428571	374	0	0	0	0	0	0	0
Pcgf1	53.428571	374	0	0	0	0	0	0	0
Pcbp1	53.428571	374	0	0	0	0	0	0	0
Ndufaf8	53.428571	374	0	0	0	0	0	0	0
Fam241b	53.428571	374	0	0	0	0	0	0	0
Dhx34	53.428571	374	0	0	0	0	0	0	0
Cep19	53.428571	374	0	0	0	0	0	0	0
Arl14ep	53.428571	374	0	0	0	0	0	0	0
Tmem198b	53.285714	373	0	0	0	0	0	0	0
Slc26a2	53.285714	373	0	0	0	0	0	0	0
Nufip1	53.285714	373	0	0	0	0	0	0	0
Mettl21a	53.285714	373	0	0	0	0	0	0	0
Gpalpp1	53.285714	373	0	0	0	0	0	0	0
Dnajc14	53.285714	373	0	0	0	0	0	0	0
1110038F14Rik	53.285714	373	0	0	0	0	0	0	0
Zfp715	53.142857	372	0	0	0	0	0	0	0
Spopl	53.142857	372	0	0	0	0	0	0	0
Nvl	53.142857	372	0	0	0	0	0	0	0
Fbxl13	53.142857	372	0	0	0	0	0	0	0
Cpne3	53.142857	372	0	0	0	0	0	0	0
Armc10	53.142857	372	0	0	0	0	0	0	0
Xpot	53.000000	371	0	0	0	0	0	0	0
Rock2	53.000000	371	0	0	0	0	0	0	0
Rasd2	53.000000	371	0	0	0	0	0	0	0
Ndufv1	53.000000	371	0	0	0	0	0	0	0
Dido1	53.000000	371	0	0	0	0	0	0	0
Bclaf3	53.000000	371	0	0	0	0	0	0	0
Atp2b1	53.000000	371	0	0	0	0	0	0	0
Strap	52.857143	370	0	0	0	0	0	0	0
Rnf169	52.857143	370	0	0	0	0	0	0	0
Lrrc47	52.857143	370	0	0	0	0	0	0	0
Kif15	52.857143	370	0	0	0	0	0	0	0
Hmox2	52.857143	370	0	0	0	0	0	0	0
Copg2	52.857143	370	0	0	0	0	0	0	0
Cbll1	52.857143	370	0	0	0	0	0	0	0
1110059G10Rik	52.857143	370	0	0	0	0	0	0	0
Spryd3	52.714286	369	0	0	0	0	0	0	0
Slc49a4	52.714286	369	0	0	0	0	0	0	0
Rela	52.714286	369	0	0	0	0	0	0	0
Pibf1	52.714286	369	0	0	0	0	0	0	0
Npc2	52.714286	369	0	0	0	0	0	0	0
Isca2	52.714286	369	0	0	0	0	0	0	0
Dis3	52.714286	369	0	0	0	0	0	0	0
Dapk3	52.714286	369	0	0	0	0	0	0	0
Brip1	52.714286	369	0	0	0	0	0	0	0
Wdr44	52.571429	368	0	0	0	0	0	0	0
Prmt2	52.571429	368	0	0	0	0	0	0	0
Pex7	52.571429	368	0	0	0	0	0	0	0
Pbx3	52.571429	368	0	0	0	0	0	0	0
Nfyb	52.571429	368	0	0	0	0	0	0	0
Mthfr	52.571429	368	0	0	0	0	0	0	0
Lypla1	52.571429	368	0	0	0	0	0	0	0
Itgb1bp1	52.571429	368	0	0	0	0	0	0	0
Gde1	52.571429	368	0	0	0	0	0	0	0
Eif3j2	52.571429	368	0	0	0	0	0	0	0
Eif3j1	52.571429	368	0	0	0	0	0	0	0
E130309D02Rik	52.571429	368	0	0	0	0	0	0	0
Dus1l	52.571429	368	0	0	0	0	0	0	0
Cpsf3	52.571429	368	0	0	0	0	0	0	0
Cotl1	52.571429	368	0	0	0	0	0	0	0
Clcn6	52.571429	368	0	0	0	0	0	0	0
Bbs10	52.571429	368	0	0	0	0	0	0	0
Ano6	52.571429	368	0	0	0	0	0	0	0
Zfp612	52.428571	367	0	0	0	0	0	0	0
Yy1	52.428571	367	0	0	0	0	0	0	0
Pym1	52.428571	367	0	0	0	0	0	0	0
Phldb2	52.428571	367	0	0	0	0	0	0	0
Pdia4	52.428571	367	0	0	0	0	0	0	0
Nudt18	52.428571	367	0	0	0	0	0	0	0
Dnajb12	52.428571	367	0	0	0	0	0	0	0
Cep112	52.428571	367	0	0	0	0	0	0	0
Cdk12	52.428571	367	0	0	0	0	0	0	0
Tyk2	52.285714	366	0	0	0	0	0	0	0
Slc39a9	52.285714	366	0	0	0	0	0	0	0
Rps26	52.285714	366	0	0	0	0	0	0	0
Plekhf2	52.285714	366	0	0	0	0	0	0	0
Osbpl6	52.285714	366	0	0	0	0	0	0	0
Nuf2	52.285714	366	0	0	0	0	0	0	0
Nckap1	52.285714	366	0	0	0	0	0	0	0
Mrpl27	52.285714	366	0	0	0	0	0	0	0
Fem1c	52.285714	366	0	0	0	0	0	0	0
Fbxl15	52.285714	366	0	0	0	0	0	0	0
Erh	52.285714	366	0	0	0	0	0	0	0
Entpd4b	52.285714	366	0	0	0	0	0	0	0
Entpd4	52.285714	366	0	0	0	0	0	0	0
Eme1	52.285714	366	0	0	0	0	0	0	0
Dhx15	52.285714	366	0	0	0	0	0	0	0
Cux2	52.285714	366	0	0	0	0	0	0	0
Ccnh	52.285714	366	0	0	0	0	0	0	0
Camta2	52.285714	366	0	0	0	0	0	0	0
Zfand2b	52.142857	365	0	0	0	0	0	0	0
Rab2a	52.142857	365	0	0	0	0	0	0	0
Naxd	52.142857	365	0	0	0	0	0	0	0
Lpcat4	52.142857	365	0	0	0	0	0	0	0
Egr1	52.142857	365	0	0	0	0	0	0	0
Tmem68	52.000000	364	0	0	0	0	0	0	0
Tgs1	52.000000	364	0	0	0	0	0	0	0
Ssbp2	52.000000	364	0	0	0	0	0	0	0
Snupn	52.000000	364	0	0	0	0	0	0	0
Lipo3	52.000000	364	0	0	0	0	0	0	0
Ino80	52.000000	364	0	0	0	0	0	0	0
Golph3	52.000000	364	0	0	0	0	0	0	0
Cfap410	52.000000	364	0	0	0	0	0	0	0
Zscan21	51.857143	363	0	0	0	0	0	0	0
Mthfsl	51.857143	363	0	0	0	0	0	0	0
Hbegf	51.857143	363	0	0	0	0	0	0	0
Aatf	51.857143	363	0	0	0	0	0	0	0
Wars2	51.714286	362	0	0	0	0	0	0	0
Txnrd3	51.714286	362	0	0	0	0	0	0	0
Tmed8	51.714286	362	0	0	0	0	0	0	0
Tbrg1	51.714286	362	0	0	0	0	0	0	0
Stk19	51.714286	362	0	0	0	0	0	0	0
Samd15	51.714286	362	0	0	0	0	0	0	0
Ranbp2	51.714286	362	0	0	0	0	0	0	0
Pacsin2	51.714286	362	0	0	0	0	0	0	0
Map4k4	51.714286	362	0	0	0	0	0	0	0
Maco1	51.714286	362	0	0	0	0	0	0	0
Lsm11	51.714286	362	0	0	0	0	0	0	0
Hsdl1	51.714286	362	0	0	0	0	0	0	0
Dxo	51.714286	362	0	0	0	0	0	0	0
Dnaaf1	51.714286	362	0	0	0	0	0	0	0
Xpa	51.571429	361	0	0	0	0	0	0	0
Usp15	51.571429	361	0	0	0	0	0	0	0
Sys1	51.571429	361	0	0	0	0	0	0	0
Rpl5	51.571429	361	0	0	0	0	0	0	0
Nek11	51.571429	361	0	0	0	0	0	0	0
Glcci1	51.571429	361	0	0	0	0	0	0	0
Chd1l	51.571429	361	0	0	0	0	0	0	0
Aste1	51.571429	361	0	0	0	0	0	0	0
Zfp64	51.428571	360	0	0	0	0	0	0	0
Ypel5	51.428571	360	0	0	0	0	0	0	0
Thap4	51.428571	360	0	0	0	0	0	0	0
Nek8	51.428571	360	0	0	0	0	0	0	0
Morf4l1	51.428571	360	0	0	0	0	0	0	0
Hspa8	51.428571	360	0	0	0	0	0	0	0
Fam222b	51.428571	360	0	0	0	0	0	0	0
Atg4b	51.428571	360	0	0	0	0	0	0	0
Thada	51.285714	359	0	0	0	0	0	0	0
Srsf2	51.285714	359	0	0	0	0	0	0	0
Rpl37a	51.285714	359	0	0	0	0	0	0	0
Pld2	51.285714	359	0	0	0	0	0	0	0
Mfsd11	51.285714	359	0	0	0	0	0	0	0
Dnajc3	51.285714	359	0	0	0	0	0	0	0
9430038I01Rik	51.285714	359	0	0	0	0	0	0	0
Zfp184	51.142857	358	0	0	0	0	0	0	0
Slc43a2	51.142857	358	0	0	0	0	0	0	0
Sftpa1	51.142857	358	0	0	0	0	0	0	0
Rabgap1l	51.142857	358	0	0	0	0	0	0	0
Pnn	51.142857	358	0	0	0	0	0	0	0
Orai1	51.142857	358	0	0	0	0	0	0	0
Nup155	51.142857	358	0	0	0	0	0	0	0
Nudt17	51.142857	358	0	0	0	0	0	0	0
Naf1	51.142857	358	0	0	0	0	0	0	0
Mfn1	51.142857	358	0	0	0	0	0	0	0
Lcorl	51.142857	358	0	0	0	0	0	0	0
Eif3a	51.142857	358	0	0	0	0	0	0	0
Ccne2	51.142857	358	0	0	0	0	0	0	0
Als2	51.142857	358	0	0	0	0	0	0	0
Tmem87a	51.000000	357	0	0	0	0	0	0	0
Them4	51.000000	357	0	0	0	0	0	0	0
Tex14	51.000000	357	0	0	0	0	0	0	0
Tecpr2	51.000000	357	0	0	0	0	0	0	0
Spry4	51.000000	357	0	0	0	0	0	0	0
Qrich1	51.000000	357	0	0	0	0	0	0	0
Poln	51.000000	357	0	0	0	0	0	0	0
Klf10	51.000000	357	0	0	0	0	0	0	0
Hnrnpul1	51.000000	357	0	0	0	0	0	0	0
Haus3	51.000000	357	0	0	0	0	0	0	0
Ganc	51.000000	357	0	0	0	0	0	0	0
Cinp	51.000000	357	0	0	0	0	0	0	0
Atp7b	51.000000	357	0	0	0	0	0	0	0
Alg11	51.000000	357	0	0	0	0	0	0	0
Sephs1	50.857143	356	0	0	0	0	0	0	0
Rhbdd2	50.857143	356	0	0	0	0	0	0	0
Nudt8	50.857143	356	0	0	0	0	0	0	0
Mad2l1bp	50.857143	356	0	0	0	0	0	0	0
Lrrc40	50.857143	356	0	0	0	0	0	0	0
Kti12	50.857143	356	0	0	0	0	0	0	0
Jund	50.857143	356	0	0	0	0	0	0	0
Eef2	50.857143	356	0	0	0	0	0	0	0
Dicer1	50.857143	356	0	0	0	0	0	0	0
Aldh9a1	50.857143	356	0	0	0	0	0	0	0
Txndc12	50.714286	355	0	0	0	0	0	0	0
Top2b	50.714286	355	0	0	0	0	0	0	0
Timm17b	50.714286	355	0	0	0	0	0	0	0
Srsf6	50.714286	355	0	0	0	0	0	0	0
Ptgr2	50.714286	355	0	0	0	0	0	0	0
Pqbp1	50.714286	355	0	0	0	0	0	0	0
Pitpna	50.714286	355	0	0	0	0	0	0	0
N4bp2l2	50.714286	355	0	0	0	0	0	0	0
Mfap3l	50.714286	355	0	0	0	0	0	0	0
Fam160b2	50.714286	355	0	0	0	0	0	0	0
Btf3l4	50.714286	355	0	0	0	0	0	0	0
Ttc41	50.571429	354	0	0	0	0	0	0	0
Snapin	50.571429	354	0	0	0	0	0	0	0
Mcrip1	50.571429	354	0	0	0	0	0	0	0
Hsp90b1	50.571429	354	0	0	0	0	0	0	0
Adpgk	50.571429	354	0	0	0	0	0	0	0
Sp4	50.428571	353	0	0	0	0	0	0	0
Smarcc1	50.428571	353	0	0	0	0	0	0	0
Slc39a14	50.428571	353	0	0	0	0	0	0	0
Sesn1	50.428571	353	0	0	0	0	0	0	0
Safb	50.428571	353	0	0	0	0	0	0	0
Safb2	50.428571	353	0	0	0	0	0	0	0
Reep5	50.428571	353	0	0	0	0	0	0	0
Phc1	50.428571	353	0	0	0	0	0	0	0
Pear1	50.428571	353	0	0	0	0	0	0	0
Nedd8	50.428571	353	0	0	0	0	0	0	0
Mtf2	50.428571	353	0	0	0	0	0	0	0
Mri1	50.428571	353	0	0	0	0	0	0	0
Mob3c	50.428571	353	0	0	0	0	0	0	0
Kmt2d	50.428571	353	0	0	0	0	0	0	0
Hip1r	50.428571	353	0	0	0	0	0	0	0
Gmpr2	50.428571	353	0	0	0	0	0	0	0
Fam83b	50.428571	353	0	0	0	0	0	0	0
Dmap1	50.428571	353	0	0	0	0	0	0	0
Cox14	50.428571	353	0	0	0	0	0	0	0
Cep57l1	50.428571	353	0	0	0	0	0	0	0
Ccdc15	50.428571	353	0	0	0	0	0	0	0
Atp6v1h	50.428571	353	0	0	0	0	0	0	0
Alg1	50.428571	353	0	0	0	0	0	0	0
Ring1	50.285714	352	0	0	0	0	0	0	0
Ptpn11	50.285714	352	0	0	0	0	0	0	0
Ncbp3	50.285714	352	0	0	0	0	0	0	0
Ilf3	50.285714	352	0	0	0	0	0	0	0
Igf2r	50.285714	352	0	0	0	0	0	0	0
H2aj	50.285714	352	0	0	0	0	0	0	0
Zfr2	50.142857	351	0	0	0	0	0	0	0
Zbtb24	50.142857	351	0	0	0	0	0	0	0
Wipf2	50.142857	351	0	0	0	0	0	0	0
Nsun7	50.142857	351	0	0	0	0	0	0	0
Mogs	50.142857	351	0	0	0	0	0	0	0
Lrrfip1	50.142857	351	0	0	0	0	0	0	0
Gna13	50.142857	351	0	0	0	0	0	0	0
Dda1	50.142857	351	0	0	0	0	0	0	0
Cul3	50.142857	351	0	0	0	0	0	0	0
Zbtb38	50.000000	350	0	0	0	0	0	0	0
Ufsp2	50.000000	350	0	0	0	0	0	0	0
Tcf24	50.000000	350	0	0	0	0	0	0	0
Slc27a1	50.000000	350	0	0	0	0	0	0	0
Skp2	50.000000	350	0	0	0	0	0	0	0
Scamp1	50.000000	350	0	0	0	0	0	0	0
Saraf	50.000000	350	0	0	0	0	0	0	0
Pabpc1	50.000000	350	0	0	0	0	0	0	0
Lmbrd2	50.000000	350	0	0	0	0	0	0	0
Eif3g	50.000000	350	0	0	0	0	0	0	0
Dnttip2	50.000000	350	0	0	0	0	0	0	0
Cadm4	50.000000	350	0	0	0	0	0	0	0
Anapc7	50.000000	350	0	0	0	0	0	0	0
1700029J07Rik	50.000000	350	0	0	0	0	0	0	0
Wrap73	49.857143	349	0	0	0	0	0	0	0
Supt20	49.857143	349	0	0	0	0	0	0	0
Prep	49.857143	349	0	0	0	0	0	0	0
Kdm4c	49.857143	349	0	0	0	0	0	0	0
Impa2	49.857143	349	0	0	0	0	0	0	0
Gemin7	49.857143	349	0	0	0	0	0	0	0
Ankrd42	49.857143	349	0	0	0	0	0	0	0
Wdr48	49.714286	348	0	0	0	0	0	0	0
Usp2	49.714286	348	0	0	0	0	0	0	0
Rnf185	49.714286	348	0	0	0	0	0	0	0
Prpf3	49.714286	348	0	0	0	0	0	0	0
Pcbp2	49.714286	348	0	0	0	0	0	0	0
Ndrg1	49.714286	348	0	0	0	0	0	0	0
Ncaph2	49.714286	348	0	0	0	0	0	0	0
Muc1	49.714286	348	0	0	0	0	0	0	0
Lmf2	49.714286	348	0	0	0	0	0	0	0
Ints14	49.714286	348	0	0	0	0	0	0	0
Ganab	49.714286	348	0	0	0	0	0	0	0
Fyttd1	49.714286	348	0	0	0	0	0	0	0
Rrs1	49.571429	347	0	0	0	0	0	0	0
Rps20	49.571429	347	0	0	0	0	0	0	0
Ppwd1	49.571429	347	0	0	0	0	0	0	0
Mtrr	49.571429	347	0	0	0	0	0	0	0
Hmbs	49.571429	347	0	0	0	0	0	0	0
Fastkd3	49.571429	347	0	0	0	0	0	0	0
Cenpk	49.571429	347	0	0	0	0	0	0	0
Ap5z1	49.571429	347	0	0	0	0	0	0	0
Urb2	49.428571	346	0	0	0	0	0	0	0
Timm8b	49.428571	346	0	0	0	0	0	0	0
Tcaim	49.428571	346	0	0	0	0	0	0	0
Taf5l	49.428571	346	0	0	0	0	0	0	0
Stpg2	49.428571	346	0	0	0	0	0	0	0
Setdb2	49.428571	346	0	0	0	0	0	0	0
Sepsecs	49.428571	346	0	0	0	0	0	0	0
Sdhd	49.428571	346	0	0	0	0	0	0	0
Rc3h1	49.428571	346	0	0	0	0	0	0	0
Rab5a	49.428571	346	0	0	0	0	0	0	0
Gm45935	49.428571	346	0	0	0	0	0	0	0
Fam8a1	49.428571	346	0	0	0	0	0	0	0
Cyth1	49.428571	346	0	0	0	0	0	0	0
Cab39l	49.428571	346	0	0	0	0	0	0	0
Ahsa2	49.428571	346	0	0	0	0	0	0	0
Zcchc9	49.285714	345	0	0	0	0	0	0	0
Xkr6	49.285714	345	0	0	0	0	0	0	0
Wdfy3	49.285714	345	0	0	0	0	0	0	0
Tmed5	49.285714	345	0	0	0	0	0	0	0
Tamm41	49.285714	345	0	0	0	0	0	0	0
Rab11fip2	49.285714	345	0	0	0	0	0	0	0
Nop14	49.285714	345	0	0	0	0	0	0	0
H2az1	49.285714	345	0	0	0	0	0	0	0
Grk4	49.285714	345	0	0	0	0	0	0	0
Gars	49.285714	345	0	0	0	0	0	0	0
Ercc3	49.285714	345	0	0	0	0	0	0	0
Ccdc18	49.285714	345	0	0	0	0	0	0	0
Ccdc125	49.285714	345	0	0	0	0	0	0	0
Abhd17a	49.285714	345	0	0	0	0	0	0	0
Tmem175	49.142857	344	0	0	0	0	0	0	0
Rtel1	49.142857	344	0	0	0	0	0	0	0
Rsbn1	49.142857	344	0	0	0	0	0	0	0
Paqr7	49.142857	344	0	0	0	0	0	0	0
Nradd	49.142857	344	0	0	0	0	0	0	0
Gak	49.142857	344	0	0	0	0	0	0	0
Ddx49	49.142857	344	0	0	0	0	0	0	0
Cope	49.142857	344	0	0	0	0	0	0	0
Ccar1	49.142857	344	0	0	0	0	0	0	0
Asnsd1	49.142857	344	0	0	0	0	0	0	0
Asdurf	49.142857	344	0	0	0	0	0	0	0
Acer2	49.142857	344	0	0	0	0	0	0	0
Abi1	49.142857	344	0	0	0	0	0	0	0
Vezf1	49.000000	343	0	0	0	0	0	0	0
Swi5	49.000000	343	0	0	0	0	0	0	0
Rwdd1	49.000000	343	0	0	0	0	0	0	0
Rnf44	49.000000	343	0	0	0	0	0	0	0
Ramp1	49.000000	343	0	0	0	0	0	0	0
Rab35	49.000000	343	0	0	0	0	0	0	0
Phlda1	49.000000	343	0	0	0	0	0	0	0
Pcnx3	49.000000	343	0	0	0	0	0	0	0
Oma1	49.000000	343	0	0	0	0	0	0	0
Map3k11	49.000000	343	0	0	0	0	0	0	0
Katnbl1	49.000000	343	0	0	0	0	0	0	0
Irs2	49.000000	343	0	0	0	0	0	0	0
Golga2	49.000000	343	0	0	0	0	0	0	0
Dhx9	49.000000	343	0	0	0	0	0	0	0
Zgrf1	48.857143	342	0	0	0	0	0	0	0
Urm1	48.857143	342	0	0	0	0	0	0	0
Snap29	48.857143	342	0	0	0	0	0	0	0
Sec11a	48.857143	342	0	0	0	0	0	0	0
Pogz	48.857143	342	0	0	0	0	0	0	0
Plek2	48.857143	342	0	0	0	0	0	0	0
Pi4ka	48.857143	342	0	0	0	0	0	0	0
Ociad1	48.857143	342	0	0	0	0	0	0	0
Larp7	48.857143	342	0	0	0	0	0	0	0
Large1	48.857143	342	0	0	0	0	0	0	0
Efcab14	48.857143	342	0	0	0	0	0	0	0
Cdadc1	48.857143	342	0	0	0	0	0	0	0
Camkk2	48.857143	342	0	0	0	0	0	0	0
C330007P06Rik	48.857143	342	0	0	0	0	0	0	0
Bclaf1	48.857143	342	0	0	0	0	0	0	0
Anapc5	48.857143	342	0	0	0	0	0	0	0
1110004F10Rik	48.857143	342	0	0	0	0	0	0	0
Zfp330	48.714286	341	0	0	0	0	0	0	0
Ushbp1	48.714286	341	0	0	0	0	0	0	0
Txndc15	48.714286	341	0	0	0	0	0	0	0
Noc3l	48.714286	341	0	0	0	0	0	0	0
Megf8	48.714286	341	0	0	0	0	0	0	0
Bub3	48.714286	341	0	0	0	0	0	0	0
Babam1	48.714286	341	0	0	0	0	0	0	0
Arglu1	48.714286	341	0	0	0	0	0	0	0
Smg1	48.571429	340	0	0	0	0	0	0	0
Rpl36al	48.571429	340	0	0	0	0	0	0	0
Nlrx1	48.571429	340	0	0	0	0	0	0	0
Ndufa12	48.571429	340	0	0	0	0	0	0	0
Mgat2	48.571429	340	0	0	0	0	0	0	0
Lims1	48.571429	340	0	0	0	0	0	0	0
Leprotl1	48.571429	340	0	0	0	0	0	0	0
Kdm1a	48.571429	340	0	0	0	0	0	0	0
Borcs6	48.571429	340	0	0	0	0	0	0	0
Arhgap26	48.571429	340	0	0	0	0	0	0	0
Zfr	48.428571	339	0	0	0	0	0	0	0
Unc119	48.428571	339	0	0	0	0	0	0	0
Specc1	48.428571	339	0	0	0	0	0	0	0
Spata17	48.428571	339	0	0	0	0	0	0	0
Psd4	48.428571	339	0	0	0	0	0	0	0
Pcnp	48.428571	339	0	0	0	0	0	0	0
Kazn	48.428571	339	0	0	0	0	0	0	0
Gpatch2	48.428571	339	0	0	0	0	0	0	0
Elp1	48.428571	339	0	0	0	0	0	0	0
Cuta	48.428571	339	0	0	0	0	0	0	0
Abitram	48.428571	339	0	0	0	0	0	0	0
Zfyve19	48.285714	338	0	0	0	0	0	0	0
Zfp467	48.285714	338	0	0	0	0	0	0	0
Zfp251	48.285714	338	0	0	0	0	0	0	0
Trim65	48.285714	338	0	0	0	0	0	0	0
Tob1	48.285714	338	0	0	0	0	0	0	0
Tmem243	48.285714	338	0	0	0	0	0	0	0
Scaf11	48.285714	338	0	0	0	0	0	0	0
Prpf8	48.285714	338	0	0	0	0	0	0	0
Foxn2	48.285714	338	0	0	0	0	0	0	0
Dnajc17	48.285714	338	0	0	0	0	0	0	0
Capn7	48.285714	338	0	0	0	0	0	0	0
Arid1b	48.285714	338	0	0	0	0	0	0	0
Zfp318	48.142857	337	0	0	0	0	0	0	0
Spidr	48.142857	337	0	0	0	0	0	0	0
Septin2	48.142857	337	0	0	0	0	0	0	0
Rars	48.142857	337	0	0	0	0	0	0	0
Prkn	48.142857	337	0	0	0	0	0	0	0
Pacrg	48.142857	337	0	0	0	0	0	0	0
Nus1	48.142857	337	0	0	0	0	0	0	0
Nop53	48.142857	337	0	0	0	0	0	0	0
Itsn2	48.142857	337	0	0	0	0	0	0	0
Hdlbp	48.142857	337	0	0	0	0	0	0	0
Dnajc8	48.142857	337	0	0	0	0	0	0	0
Ddx19a	48.142857	337	0	0	0	0	0	0	0
Cystm1	48.142857	337	0	0	0	0	0	0	0
Bspry	48.142857	337	0	0	0	0	0	0	0
BC004004	48.142857	337	0	0	0	0	0	0	0
Atpif1	48.142857	337	0	0	0	0	0	0	0
Nars	48.000000	336	0	0	0	0	0	0	0
Ficd	48.000000	336	0	0	0	0	0	0	0
Carmil1	48.000000	336	0	0	0	0	0	0	0
Syncrip	47.857143	335	0	0	0	0	0	0	0
Flad1	47.857143	335	0	0	0	0	0	0	0
Xrcc6	47.714286	334	0	0	0	0	0	0	0
Tmem165	47.714286	334	0	0	0	0	0	0	0
Tbp	47.714286	334	0	0	0	0	0	0	0
Stk11ip	47.714286	334	0	0	0	0	0	0	0
Msra	47.714286	334	0	0	0	0	0	0	0
Map3k4	47.714286	334	0	0	0	0	0	0	0
Lin7c	47.714286	334	0	0	0	0	0	0	0
Josd2	47.714286	334	0	0	0	0	0	0	0
Desi1	47.714286	334	0	0	0	0	0	0	0
B3glct	47.714286	334	0	0	0	0	0	0	0
Szrd1	47.571429	333	0	0	0	0	0	0	0
Sphk2	47.571429	333	0	0	0	0	0	0	0
Son	47.571429	333	0	0	0	0	0	0	0
Rps5	47.571429	333	0	0	0	0	0	0	0
Rpl18	47.571429	333	0	0	0	0	0	0	0
Rnft1	47.571429	333	0	0	0	0	0	0	0
Gart	47.571429	333	0	0	0	0	0	0	0
Clip1	47.571429	333	0	0	0	0	0	0	0
Brwd1	47.571429	333	0	0	0	0	0	0	0
BC003965	47.571429	333	0	0	0	0	0	0	0
Wipf1	47.428571	332	0	0	0	0	0	0	0
Rpe	47.428571	332	0	0	0	0	0	0	0
Ppp1r12a	47.428571	332	0	0	0	0	0	0	0
