Target_genes	Tcf7l2|Average	ERX161579|Colon	ERX161580|Colon	ERX161583|Colon	ERX161584|Colon	SRX2734776|Heart_Ventricles	SRX2734777|Heart_Ventricles	SRX2734782|Heart_Ventricles	SRX5647947|Preadiocytes	SRX5647948|Preadiocytes	SRX5647950|Preadiocytes	SRX5647951|Preadiocytes	ERX4312250|Thalamus	ERX4312254|Thalamus	ERX4312255|Thalamus	STRING
Emc7	33.500000	0	0	0	0	0	0	0	0	0	248	221	0	0	0	0
Abhd16a	33.500000	0	0	0	0	0	0	0	0	0	0	0	162	176	131	0
Ganc	33.428571	0	0	0	0	0	0	0	0	0	254	214	0	0	0	0
Tfdp1	33.357143	0	0	0	0	0	0	0	0	0	250	217	0	0	0	0
Hlx	33.357143	0	0	0	0	0	0	0	0	0	248	219	0	0	0	0
Ebf2	33.357143	0	0	0	0	0	0	0	0	0	263	204	0	0	0	0
Camsap1	33.357143	0	0	0	0	0	0	0	0	0	144	182	0	141	0	0
Slc35e1	33.285714	0	0	0	0	0	0	0	0	0	116	0	156	194	0	0
Ipmk	33.214286	0	0	0	0	0	0	0	0	0	286	179	0	0	0	0
Rbm5	33.142857	0	0	0	0	0	0	0	0	0	0	0	166	172	126	0
Prkdc	33.071429	0	0	0	0	0	0	0	0	0	0	141	0	211	111	0
Mcm4	33.071429	0	0	0	0	0	0	0	0	0	0	141	0	211	111	0
Ddit4	33.071429	0	0	0	0	0	0	0	0	0	199	264	0	0	0	0
Ubtd1	33.000000	0	0	0	0	0	0	0	0	122	203	137	0	0	0	0
Neurl4	33.000000	142	200	0	0	0	0	0	0	0	0	0	0	120	0	0
Nedd1	33.000000	233	229	0	0	0	0	0	0	0	0	0	0	0	0	0
Mms19	33.000000	0	0	0	0	0	0	0	0	122	203	137	0	0	0	0
2810408A11Rik	33.000000	142	200	0	0	0	0	0	0	0	0	0	0	120	0	0
Pdss1	32.928571	0	0	0	0	0	0	0	0	0	110	149	0	202	0	0
Rpl27	32.857143	0	0	0	0	0	0	0	0	0	253	207	0	0	0	0
Pim3	32.857143	0	0	0	0	0	0	0	0	0	242	137	0	81	0	0
Ccdc93	32.857143	0	0	0	0	0	0	0	0	141	168	151	0	0	0	0
Zswim1	32.785714	0	0	0	0	0	0	0	0	0	0	0	0	266	193	0
Ubxn6	32.785714	0	0	0	0	0	0	0	0	0	212	247	0	0	0	0
Shank1	32.785714	0	0	0	0	0	0	0	0	0	0	0	0	242	217	0
Nkx6-1	32.785714	0	0	0	0	0	0	0	0	0	0	0	0	266	193	0
Ift172	32.785714	0	0	0	0	0	0	0	0	0	290	169	0	0	0	0
Hdgfl2	32.785714	0	0	0	0	0	0	0	0	0	212	247	0	0	0	0
Oser1	32.714286	0	0	0	0	0	0	0	0	68	191	199	0	0	0	0
Ireb2	32.714286	0	0	0	0	0	0	0	0	0	208	250	0	0	0	0
Commd1	32.714286	106	99	0	0	0	0	0	0	0	0	0	0	179	74	0
5031439G07Rik	32.714286	0	0	0	0	0	0	0	0	0	208	250	0	0	0	0
Vps50	32.642857	0	0	0	0	0	0	0	0	0	0	141	0	194	122	0
Mycl	32.642857	0	0	0	0	0	0	0	0	0	0	0	163	143	151	0
Lrrc19	32.642857	230	227	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl25	32.642857	0	0	0	0	0	0	0	0	0	0	0	0	257	200	0
Serac1	32.500000	0	0	0	0	0	0	0	0	0	190	265	0	0	0	0
Riok1	32.500000	0	0	0	0	0	0	0	0	72	130	253	0	0	0	0
Gtf2h5	32.500000	0	0	0	0	0	0	0	0	0	190	265	0	0	0	0
Cage1	32.500000	0	0	0	0	0	0	0	0	72	130	253	0	0	0	0
Apbb2	32.500000	0	0	0	0	0	0	0	0	0	77	0	218	160	0	0
Negr1	32.428571	0	0	0	0	0	0	0	0	0	0	0	0	232	222	0
Tspan12	32.285714	0	0	0	0	0	0	0	0	140	108	204	0	0	0	0
Rmnd5a	32.285714	0	0	0	0	0	0	0	0	0	104	202	146	0	0	0
Pde10a	32.285714	0	0	0	0	0	0	0	0	0	0	0	0	355	97	0
Nlrc3	32.285714	0	0	0	0	0	0	0	0	0	0	0	0	285	167	0
Lifr	32.285714	192	260	0	0	0	0	0	0	0	0	0	0	0	0	0
Herc4	32.285714	0	0	0	0	0	0	0	0	0	238	214	0	0	0	0
Hdgfl3	32.285714	0	0	0	0	0	0	0	0	0	0	0	125	185	142	0
Got1	32.285714	0	0	0	0	0	0	0	0	0	0	99	0	0	353	0
Foxp2	32.285714	0	0	0	0	0	0	0	0	0	0	0	0	226	226	0
Tifa	32.214286	248	203	0	0	0	0	0	0	0	0	0	0	0	0	0
Suco	32.214286	0	0	0	0	0	0	0	0	0	223	228	0	0	0	0
Stk17b	32.214286	0	0	0	0	0	0	0	0	0	0	0	144	185	122	0
Itgb1bp1	32.214286	0	0	0	0	0	0	0	0	0	270	181	0	0	0	0
Csf1	32.214286	0	0	0	0	0	0	0	0	0	276	175	0	0	0	0
Cpsf3	32.214286	0	0	0	0	0	0	0	0	0	270	181	0	0	0	0
Bbs2	32.214286	0	0	0	0	0	0	0	0	0	259	192	0	0	0	0
Atg4d	32.214286	0	0	0	0	0	0	0	0	0	223	228	0	0	0	0
Nup107	32.071429	0	0	0	0	0	0	0	0	0	241	208	0	0	0	0
Ccser2	32.071429	0	0	0	0	0	0	0	0	0	247	202	0	0	0	0
Slc7a1	32.000000	0	0	0	0	0	0	0	0	0	0	0	0	285	163	0
Slc30a5	32.000000	0	0	0	0	0	0	0	0	0	262	186	0	0	0	0
Selenom	32.000000	0	0	0	0	0	0	0	0	0	0	0	0	303	145	0
Ndufaf5	32.000000	0	0	0	0	0	0	0	0	0	0	0	0	276	172	0
Esf1	32.000000	0	0	0	0	0	0	0	0	0	0	0	0	276	172	0
Clasp2	32.000000	0	0	0	0	0	0	0	0	0	0	0	0	266	182	0
Yjefn3	31.857143	0	0	0	0	0	0	0	0	0	0	0	0	256	190	0
Sppl2b	31.857143	0	0	0	0	0	0	0	0	0	218	228	0	0	0	0
Lsm7	31.857143	0	0	0	0	0	0	0	0	0	218	228	0	0	0	0
Zc3h18	31.785714	0	0	0	0	0	0	0	0	0	266	179	0	0	0	0
Ube2c	31.785714	0	0	0	0	0	0	0	0	0	70	0	107	143	125	0
Retreg1	31.785714	189	256	0	0	0	0	0	0	0	0	0	0	0	0	0
Man2c1	31.785714	154	186	105	0	0	0	0	0	0	0	0	0	0	0	0
Islr	31.785714	0	0	0	0	0	0	0	0	0	205	240	0	0	0	0
Hexim1	31.785714	0	0	0	0	0	0	0	0	0	127	169	0	149	0	0
Uts2b	31.714286	0	0	0	0	0	0	0	0	0	0	0	0	248	196	0
Ube2j1	31.714286	0	0	0	0	0	0	0	0	0	131	0	0	176	137	0
Cks2	31.714286	0	197	0	0	0	0	0	0	0	90	157	0	0	0	0
Ankrd45	31.714286	0	0	0	0	0	0	0	0	0	0	0	165	160	119	0
Xcr1	31.642857	0	0	0	0	0	0	0	0	0	0	0	0	274	169	0
Sema3a	31.571429	0	0	0	0	0	0	0	0	0	178	133	0	0	131	0
Lrrn3	31.571429	0	0	0	0	0	0	0	0	0	0	0	205	132	105	0
Ilf2	31.571429	0	0	0	0	0	0	0	0	0	120	59	0	160	103	0
Kif11	31.500000	0	146	0	0	0	0	0	0	0	0	0	144	151	0	0
Adamts4	31.500000	0	0	0	0	0	0	0	0	0	192	249	0	0	0	0
Tbx3	31.357143	0	0	0	0	0	0	0	0	0	191	248	0	0	0	0
Rpl41	31.357143	0	0	0	0	0	0	0	0	0	154	285	0	0	0	0
Rab28	31.357143	0	0	0	0	0	0	0	0	0	144	125	170	0	0	0
Pex11g	31.357143	0	0	0	0	0	0	0	0	0	226	213	0	0	0	0
Flt3	31.357143	0	0	0	0	0	0	0	0	0	0	0	0	280	159	0
Prkrip1	31.285714	0	0	0	0	0	0	0	0	0	261	177	0	0	0	0
Fzr1	31.285714	0	0	0	0	0	0	0	0	0	260	178	0	0	0	0
Sfi1	31.214286	0	0	0	0	0	0	0	0	0	0	81	218	138	0	0
Mamstr	31.214286	0	0	0	0	0	0	0	0	0	0	0	0	315	122	0
9430015G10Rik	31.214286	0	0	0	0	0	0	0	0	0	174	0	0	151	112	0
Vapb	31.142857	0	0	0	0	0	0	0	0	0	234	202	0	0	0	0
Tcte2	31.142857	0	0	0	0	0	0	0	0	0	0	0	198	128	110	0
Sh3bp5	31.142857	0	0	0	0	0	0	0	0	0	0	0	0	257	179	0
Ppp1r2	31.142857	0	0	0	0	0	0	0	0	0	0	0	100	188	148	0
Mex3b	31.142857	0	0	0	0	0	0	0	0	0	101	0	0	183	152	0
Eps15l1	31.142857	0	0	0	0	0	0	0	0	0	200	236	0	0	0	0
Afdn	31.142857	0	0	0	0	0	0	0	0	0	0	0	198	128	110	0
Tnik	31.071429	0	0	0	0	0	0	0	0	0	0	0	0	249	186	0
Rpl5	31.071429	0	0	0	0	0	0	0	0	0	225	210	0	0	0	0
Psmd3	31.071429	0	0	0	0	0	0	0	0	0	183	161	0	91	0	0
Naa35	31.071429	0	0	0	0	0	0	0	0	0	256	179	0	0	0	0
Klf13	31.071429	0	0	0	0	0	0	0	0	0	0	0	0	276	159	0
Josd1	31.071429	0	0	0	0	0	0	0	0	0	0	0	0	312	123	0
Uvssa	30.928571	0	0	0	0	0	0	0	0	0	233	200	0	0	0	0
Smc1a	30.928571	0	0	0	0	0	0	0	0	0	223	210	0	0	0	0
Ribc1	30.928571	0	0	0	0	0	0	0	0	0	223	210	0	0	0	0
Actr1a	30.928571	0	0	0	0	0	0	0	0	0	0	0	239	194	0	0
Zfp292	30.857143	0	0	0	0	0	0	0	0	0	137	131	0	164	0	0
Camta2	30.857143	0	0	0	0	0	0	0	0	0	0	0	0	257	175	0
Uqcr11	30.785714	0	0	0	0	0	0	0	0	0	281	150	0	0	0	0
Spry4	30.785714	0	0	0	0	0	0	0	0	0	171	260	0	0	0	0
Smarca2	30.785714	0	0	0	0	0	0	0	0	0	158	273	0	0	0	0
Rpusd1	30.714286	0	0	0	0	0	0	0	0	0	151	136	0	143	0	0
Hp1bp3	30.714286	0	0	0	0	0	0	0	0	0	210	220	0	0	0	0
Csnk1g3	30.714286	0	0	0	0	0	0	0	0	0	238	192	0	0	0	0
Cnr2	30.714286	0	0	0	0	0	0	0	0	0	0	0	0	295	135	0
Chtf18	30.714286	0	0	0	0	0	0	0	0	0	151	136	0	143	0	0
Actb	30.714286	0	0	0	0	0	0	0	129	0	149	152	0	0	0	0
Tmem43	30.642857	0	0	0	0	0	0	0	0	0	277	152	0	0	0	0
Rpl18	30.642857	0	0	0	0	0	0	0	0	0	212	217	0	0	0	0
Hapln4	30.642857	0	0	0	0	0	0	0	0	0	0	0	0	257	172	0
Chchd4	30.642857	0	0	0	0	0	0	0	0	0	277	152	0	0	0	0
C1qtnf12	30.642857	0	0	0	0	0	0	0	0	0	0	0	157	160	112	0
Rsrp1	30.571429	0	0	0	0	0	0	0	0	82	184	162	0	0	0	0
Mal	30.571429	0	0	0	0	0	0	0	0	0	0	0	136	143	149	0
Utp18	30.500000	0	0	0	0	0	0	0	0	0	139	115	173	0	0	0
Slc1a4	30.500000	0	0	0	0	0	0	0	0	0	196	88	0	143	0	0
Rae1	30.500000	0	0	0	0	0	0	0	0	0	253	174	0	0	0	0
Naif1	30.500000	0	0	0	0	0	0	0	0	0	0	0	0	212	215	0
Mbtd1	30.500000	0	0	0	0	0	0	0	0	0	139	115	173	0	0	0
Leprot	30.500000	170	257	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbbp6	30.428571	0	0	0	0	0	0	0	0	0	304	0	122	0	0	0
Pmm1	30.428571	0	0	0	0	0	0	0	0	0	192	234	0	0	0	0
Mmaa	30.428571	0	0	0	0	0	0	0	0	0	244	182	0	0	0	0
Fam227b	30.428571	0	0	0	0	0	0	0	0	0	270	156	0	0	0	0
Dusp10	30.428571	0	0	0	0	0	0	0	0	0	179	247	0	0	0	0
Dtwd1	30.428571	0	0	0	0	0	0	0	0	0	270	156	0	0	0	0
Bid	30.428571	182	244	0	0	0	0	0	0	0	0	0	0	0	0	0
1700056E22Rik	30.428571	0	0	0	0	0	0	0	0	0	179	247	0	0	0	0
Vwc2	30.357143	0	0	0	0	0	0	0	0	0	0	0	138	166	121	0
Tmem53	30.357143	0	0	0	0	0	0	0	0	0	176	249	0	0	0	0
Pitpnb	30.357143	0	0	0	0	0	0	0	0	0	288	137	0	0	0	0
Kcnq2	30.357143	0	0	0	0	0	0	0	0	0	0	0	0	261	164	0
Armh1	30.357143	0	0	0	0	0	0	0	0	0	176	249	0	0	0	0
Wdfy2	30.285714	0	0	0	0	0	0	0	0	80	160	184	0	0	0	0
Chaf1b	30.285714	0	0	0	0	0	0	0	0	0	243	181	0	0	0	0
Zfp566	30.214286	0	0	0	0	0	0	0	0	0	208	215	0	0	0	0
Tcta	30.214286	0	0	0	0	0	0	0	0	0	247	176	0	0	0	0
Taco1	30.214286	0	0	0	0	0	0	0	0	0	211	212	0	0	0	0
Sik3	30.214286	0	0	0	0	0	0	0	0	0	140	115	0	168	0	0
Rnf149	30.214286	0	0	0	0	0	0	0	0	0	184	239	0	0	0	0
Rhoa	30.214286	0	0	0	0	0	0	0	0	0	247	176	0	0	0	0
Pafah1b2	30.214286	0	0	0	0	0	0	0	0	0	140	115	0	168	0	0
Fam227a	30.214286	0	0	0	0	0	0	0	0	0	0	0	120	145	158	0
Cby1	30.214286	0	0	0	0	0	0	0	0	0	0	0	120	145	158	0
Tshz1	30.142857	0	0	0	0	0	0	0	0	0	132	0	0	142	148	0
Trmt61a	30.142857	0	0	0	0	0	0	0	0	0	248	174	0	0	0	0
Trappc6a	30.142857	0	0	0	0	0	0	0	0	0	132	290	0	0	0	0
Taf1a	30.142857	0	0	0	0	0	0	0	0	0	205	217	0	0	0	0
Slc5a6	30.142857	0	0	0	0	0	0	0	0	0	83	193	0	146	0	0
Bloc1s3	30.142857	0	0	0	0	0	0	0	0	0	132	290	0	0	0	0
Atraid	30.142857	0	0	0	0	0	0	0	0	0	83	193	0	146	0	0
Dohh	30.071429	0	0	0	0	0	0	0	0	78	200	143	0	0	0	0
Twistnb	30.000000	0	0	0	0	0	0	0	0	0	256	164	0	0	0	0
Sod2	30.000000	0	0	0	0	0	0	0	0	137	0	107	0	176	0	0
Mtmr6	30.000000	0	0	0	0	0	0	0	0	0	292	128	0	0	0	0
Lum	30.000000	0	0	0	0	0	0	0	0	0	202	218	0	0	0	0
Kdm4d	30.000000	0	0	0	0	0	0	0	0	0	195	225	0	0	0	0
Jag1	30.000000	0	0	0	0	0	0	0	0	0	112	0	0	220	88	0
Cwc15	30.000000	0	0	0	0	0	0	0	0	0	195	225	0	0	0	0
Trappc2l	29.928571	0	0	0	0	0	0	0	0	0	217	202	0	0	0	0
Syne1	29.928571	0	0	0	0	0	0	0	0	0	219	200	0	0	0	0
Galns	29.928571	0	0	0	0	0	0	0	0	0	217	202	0	0	0	0
B430306N03Rik	29.928571	0	0	0	0	0	0	0	0	0	0	0	0	247	172	0
Adgrl1	29.928571	0	0	0	0	0	0	0	0	0	0	0	0	206	213	0
Ttll12	29.857143	0	0	0	0	0	0	0	0	0	268	150	0	0	0	0
Stx5a	29.857143	0	142	0	0	0	0	0	0	0	120	0	0	57	99	0
Pkd1	29.857143	0	0	0	0	0	0	0	0	0	159	150	0	109	0	0
1700092M07Rik	29.857143	0	142	0	0	0	0	0	0	0	120	0	0	57	99	0
Tmem74	29.785714	0	0	0	0	0	0	0	0	0	0	0	0	247	170	0
Ncl	29.714286	0	0	0	0	0	0	0	0	0	218	198	0	0	0	0
Rsph3b	29.642857	0	0	0	0	0	0	0	0	0	131	0	0	143	141	0
Gm13285	29.642857	0	0	0	0	0	0	0	0	0	0	0	0	234	181	0
Leng8	29.571429	0	0	0	0	0	0	0	0	0	168	141	0	105	0	0
Cdkn3	29.571429	0	0	0	0	0	0	0	0	0	173	129	0	112	0	0
Baalc	29.571429	0	0	0	0	0	0	0	0	0	0	0	0	269	145	0
Atl2	29.571429	0	0	0	0	0	0	0	0	0	132	126	0	156	0	0
Rgs7bp	29.500000	0	0	0	0	0	0	0	0	0	0	0	0	233	180	0
Man2a2	29.500000	0	0	0	0	0	0	0	0	0	0	0	0	280	133	0
Dhx37	29.500000	0	0	0	0	0	0	0	0	0	239	174	0	0	0	0
Atp6v0d1	29.500000	0	0	0	0	0	0	0	0	0	262	151	0	0	0	0
Zhx1	29.428571	0	0	0	0	0	0	0	0	0	244	168	0	0	0	0
Unc50	29.428571	0	0	0	0	0	0	0	0	0	235	177	0	0	0	0
Ppat	29.428571	0	0	0	0	0	0	0	0	0	175	134	0	0	103	0
Paics	29.428571	0	0	0	0	0	0	0	0	0	175	134	0	0	103	0
H4c1	29.428571	0	0	0	0	0	0	0	0	0	212	200	0	0	0	0
H3c1	29.428571	0	0	0	0	0	0	0	0	0	212	200	0	0	0	0
Coa5	29.428571	0	0	0	0	0	0	0	0	0	235	177	0	0	0	0
Zfp933	29.357143	0	0	0	0	0	0	0	0	0	151	125	0	135	0	0
Napa	29.357143	0	0	0	0	0	0	0	0	0	218	193	0	0	0	0
Mospd3	29.357143	0	0	0	0	0	0	0	0	0	160	83	0	168	0	0
Arhgap12	29.357143	0	0	0	0	0	0	0	0	81	165	165	0	0	0	0
Rgl1	29.285714	0	0	0	0	0	0	0	0	0	267	143	0	0	0	0
Mis18a	29.285714	0	0	0	0	0	0	0	0	0	232	178	0	0	0	0
Fam98a	29.285714	0	0	0	0	0	0	0	0	0	326	84	0	0	0	0
Erlin2	29.285714	0	0	0	0	0	0	0	0	0	245	165	0	0	0	0
Atg16l1	29.285714	0	0	0	0	0	0	0	0	0	170	240	0	0	0	0
Arpc5	29.285714	0	0	0	0	0	0	0	0	0	267	143	0	0	0	0
Adck2	29.285714	0	0	0	0	0	0	0	0	0	0	0	0	220	190	0
Scamp1	29.214286	201	208	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad21	29.214286	0	0	0	0	0	0	0	0	0	295	114	0	0	0	0
Cyth1	29.214286	0	0	0	0	0	0	0	0	55	209	145	0	0	0	0
Aspscr1	29.214286	0	0	0	0	0	0	0	0	0	168	241	0	0	0	0
Vwa3a	29.142857	0	0	0	0	0	0	0	0	0	0	0	0	314	94	0
Poc1a	29.142857	0	0	0	0	0	0	0	0	0	165	243	0	0	0	0
Plin3	29.142857	0	138	0	0	0	0	0	0	0	122	148	0	0	0	0
Srfbp1	29.071429	0	0	0	0	0	0	0	0	0	112	173	0	0	122	0
Rnf26	29.071429	0	0	0	0	0	0	0	0	0	0	131	0	276	0	0
Txndc2	29.000000	0	0	0	0	0	0	0	0	0	0	0	0	265	141	0
Prrc2a	29.000000	0	0	0	0	0	0	0	0	0	256	150	0	0	0	0
Nbn	29.000000	0	0	0	0	0	0	0	0	0	213	193	0	0	0	0
Ak3	29.000000	0	0	0	0	0	0	0	0	0	0	0	149	257	0	0
St6gal1	28.928571	0	0	0	0	0	0	0	0	0	0	0	0	192	213	0
Ssna1	28.928571	0	0	0	0	0	0	0	0	0	243	162	0	0	0	0
Sorbs3	28.928571	0	0	0	0	0	0	0	0	0	0	0	0	242	163	0
Rasa3	28.928571	0	0	0	0	0	0	0	0	0	86	77	0	135	107	0
Prpf38a	28.928571	0	0	0	0	0	0	0	0	0	226	179	0	0	0	0
Pot1b	28.928571	0	0	0	0	0	0	0	0	0	227	178	0	0	0	0
Orc1	28.928571	0	0	0	0	0	0	0	0	0	226	179	0	0	0	0
Ankmy1	28.928571	0	0	0	0	0	0	0	0	0	240	165	0	0	0	0
Anapc2	28.928571	0	0	0	0	0	0	0	0	0	243	162	0	0	0	0
Tomm6	28.857143	0	0	0	0	0	0	0	0	0	173	231	0	0	0	0
Fdxr	28.857143	0	0	0	0	0	0	0	0	0	177	227	0	0	0	0
Fbxo16	28.857143	0	0	0	0	0	0	0	0	0	0	0	0	266	138	0
Eif5	28.857143	0	0	0	0	0	0	0	0	0	0	0	227	0	177	0
Chtop	28.857143	0	0	0	0	0	0	0	0	0	140	264	0	0	0	0
Wdr34	28.785714	0	0	0	0	0	0	0	0	0	181	222	0	0	0	0
Txnip	28.785714	0	0	0	0	0	0	0	0	0	193	210	0	0	0	0
Trip12	28.785714	0	170	0	0	0	0	0	0	0	113	0	0	120	0	0
Rpl7	28.785714	0	0	0	0	0	0	0	0	0	235	168	0	0	0	0
Parp2	28.785714	0	0	0	0	0	0	0	0	0	208	195	0	0	0	0
Oscp1	28.785714	0	0	0	0	0	0	0	0	0	106	0	86	109	102	0
Mbd1	28.785714	0	0	0	0	0	0	0	0	0	222	181	0	0	0	0
Fbxo36	28.785714	0	170	0	0	0	0	0	0	0	113	0	0	120	0	0
Qpctl	28.714286	0	0	0	0	0	0	0	0	0	147	0	133	0	122	0
Nrg2	28.714286	0	0	0	0	0	0	0	0	0	0	0	217	185	0	0
Mccc1	28.714286	0	0	0	0	0	0	0	0	0	0	0	97	185	120	0
Kat7	28.714286	0	0	0	0	0	0	0	0	0	270	132	0	0	0	0
Hmga1b	28.714286	0	0	0	0	0	0	0	0	0	152	250	0	0	0	0
Hmga1	28.714286	0	0	0	0	0	0	0	0	0	152	250	0	0	0	0
Gucy2c	28.714286	198	204	0	0	0	0	0	0	0	0	0	0	0	0	0
Ehmt1	28.714286	0	0	0	0	0	0	0	0	0	247	155	0	0	0	0
Dnajb5	28.714286	0	0	0	0	0	0	0	0	0	0	0	0	251	151	0
Bdp1	28.714286	0	0	0	0	0	0	0	0	0	213	189	0	0	0	0
Arl8b	28.714286	0	0	0	0	0	0	0	0	0	182	220	0	0	0	0
Septin2	28.642857	0	0	0	0	0	0	0	0	0	237	164	0	0	0	0
Pcnx3	28.642857	0	0	0	0	0	0	0	0	0	261	140	0	0	0	0
Map3k11	28.642857	0	0	0	0	0	0	0	0	0	261	140	0	0	0	0
Zfpm1	28.571429	0	0	0	0	0	0	0	0	0	239	161	0	0	0	0
Uhrf1bp1l	28.571429	0	0	0	0	0	0	0	0	0	0	0	124	143	133	0
Ncapg2	28.571429	0	0	0	0	0	0	0	0	0	235	165	0	0	0	0
Dcakd	28.571429	0	0	0	0	0	0	0	0	0	245	155	0	0	0	0
Cisd3	28.571429	0	0	0	0	0	0	0	0	0	0	315	0	0	85	0
Asah1	28.571429	0	0	0	0	0	0	0	0	0	61	0	196	143	0	0
Zdhhc5	28.500000	0	0	0	0	0	0	0	0	0	133	266	0	0	0	0
Sertad2	28.500000	0	0	0	0	0	0	0	0	0	224	175	0	0	0	0
Ric3	28.500000	0	0	0	0	0	0	0	0	0	0	0	0	188	211	0
Gpank1	28.500000	0	0	0	0	0	0	0	0	0	228	171	0	0	0	0
Csnk2b	28.500000	0	0	0	0	0	0	0	0	0	228	171	0	0	0	0
Actr3	28.500000	0	0	0	0	0	0	0	0	0	153	142	0	0	104	0
Tnpo1	28.428571	0	0	0	0	0	0	0	0	0	0	0	0	185	213	0
Rapgef4	28.428571	0	0	0	0	0	0	0	0	0	0	0	0	257	141	0
Ppp6c	28.428571	0	0	0	0	0	0	0	0	0	117	0	0	143	138	0
Mrpl9	28.357143	0	0	0	0	0	0	0	0	0	204	193	0	0	0	0
Hint3	28.357143	0	0	0	0	0	0	0	0	0	230	167	0	0	0	0
C2cd4a	28.357143	102	191	0	104	0	0	0	0	0	0	0	0	0	0	0
Anapc10	28.357143	0	0	0	0	0	0	0	0	0	200	197	0	0	0	0
Abce1	28.357143	0	0	0	0	0	0	0	0	0	200	197	0	0	0	0
Wbp2	28.285714	0	0	0	0	0	0	0	0	0	184	212	0	0	0	0
Magi1	28.285714	0	0	0	0	0	0	0	0	0	139	0	0	257	0	0
Id3	28.285714	0	0	0	0	0	0	0	0	0	256	140	0	0	0	0
Akap8	28.285714	0	0	0	0	0	0	0	0	0	239	157	0	0	0	0
Tfpt	28.214286	0	0	0	0	0	0	0	0	0	183	212	0	0	0	0
Supt6	28.214286	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0
Prpf31	28.214286	0	0	0	0	0	0	0	0	0	183	212	0	0	0	0
Tmco3	28.142857	0	0	0	0	0	0	0	0	0	151	115	0	128	0	0
Mkrn2	28.142857	0	0	0	0	0	0	0	0	0	0	0	243	151	0	0
Mfsd9	28.142857	0	0	0	0	0	0	0	0	0	222	172	0	0	0	0
Dcun1d2	28.142857	0	0	0	0	0	0	0	0	0	151	115	0	128	0	0
Dap	28.142857	0	0	0	0	0	0	0	0	90	166	138	0	0	0	0
Dab2ip	28.142857	0	0	0	0	0	0	0	0	0	252	142	0	0	0	0
Plekhg1	28.071429	0	0	0	0	0	0	0	0	0	0	0	0	276	117	0
Knl1	28.071429	0	0	0	0	0	0	0	0	133	122	138	0	0	0	0
Gm13287	28.071429	0	0	0	0	0	0	0	0	0	0	0	0	234	159	0
Gm13275	28.071429	0	0	0	0	0	0	0	0	0	0	0	0	234	159	0
Nme1	28.000000	0	0	0	0	0	0	0	0	0	193	129	0	70	0	0
Yeats4	27.928571	0	0	0	0	0	0	0	0	0	224	167	0	0	0	0
Tpk1	27.928571	0	0	0	0	0	0	0	0	0	0	0	206	185	0	0
Tmem198	27.928571	0	0	0	0	0	0	0	0	0	232	159	0	0	0	0
Rpp38	27.928571	0	0	0	0	0	0	0	0	0	176	215	0	0	0	0
Pcbp2	27.928571	0	0	0	0	0	0	0	0	0	219	172	0	0	0	0
Hmgb1	27.928571	0	0	0	0	0	0	0	0	0	189	202	0	0	0	0
Etfrf1	27.928571	0	0	0	0	0	0	0	0	110	125	156	0	0	0	0
Chpf	27.928571	0	0	0	0	0	0	0	0	0	232	159	0	0	0	0
Casc1	27.928571	0	0	0	0	0	0	0	0	110	125	156	0	0	0	0
Alkbh5	27.928571	0	0	0	0	0	0	0	0	0	189	202	0	0	0	0
Prelid3b	27.857143	0	0	0	0	0	0	0	0	0	233	157	0	0	0	0
Otud1	27.857143	0	0	0	0	0	0	0	0	0	221	169	0	0	0	0
H6pd	27.857143	0	0	0	0	0	0	0	0	0	239	0	0	151	0	0
Pla1a	27.785714	0	0	0	0	0	0	0	0	0	211	178	0	0	0	0
Fbxl15	27.785714	0	0	0	0	0	0	0	0	0	165	81	0	143	0	0
Top1	27.714286	0	0	0	0	0	0	0	0	88	134	166	0	0	0	0
Sprtn	27.642857	0	0	0	0	0	0	0	0	0	189	198	0	0	0	0
Gtpbp8	27.642857	159	228	0	0	0	0	0	0	0	0	0	0	0	0	0
Exoc8	27.642857	0	0	0	0	0	0	0	0	0	189	198	0	0	0	0
Zfand6	27.500000	0	0	0	0	0	0	0	0	0	0	0	115	143	127	0
Morc3	27.500000	0	0	0	0	0	0	0	0	0	229	156	0	0	0	0
Ccdc71l	27.500000	0	0	0	0	0	0	0	0	0	0	0	0	247	138	0
Bod1	27.500000	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0
Banf2	27.500000	0	0	0	0	0	0	0	0	0	0	0	0	202	183	0
Amdhd2	27.500000	0	0	0	0	0	0	0	0	0	127	258	0	0	0	0
Zdhhc4	27.428571	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0
Zbp1	27.428571	0	0	0	0	0	0	0	0	0	174	210	0	0	0	0
Taf10	27.428571	0	0	0	0	0	0	0	0	0	0	0	0	268	116	0
Srr	27.428571	0	0	0	0	0	0	0	0	0	0	0	0	185	199	0
Snap23	27.428571	0	0	0	0	0	0	0	0	0	251	133	0	0	0	0
Smg6	27.428571	0	0	0	0	0	0	0	0	0	0	0	0	185	199	0
Slc2a3	27.428571	0	0	0	0	0	0	0	0	0	0	0	0	227	157	0
Sh3bgrl2	27.428571	0	0	0	0	0	0	0	0	0	0	0	115	269	0	0
